src,tgt,complexity_score,quality_score,tagalog_complexity,is_augmented,uses_calamancy
First dose palang parang matatangal na braso ko,it  s only the first dose but it feels like my arm is going to fall off .,13.15,0.8,3.5,False,True
Ako gusto ko na ayusin talaga hahahahaha kulang pa yung PCs na nakasabit sa monitor hahahahaha,"i really want to fix it hahahahaha , the pcs hanging on the monitor are still not enough hahahahaha",15.55,0.9,3.5,False,True
"hoy grabe magang maga talaga mata ko , hindi nalang ako matutulog para hindi halata bukas punyemas huhu ang ganda ganda .","hey , my eyes are really swollen , i ll just not sleep so it won t be obvious tomorrow , damn it huhu so beautiful .",17.35,0.9,3.5,False,True
Wala nanaman kuryente mamaya parang masarap maging jumbo hotdog sa ref ! ! !,"there  s no electricity again later , it feels like it would be nice to be a jumbo hotdog in the fridge ! ! !",14.95,1.0,3.5,False,True
bakit parang naguguilty me mag sick leave ? dati naman once a week lang pasok ko absent pa,why do i feel guilty for taking a sick leave ? i used to only come in once a week and i was still absent .,16.15,0.8,3.5,False,True
Ginamit lang nila ang BTS at ARMY para sa views,they just used bts and army for views .,13.75,0.9,3.5,False,True
Minsan kailangan mo nalang talaga kalimutan yung feelings mo para sa kanya .,sometimes you just have to forget your feelings for him / her .,14.65,0.9,3.5,False,True
Minsan kailangan mo nalang talaga kalimutan yung feelings mo para sa kanya .,sometimes you just really have to forget your feelings for him / her .,14.65,0.9,3.5,False,True
"ang grammys ay parang ako , walang kwenta","the grammys are like me , worthless .",14.4,1.0,4.0,False,True
gigising ako ng maaga mamaya para sa inyo mga mahal q 🤸 🤸 🤸,"i ll wake up early later for you , my loves 🤸 🤸 🤸",16.2,0.9,4.0,False,True
"Lantaran lang talaga si Guramis , laughing stock na sila years ago mas lang ngayon . B / TS will always be the standard . Ehe , whipped yern 🥰","guramis is just blatant , they ve been a laughing stock for years , even more so now . b / ts will always be the standard . ehe , so whipped 🥰",21.0,0.8,4.0,False,True
3rd year na dapat ako now sa devcom . Almost 1 and half years nalang sana graduate na . Bakit pagpasok ko sa vetmed parang freshie palagi ang level ng knowledge ko . Kaloka .,"i should be in my 3rd year now in devcom . in almost 1 and a half years , i would have graduated . why is it that when i entered vetmed , my knowledge level is always like that of a freshie ? crazy .",22.5,0.7,4.0,False,True
"dito ako lalong nainis .  di niyo naman sinabi , may max stem cuts pala each sides ng pc .. i know , they re just making sure na okay yung pc , naiintindihan ko .","this is where i got more annoyed . you didn t say that there  s a maximum number of stem cuts on each side of the pc .. i know , they re just making sure that the pc is okay , i understand .",22.8,0.9,4.0,False,True
"Also , it should be a Boston issue . Not a state issue . The fact that my dad living 50 miles away is helping to fund bicycle paths in Boston is insane .","also , it should be a boston issue . not a state issue . the fact that my dad living 50 miles away is helping to fund bicycle paths in boston is insane .",22.2,0.8,4.0,False,True
parang mamimili lang ng nanalo sa giveaway or kung sinong mag rerecitation HAHAHAHA,it  s like just choosing a winner for a giveaway or someone to recite hahahaha,15.9,0.9,4.0,False,True
Ganda boses ni boss ea parang gusto q ng jennie stan :( # NunalsTambayan x.com/i/spaces/1mrGmadZzXDGy,"boss ea has a beautiful voice , i feel like i want to be a jennie stan :( # nunalstambayan",16.5,1.0,4.0,False,True
"Ive been in so many fandoms before but never have i felt this connected with my idols / mains . And it made me think , Kpop and anime kasi un . Its from different cultures . Syempre , they still hold a special place in my heart . I still love all of those that made me happy+","i ve been in so many fandoms before but never have i felt this connected with my idols / mains . and it made me think , it  s because it  s kpop and anime . it  s from different cultures . of course , they still hold a special place in my heart . i still love all of those that made me happy+",29.7,0.8,4.0,False,True
"Kasi all i wanted was for somethi to make me entertained and that they did . Nung 2019 un pero ngayon na mas may exp na ko sa buhay lmao , kahit 2yrs ago lang un , mas lumakas ung epekto sakin ng life story ng esbi :(","because all i wanted was something to entertain me and they did . that was in 2019 but now that i have more life experience lmao , even though it was just 2 years ago , sb19  s life story has a stronger effect on me :(",26.4,0.9,4.0,True,True
"Ive been in so many fandoms before but never have i felt this connected with my idols / mains . And it made me think , Kpop and anime kasi un . Its from different cultures . Syempre , they still hold a special place in my heart . I still love all of those that made me happy+","i ve been in so many fandoms before but never have i felt this connected with my idols / mains . and it made me think , it  s because it  s k - pop and anime . it  s from different cultures . of course , they still hold a special place in my heart . i still love all of those that made me happy+",29.7,0.8,4.0,False,True
"Bakit parang kasalanan ko palagi ? Bakit ang mga lalaki ang galing galing makipagyabangan pero duwag na marinig ang katotohanan , duwag harapin ang confrontation .","why does it always seem like it  s my fault ? why are men so good at bragging but are cowards when it comes to hearing the truth , cowards when it comes to facing confrontation .",19.8,0.9,4.0,False,True
SAMA TALAGA LOOB KO PARANG GUSTO KO NA IUNBOX YUNG MOTS DVD KO,i m so upset i feel like i want to unbox my mots dvd .,15.9,0.8,4.0,False,True
"Bakit parang kasalanan ko palagi ? Bakit ang mga lalaki ang gali gali makipagyabangan pero duwag na marinig ang katotohanan , duwag harapin ang confrontation .","why does it always seem like it  s my fault ? why are men so good at bragging but are cowards when it comes to hearing the truth , cowards when it comes to facing confrontation .",19.8,0.9,4.0,True,True
"Kasi all i wanted was for something to make me entertained and that they did . Nung 2019 un pero ngayon na mas may exp na ko sa buhay lmao , kahit 2yrs ago lang un , mas lumakas ung epekto sakin ng life story ng esbi :(","because all i wanted was something to entertain me and they did . that was in 2019 but now that i have more life experience lmao , even though it was just 2 years ago , sb19  s life story has a stronger effect on me :(",26.4,0.9,4.0,False,True
"Tamad ako so i havent really improved all that much pero looking at where i started and where i am at now , it  s definitely progress . Tamad as in nawawala wala ung motivation ko sa pagdrawing : ) before esbi , it was probably since jan when i last drew then came","i m lazy so i haven t really improved all that much , but looking at where i started and where i am now , it  s definitely progress . lazy as in my motivation to draw comes and goes : ) before sb19 , it was probably since january when i last drew , then came ...",28.2,0.9,4.0,False,True
"Tamad ako so i havent really improved all that much pero looking at where i started and where i am at now , it  s definitely progress . Tamad as in nawawala wala ung motivation ko sa pagdrawi : ) before esbi , it was probably since jan when i last drew then came","i m lazy so i haven t really improved all that much , but looking at where i started and where i am now , it  s definitely progress . lazy as in my motivation to draw comes and goes : ) before sb19 , it was probably since january when i last drew , then came ...",28.2,0.9,4.0,True,True
"Tamad ako so i havent really improved all that much pero looking at where i started and where i am at now , it  s definitely progress . Tamad as in nawawala wala ung motivation ko sa pagdrawi : ) before esbi , it was probably since jan when i last drew then came","i m lazy so i haven t really improved all that much but looking at where i started and where i am at now , it  s definitely progress . lazy as in my motivation to draw comes and goes : ) before sb19 , it was probably since january when i last drew then came",28.2,0.9,4.0,True,True
"Tamad ako so i havent really improved all that much pero looking at where i started and where i am at now , it  s definitely progress . Tamad as in nawawala wala ung motivation ko sa pagdrawing : ) before esbi , it was probably since jan when i last drew then came","i m lazy so i haven t really improved all that much but looking at where i started and where i am at now , it  s definitely progress . lazy as in my motivation to draw comes and goes : ) before sb19 , it was probably since january when i last drew then came",28.2,0.9,4.0,False,True
"Kasi all i wanted was for something to make me entertained and that they did . Nung 2019 un pero ngayon na mas may exp na ko sa buhay lmao , kahit 2yrs ago lang un , mas lumakas ung epekto sakin ng life story ng esbi :(","because all i wanted was for something to entertain me and that they did . that was in 2019 but now that i have more life experience lmao , even though it was just 2 years ago , the effect of sb19  s life story on me is stronger :(",26.4,0.9,4.0,False,True
"Kasi all i wanted was for somethi to make me entertained and that they did . Nung 2019 un pero ngayon na mas may exp na ko sa buhay lmao , kahit 2yrs ago lang un , mas lumakas ung epekto sakin ng life story ng esbi :(","because all i wanted was for something to entertain me and that they did . that was in 2019 but now that i have more life experience lmao , even though it was just 2 years ago , the effect of sb19  s life story on me is stronger :(",26.4,0.9,4.0,True,True
hindi naman sa pinag - ooverthink ko kayo pero what if crush rin pala kayo ng mga crush niyo . sadyang takot lang kayo magfirst move ?,"i m not trying to make you overthink but what if your crushes also have a crush on you , but you re just too scared to make the first move ?",23.35,0.9,4.5,False,True
"Never ako magseselos ky Kuya Ben .. di ba Babe , Kuya naten sya ? ? Di ba Kuya Ben ?","i will never be jealous of kuya ben .. right babe , he  s our older brother ? ? right kuya ben ?",19.55,0.8,4.5,False,True
"Looking for the UV Express Driver who brought me home . Since I was in pain and dazed , was not able to get hold of his name . But he was able to have a pic with me I remember . Owe him a lot . As I was alone there sprawled on the street . Luckily he passed by and I flagged him .","looking for the uv express driver who brought me home . since i was in pain and dazed , was not able to get hold of his name . but he was able to have a pic with me i remember . owe him a lot . as i was alone there sprawled on the street . luckily he passed by and i flagged him .",33.05,0.8,4.5,False,True
Dapat talaga ganun eh . Dapat mas inggit yung ibang babae sa gf mo kesa yung gf mo yung naiinggit sa ibang girls or pinakikisamahan .,that  s how it should be . other women should be more envious of your girlfriend than your girlfriend being envious of other girls or the people you hang out with .,21.05,0.9,4.5,False,True
Syempre alam na di matitiis ng fans na hindi panoorin e,"of course , they know that the fans can t resist watching .",16.55,0.9,4.5,False,True
dapat talaga pwedeng i - off replies para sa mga masasaya na sa love life . /j,replies should really be turned off for those who are happy in their love lives . /j,20.35,0.9,4.5,False,True
"Patriotic nanaman ako na ewan basta mahal ko mga pilipino kahit di ako mahal HHAHAHA pero un nga , their roots , where they came from just hits me different . And ung fact pa na i want to be an artist too just hits too close to home . Ung pinagsasabi nila na "" practice will never+","i m being patriotic again , i don t know , i just love filipinos even if they don t love me hahaha but anyway , their roots , where they came from just hits me different . and the fact that i want to be an artist too just hits too close to home . the things they say like   practice will never+  ",30.65,0.8,4.5,False,True
PATULUGIN NYO NA AKO PUTANG INA NAMAN,"let me sleep , son of a b*tch",15.35,0.6,4.5,False,True
what if mag send aq ng ganito sa teacher namin   letter para sa mga teachers na sabi mental health is importan pero nagbibigay quiz after,"what if i send something like this to our teacher ,   a letter to teachers who say mental health is important but give a quiz after  ",20.75,0.9,4.5,False,True
"Di naman po sa pagmamalabis , pero sana in the near future , spicy chick’nwich naman po . Hahahaha ! Ang demanding ko di ba ? E di pa nga daw available sa Iloilo now . Hahahahaha !","not to be too demanding , but i hope in the near future , you ll have a spicy chick nwich . hahahaha ! i m so demanding , right ? it  s not even available in iloilo now . hahahahaha !",24.65,0.7,4.5,False,True
"unang - una palang ,  di niya na nga sinunod tcs ko . super dami adjustment . supposed to be payo   to pero i adjusted ? FROM 8:45PM UNTIL 1:30AM kausap ko siya regarding sa pcs , not knowing na sensitive pala siya sa stem cuts . +","first of all , she didn t even follow my t&cs . so many adjustments . this was supposed to be a   pay as you order   but i adjusted ? from 8:45pm until 1:30am i was talking to her regarding the pcs , not knowing that she was sensitive to stem cuts . +",29.65,0.9,4.5,True,True
what if mag send aq ng ganito sa teacher namin   letter para sa mga teachers na sabi mental health is importan pero nagbibigay quiz after,"what if i send something like this to our teacher ,   a letter for teachers who say mental health is important but give a quiz after   ?",20.75,0.9,4.5,False,True
PATULUGIN NYO NA AKO PUTANG INA NAMAN,"let me sleep , son of a bitch",15.35,0.6,4.5,False,True
"Patriotic nanaman ako na ewan basta mahal ko mga pilipino kahit di ako mahal HHAHAHA pero un nga , their roots , where they came from just hits me different . And ung fact pa na i want to be an artist too just hits too close to home . Ung pinagsasabi nila na "" practice will never+","i m being patriotic again , i don t know , i just love filipinos even if they don t love me hahaha but anyway , their roots , where they came from just hits me differently . and the fact that i want to be an artist too just hits too close to home . what they say that "" practice will never+",30.65,0.8,4.5,False,True
hindi naman sa pinag - ooverthink ko kayo pero what if crush rin pala kayo ng mga crush niyo . sadyang takot lang kayo magfirst move ?,"i m not trying to make you overthink , but what if your crushes also have a crush on you ? you re just too scared to make the first move ?",23.35,0.9,4.5,False,True
dapat talaga pwedeng i - off replies para sa mga masasaya na sa love life . /j,replies should really be turned off for those who are happy in their love lives . /j,20.35,0.9,4.5,False,True
manifesting evermore for album of the year like damn champagne problems deserves a solo recognition pero oks na to AOTY,manifesting evermore for album of the year like damn champagne problems deserves a solo recognition but aoty is okay too,19.25,0.9,4.5,True,True
"unang - una palang ,  di niya na nga sinunod tcs ko . super daming adjustment . supposed to be payo   to pero i adjusted ? FROM 8:45PM UNTIL 1:30AM kausap ko siya regarding sa pcs , not knowing na sensitive pala siya sa stem cuts . +","first of all , she didn t even follow my t&cs . so many adjustments . this was supposed to be a   pay as you order   but i adjusted ? from 8:45pm until 1:30am i was talking to her regarding the pcs , not knowing that she was sensitive to stem cuts . +",29.65,0.9,4.5,False,True
"ay nako , bat naman kasi Love spell pa talaga pinabili ni mama ugh","oh my , why did my mom have to buy love spell of all things , ugh .",19.45,1.0,4.5,False,True
manifesting evermore for album of the year like damn champagne problems deserves a solo recognition pero oks na tong AOTY,manifesting evermore for album of the year like damn champagne problems deserves a solo recognition but aoty is okay too,19.25,0.9,4.5,False,True
MUKHA BA KAMI NATUTUWA DEPUTA KANG BARNEY KA PARANG DI MO TINAWAG BTS NA UNUSUAL TAPOS ANO ULIT YON ARMYS BUNCH OF 15 YEAR OLD BOANG KA BARNEY,"do we look happy , you deputy barney , it  s like you didn t call bts unusual and then what was that again , armys bunch of 15 year old , you re crazy barney",22.9,0.6,5.0,False,True
"Legitimately amazing and entertaining like how celebs should be . Parang bonus nalang u life story nila ? Does that make sense HAHAHA ksi nauna ko namang malaman ang esbi dahil sa go up dance prac nila , songs tas u mga showbreak eps . i didnt give a shit about their interviews","legitimately amazing and entertaining like how celebs should be . it  s like their life story is just a bonus ? does that make sense hahaha because i first learned about sb19 from their go up dance practice , songs , and their showbreak episodes . i didn t give a shit about their interviews .",30.4,0.9,5.0,True,True
Your dad or your dad  s neighbors likely benefit in one way or another from a thriving Boston economy . The state needs to meet the needs of all of Mass . But Boston is a big part of those needs no matter how you break it down .,your dad or your dad  s neighbors likely benefit in one way or another from a thriving boston economy . the state needs to meet the needs of all of mass . but boston is a big part of those needs no matter how you break it down .,29.2,0.8,5.0,False,True
"please PLEASE LANG . kung sensitive kayo sa stem cuts ,   wag na kayo bumili . sobrang haba nung oras na nasayang ko sa page - explain tapos in the end biglang  di na itutuloy ? SOBRANG NAKAKA - FRUSTRATE . sobrang daming requests , ginawa ko lahat which is dapat lang kasi ako seller eh .","please , please . if you re sensitive about stem cuts , don t buy . i wasted so much time explaining and in the end , you re not going to proceed ? so frustrating . so many requests , i did everything which is what i should do because i m the seller .",31.6,0.9,5.0,False,True
"what  s really frustrating is that tHEY KEPT ON COUNTING THE STEM CUTS  di ko alam talaga may max na stem cut pala per pc 🤰 🤯 also , idk nasaan yung scratch na they were referring to ....","what  s really frustrating is that they kept on counting the stem cuts i really didn t know there was a maximum number of stem cuts per pc 🤰 🤯 also , i don t know where the scratch they were referring to is ....",26.2,0.8,5.0,False,True
"Legitimately amazing and entertaining like how celebs should be . Parang bonus nalang ung life story nila ? Does that make sense HAHAHA ksi nauna ko namang malaman ang esbi dahil sa go up dance prac nila , songs tas ung mga showbreak eps . i didnt give a shit about their interviews","legitimately amazing and entertaining like how celebs should be . it  s like their life story is just a bonus ? does that make sense hahaha because i first learned about sb19 because of their go up dance practice , songs , and their showbreak episodes . i didn t give a shit about their interviews .",30.4,0.9,5.0,False,True
"Legitimately amazing and entertaining like how celebs should be . Parang bonus nalang u life story nila ? Does that make sense HAHAHA ksi nauna ko namang malaman ang esbi dahil sa go up dance prac nila , songs tas u mga showbreak eps . i didnt give a shit about their interviews","legitimately amazing and entertaining like how celebs should be . it  s like their life story is just a bonus ? does that make sense hahaha because i first learned about sb19 because of their go up dance practice , songs , and their showbreak episodes . i didn t give a shit about their interviews .",30.4,0.9,5.0,True,True
"Legitimately amazing and entertaining like how celebs should be . Parang bonus nalang ung life story nila ? Does that make sense HAHAHA ksi nauna ko namang malaman ang esbi dahil sa go up dance prac nila , songs tas ung mga showbreak eps . i didnt give a shit about their interviews","legitimately amazing and entertaining like how celebs should be . it  s like their life story is just a bonus ? does that make sense hahaha because i first learned about sb19 from their go up dance practice , songs , and their showbreak episodes . i didn t give a shit about their interviews .",30.4,0.9,5.0,False,True
Para akong katang sa ilog na hindi na alam kung saan ang tinatahak dahil nakatingala lamang at silaw na silaw sa iyong liwanag na parang araw,i m like a crab in the river that no longer knows where it  s going because i m just looking up and blinded by your light that  s like the sun .,23.55,0.9,5.5,False,True
"Thats on the producers of the show not the contestants syempre pero for sb19 , kahit hindi mo alam kahit ano about them and just listen to one of their songs , and even watch one of their vlogs or showbreaks eps , gugustuhin mo nalang silang istan agad cause theyre+","that  s on the producers of the show , not the contestants , of course . but for sb19 , even if you don t know anything about them and just listen to one of their songs , and even watch one of their vlogs or showbreak episodes , you ll just want to stan them right away because they re+",31.05,0.8,5.5,False,True
bakit kasi may kailangang may mamatay sa anime para sa character development ng bida ? ? Smh 🤧 🤧 🤧,why does someone always have to die in an anime for the main character  s development ? ? smh 🤧 🤧 🤧,21.75,0.9,5.5,False,True
Gusto kong magkaroon ng electric guitar pero sino ba naman ako para magkaroon nu’n ‘ di ba,"i want to have an electric guitar but who am i to have one , right ?",20.85,0.9,5.5,False,True
"Maybe cause of the pandemic and I halted from studying , mas napasabak ako sa rl shit ? Tas it made me think talaga about what i wanted to do with my life tas ayun dumating sb to my life by God  s timi . Kaya sobrang emo ko tuwing naririnig ko ung life nila and it just reminds me+","maybe because of the pandemic and i halted from studying , i got more into real life shit ? then it really made me think about what i wanted to do with my life and then sb came into my life by god  s timing . that  s why i m so emotional whenever i hear their life stories and it just reminds me+",33.75,0.9,5.5,True,True
"Maybe cause of the pandemic and I halted from studyi , mas napasabak ako sa rl shit ? Tas it made me think talaga about what i wanted to do with my life tas ayun dumating sb to my life by God  s timing . Kaya sobrang emo ko tuwing naririnig ko ung life nila and it just reminds me+","maybe because of the pandemic and i halted from studying , i got more into real life shit ? then it really made me think about what i wanted to do with my life and then sb came into my life by god  s timing . that  s why i m so emotional whenever i hear their life stories and it just reminds me+",33.75,0.9,5.5,True,True
tinatamad talaga ako magreview pero para sa mga pogi magrereview na aqu,"i m really lazy to review but for the handsome guys , i ll review now",19.35,0.9,5.5,False,True
Alam nilang pahinga at inspirasyon natin sila . And paulit ulit din namn nilang sinasabi na tayo din ang motivation nila alongside their family friends and co members .,"they know that we are their rest and inspiration . and they also repeatedly say that we are also their motivation , alongside their family , friends , and co - members .",24.45,1.0,5.5,False,True
"Baka dapat yung Dope , Boy in luv at Fire na childrens so version ang pinasa natin para sa best children music no ?","maybe we should have submitted the children  s song version of dope , boy in luv , and fire for best children  s music , right ?",22.95,0.9,5.5,True,True
"Thats on the producers of the show not the contestants syempre pero for sb19 , kahit hindi mo alam kahit ano about them and just listen to one of their songs , and even watch one of their vlogs or showbreaks eps , gugustuhin mo nalang silang istan agad cause theyre+","that  s on the producers of the show not the contestants of course , but for sb19 , even if you don t know anything about them and just listen to one of their songs , and even watch one of their vlogs or showbreak episodes , you ll just want to stan them right away because they re+",31.05,0.8,5.5,False,True
direklauren maawa ka naman sa feelings at sa mga bata .. Palabasin mo na yan c TJ .. PARANG AWA MO NA .,@direklauren have mercy on their feelings and on the kids .. let tj out .. for the love of god .,22.65,0.9,5.5,False,True
"Maybe cause of the pandemic and I halted from studying , mas napasabak ako sa rl shit ? Tas it made me think talaga about what i wanted to do with my life tas ayun dumating sb to my life by God  s timing . Kaya sobrang emo ko tuwing naririnig ko ung life nila and it just reminds me+","maybe because of the pandemic and i halted from studying , i got more into real life shit ? then it really made me think about what i wanted to do with my life and then sb came into my life by god  s timing . that  s why i m so emotional whenever i hear their life stories and it just reminds me+",33.75,0.9,5.5,False,True
"Baka dapat yung Dope , Boy in luv at Fire na childrens song version ang pinasa natin para sa best children music no ?","maybe we should have submitted the children  s song version of dope , boy in luv , and fire for best children  s music , right ?",22.95,0.9,5.5,False,True
Alam nilang pahinga at inspirasyon natin sila . And paulit ulit din namn nilang sinasabi na tayo din ang motivation nila alongside their family friends and co members .,"they know that we are their rest and inspiration . and they also repeatedly say that we are also their motivation alongside their family , friends , and co - members .",24.45,1.0,5.5,False,True
"Maybe cause of the pandemic and I halted from studyi , mas napasabak ako sa rl shit ? Tas it made me think talaga about what i wanted to do with my life tas ayun dumating sb to my life by God  s timing . Kaya sobrang emo ko tuwing naririnig ko ung life nila and it just reminds me+","maybe because of the pandemic and i halted my studies , i got more involved in real life shit ? and it really made me think about what i wanted to do with my life , and then sb came into my life at god  s timing . that  s why i get so emotional whenever i hear their life stories and it just reminds me +",33.75,0.9,5.5,True,True
"Maybe cause of the pandemic and I halted from studying , mas napasabak ako sa rl shit ? Tas it made me think talaga about what i wanted to do with my life tas ayun dumating sb to my life by God  s timing . Kaya sobrang emo ko tuwing naririnig ko ung life nila and it just reminds me+","maybe because of the pandemic and i halted my studies , i got more involved in real life shit ? and it really made me think about what i wanted to do with my life , and then sb came into my life at god  s timing . that  s why i get so emotional whenever i hear their life stories and it just reminds me +",33.75,0.9,5.5,False,True
"Maybe cause of the pandemic and I halted from studying , mas napasabak ako sa rl shit ? Tas it made me think talaga about what i wanted to do with my life tas ayun dumating sb to my life by God  s timi . Kaya sobrang emo ko tuwing naririnig ko ung life nila and it just reminds me+","maybe because of the pandemic and i halted my studies , i got more involved in real life shit ? and it really made me think about what i wanted to do with my life , and then sb came into my life at god  s timing . that  s why i get so emotional whenever i hear their life stories and it just reminds me +",33.75,0.9,5.5,True,True
Para akong kata sa ilog na hindi na alam kung saan ang tinatahak dahil nakatingala lamang at silaw na silaw sa iyong liwanag na parang araw,i m like a crab in the river that no longer knows where it  s going because i m just looking up and blinded by your light that  s like the sun .,23.55,0.9,5.5,True,True
"Yung ka work ko na lalaki si jas , kwento sya about sa plan nya this dec tapos ako sabi ko wala pa . Sya sabi nya mag out of town sya with bibi daw hahahaha naols diba kuya jas 🤣 Sa gf nya talaga maiinggit lahat eh , hindi yung jowa nya yung mag ooverthink kung kanino .","my male co - worker , jas , was telling me about his plans this december , and i said i didn t have any yet . he said he  s going out of town with his baby , he said hahahaha , i wish that for everyone , right , kuya jas ? 🤣 everyone will really be envious of his girlfriend , not his girlfriend who will overthink who he  s with .",33.45,0.9,5.5,False,True
tinatamad talaga ako magreview pero para sa mga pogi magrereview na aqu,"i m really lazy to review but for the handsome guys , i ll review now",19.35,0.9,5.5,False,True
"Baka dapat yung Dope , Boy in luv at Fire na childrens song version ang pinasa natin para sa best children music no ?","maybe we should have submitted the children  s song version of dope , boy in luv , and fire for best children  s music , right ?",22.95,0.9,5.5,False,True
"Baka dapat yung Dope , Boy in luv at Fire na childrens so version ang pinasa natin para sa best children music no ?","maybe we should have submitted the children  s song version of dope , boy in luv , and fire for best children  s music , right ?",22.95,0.9,5.5,True,True
"they were insisting na DAMAGE   daw   yung stem cuts sa applehoon that i was selling . also , the fact that they counted the stem cuts i sent all my other b : do pcs since ayun talaga issue sa pcs from b : do sobrang daming defects and all krazy manufacturer","they were insisting that the stem cuts on the applehoon i was selling were   damage   . also , the fact that they counted the stem cuts i sent all my other b : do pcs since that  s really the issue with pcs from b : do , so many defects and all , crazy manufacturer .",32.6,0.9,6.0,False,True
"Foreshadowing to author .. kinakabahan ako sa hanggang dulo , kasi may hangganan eh ... di ba pwedeng palagi na lang ? — Sige gawin nating palagi next time curiouscat.qa/janeeeeey__/po …","foreshadowing to author .. i m nervous about   until the end   because it has an end ... can t it just be   always   ? — okay , let  s make it   always   next time .",26.3,1.0,6.0,False,True
"buong araw akong late sa mga ganap , ang bipolar naman ng feed from gigil to kilig .. basta ako kung saan masaya si J , support sa taong nagpapahalaga sa self - love & peace of mind na greatest gift niya sa sarili nya .. wala naman sukatan yung pagiging J - stan di ba ? si Jema lang .","i ve been late to what  s happening all day , the feed is so bipolar , from annoyed to thrilled .. as for me , wherever j is happy , i ll support the person who values self - love & peace of mind , which is her greatest gift to herself .. there  s no measure for being a j - stan , right ? just jema .",35.3,0.9,6.0,False,True
"they were insisting na DAMAGE   daw   yung stem cuts sa applehoon that i was selling . also , the fact that they counted the stem cuts i sent all my other b : do pcs since ayun talaga issue sa pcs from b : do sobrang dami defects and all krazy manufacturer","they were insisting that the stem cuts on the applehoon i was selling were   damage   . also , the fact that they counted the stem cuts i sent all my other b : do pcs since that  s really the issue with pcs from b : do , so many defects and all , crazy manufacturer .",32.6,0.9,6.0,True,True
"buong araw akong late sa mga ganap , ang bipolar naman ng feed from gigil to kilig .. basta ako kung saan masaya si J , support sa tao nagpapahalaga sa self - love & peace of mind na greatest gift niya sa sarili nya .. wala naman sukatan yung pagiging J - stan di ba ? si Jema lang .","i ve been late to what  s happening all day , the feed is so bipolar , from annoyed to thrilled .. as for me , wherever j is happy , i ll support the person who values self - love & peace of mind , which is her greatest gift to herself .. there  s no measure for being a j - stan , right ? just jema .",35.3,0.9,6.0,True,True
Yan ngiti lng bunso hyaan mo lng ang mga basher mo na kumuda ng kumuda go go ka lng para sa minimithi mong pangarap sa buhay . WeTeuStay with MAHMYGZ # MAHMYGZ4LIFE,"just smile , youngest . let your bashers talk and talk . just go for your dreams in life . weteustay with mahmygz # mahmygz4life",26.6,0.9,6.0,False,True
"buong araw akong late sa mga ganap , ang bipolar naman ng feed from gigil to kilig .. basta ako kung saan masaya si J , support sa taong nagpapahalaga sa self - love & peace of mind na greatest gift niya sa sarili nya .. wala naman sukatan yung pagigi J - stan di ba ? si Jema lang .","i ve been late to what  s happening all day , the feed is so bipolar , from annoyed to thrilled .. as for me , wherever j is happy , i ll support the person who values self - love & peace of mind , which is her greatest gift to herself .. there  s no measure for being a j - stan , right ? just jema .",35.3,0.9,6.0,True,True
mas maiging magbilang ng kabutihan kesa sa mga pgkakamali .. may mga bagay o nagawa tau na di natin pede bawiin o ibalik pro lagi tau may pagkakataon para baguhin at gumawa pa ng mas maganda di lang para sa sarili natin kundi para sa lahat ..,"it  s better to count the good things than the mistakes .. there are things we ve done that we can t take back or undo , but we always have the chance to change and do something better not just for ourselves but for everyone ..",31.1,0.9,6.0,False,True
"eto yung side mo na di nila nakikita , ambot sa mga bua oy mabungol mn og mabuta ig abot sa mga maayong butang na imong mabuhat","this is the side of you that they don t see , i don t know about those crazies , they become deaf and blind when it comes to the good things you do .",25.1,0.9,6.0,True,True
"eto yung side mo na di nila nakikita , ambot sa mga buang oy mabungol mn og mabuta ig abot sa mga maayong butang na imong mabuhat","this is the side of you that they don t see , i don t know about those crazies , they become deaf and blind when it comes to the good things you do .",25.1,0.9,6.0,False,True
"eto yung side mo na di nila nakikita , ambot sa mga buang oy mabungol mn og mabuta ig abot sa mga maayong buta na imong mabuhat","this is the side of you that they don t see , i don t know about those crazies , they become deaf and blind when it comes to the good things you do .",25.1,0.9,6.0,True,True
"hello ! this is the first time na naka - encounter ng ganito . yung buyer ko na sobrang laking issue sa stem cuts . I don t know anong basis nila for a STEM CUT , but they kept on insisting na scratch daw yung nasa applehoon ko which is not .","hello ! this is the first time i ve encountered something like this . my buyer has a huge issue with stem cuts . i don t know what their basis is for a stem cut , but they kept on insisting that my applehoon has a scratch which is not true .",32.9,0.9,6.0,False,True
Yan ngiti lng bunso hyaan mo lng ang mga basher mo na kumuda ng kumuda go go ka lng para sa minimithi mong pangarap sa buhay . WeTeuStay with MAHMYGZ # MAHMYGZ4LIFE,"just smile , youngest . let your bashers talk and talk , just go go for the dreams you have in life . weteustay with mahmygz # mahmygz4life",26.6,0.9,6.0,False,True
"eto yung side mo na di nila nakikita , ambot sa mga buang oy mabungol mn og mabuta ig abot sa mga maayong buta na imong mabuhat","this is the side of you that they don t see , i don t know about those crazies , they become deaf and blind when it comes to the good things you do .",25.1,0.9,6.0,True,True
"eto yung side mo na di nila nakikita , ambot sa mga bua oy mabungol mn og mabuta ig abot sa mga maayong butang na imong mabuhat","this is the side of you that they don t see , i don t know about those crazies , they become deaf and blind when it comes to the good things you do .",25.1,0.9,6.0,True,True
