src,tgt
"Diploma nga nya napepeke, Drug test result pa kaya? Hahaha! Sa mismonh PDEA ka magpatest kung talagang negative ka sa paggamit ng cocaine. Tama na ang panloloko nyo sa taumbayan!","They can fake his diploma, what more the drug test result? Hahaha! Get tested at PDEA itself if you're really negative for cocaine use. Stop fooling the people!"
Daming dahilan basta talonan.,"So many excuses, just because they lost."
Bakit parang si e hndi pa nagpapa drugtest? D porket dikit ni PDuts e ligtas na sa drugtest! Etong si naman dami pang kuda d nlng magpadrugtest.gusto unannounced pa d sana kht walang pnawagan dati nauna na sya nagpatest.. pfffftt!,"Why is it that [he/she] hasn't taken a drug test yet? Just because [he/she] is close to President Duterte doesn't mean [he/she] is exempt from drug tests! And this one keeps complaining but won't just take the drug test. [He/She] wanted it unannounced; if that's the case, [he/she] should have taken it before anyone even called for it... pfffftt!"
"Pag Pinklawan kasi mga ignorante yan, never pa ata silang nagpadrug test, baka takot? Kasi positive yun kalalabasan, ignorante rin sila sa format ng drug test na naka link sa database ng DOH, here's my drug test before sa Medicard Alabang, same format with St Luke's Hospital","Pink supporters are ignorant; I don't think they've ever taken a drug test, maybe they're scared? Because the result will be positive. They're also ignorant of the drug test format that's linked to the DOH database. Here's my drug test result before from Medicard Alabang, same format as St Luke's Hospital."
"Nakakawala naman kase ng tiwala etong si BBM, given his history ng mga kasinungalingan parang kasalanan na ang maniwala sa kanya!","Bongbong Marcos really makes you lose trust; given his history of lies, it feels wrong to believe him!"
"pag fans talaga ni madumb alams na, sinalo nyo lahat at salamat konti lang kayong mga tanga!!!","As expected of Madumb's fans, you've shouldered everything. Thank you, but there are only a few of you idiots!"
BBM SOLID.,BBM SOLID.
wala man lang remarks na PASSED or NEGATIVE FOR COCAINE. sinong niloko niyo? mga tanga (bbm supporters) lang maniniwala dyan,There aren't even any remarks like 'PASSED' or 'NEGATIVE FOR COCAINE.' Who are you fooling? Only idiots (BBM supporters) will believe that.
pati ba naman drug test result pinepeke,Even the drug test result is being faked?
Jusko kng si Taylor pa ung mananalo parang meh na ang Grammys. Teh magpahinga ka naman kakarelease ng music and album. Di ka ba napapagod?,"Goodness, if Taylor won, the Grammys would be over. Girl, please rest, you just released music and an album. Aren't you tired?"
"nung lumapit si tj kay anji at shai then sinabi ni shai, na parang feeling ni anji you think of her as flirt/papansin, tj said: no, bakit namin iisipin yun? then anji suddenly break down at umiyak ulit. grbe na tlagang emotional stress yung ginagawa niyo sa dalawa!","When TJ approached Anji and Shai, then Shai said that Anji felt like you think of her as a flirt or attention-seeker, TJ said: no, why would we think that? Then Anji suddenly broke down and cried again. You're really putting them through so much emotional stress!"
Mag workout na talaga ako promise huhu,"I'm really going to work out, I promise, huhu."
di na ako maga alarm para sa quiz sa statics <333,I'm not going to set an alarm for the statics quiz <333.
simple edit lang to para sa inyo HAPPYTWENIFORMIWO,"This is just a simple edit for you, HAPPYTWENIFORMIWO."
Watching Hellbound rn at GUSTO KONG MANAPAK nakakaasar skdhslahd,I'm watching Hellbound right now and I WANT TO PUNCH SOMEONE it's so annoying skdhslahd.
Di ba nakaka-stress!!! Pero tinapos ko pa rin hahahah,Isn't it stressful!!! But I still finished it hahahah.
Kakatapos ko lang ang daming eme HAHAA pero ang pangit talaga nung baby,"I just finished it and there were so many unnecessary details HAHAHA, but the baby is really ugly."
Di nak talaga mapagsao no nabadtrip nakon,I really can't keep silent; I'm annoyed.
Hindi na kayo nagtanda,You haven't learned your lesson.
Kaya nga.. Hahahaha,Exactly... Hahahaha.
User lang naman yang si Guramis.,Guramis is just a user.
Syempre alam na di matitiis ng fans na hindi panoorin e,"Of course, we know that the fans can't resist watching."
"Naiintindihan ko pa rin naman sila why. Andun yung support kasi talaga, nagagamit lang talaga.","I still understand their reasons why. The support is really there, it's just being taken advantage of."
Kahit ako. Para sa boys support talaga.. Kingina talaga nuh di nawawala mga user sa mundo.,"Even me. The support is really for the boys... Damn it, there will always be users in this world."
"Lantaran lang talaga si Guramis, laughing stock na sila years ago mas lang ngayon. B/TS will always be the standard. Ehe, whipped yern","Guramis is just blatant. They were already a laughing stock years ago, even more so now. B/TS will always be the standard. Ehe, whipped, yes."
THIS IS- WTF NASASAKTAN AKO PARA SA KANILA,THIS IS- WTF I FEEL PAIN FOR THEM.
"Bangtan, pag nakakuha na kayo ng win, lumayo na kayo sa putanginang yan,,, parang awa nyo na","Bangtan, when you get a win, stay away from that son of a bitch. Please have mercy."
parang mali order nung posts ni jongin ? HAHAHAH gagalet na nanaman yan,"Does Jongin's posts seem to be in the wrong order? HAHAHAH, [he's] going to get angry again."
"If I were a multimillionaire, I'd fund, help, and defend this guy at all cost. Mga OGAG talaga ang nasa PATAFA for doing this to our athletes. You could've settled this privately. Pero you want to fill your pockets first and demoralize EJ, 'di ba?","If I were a multimillionaire, I'd fund, help, and defend this guy at all cost. The people at PATAFA are really stupid for doing this to our athletes. You could've settled this privately. But you want to fill your pockets first and demoralize EJ, right?"
oh ʼdi ba hindi haphy endgame,"Oh, see, it's not a happy endgame."
Parang nakatambay laang,It's like just hanging out.
Minamadali Ang shutek HAHAHAHAHAHAAHAHA,They're rushing things. HAHAHAHAHAHAAHAHA.
Kaya nga e shuta lang e HAHAHAHA. parang kailan lang nag bobotohan pa tayo sa different platforms no,"Exactly, it's just a joke. HAHAHAHA. It feels like just recently we were voting on different platforms."
"bilang concern sa mahal nating BBM Meron naglalabasang form at naniningil sila 200 pesos para sa ATM daw, paki explain po Sir paki inform po if legit ito? dahil ayaw ko po masira ang SOON TO BE PRESIDENT BBM natin <3 BBMSARA2022 pctto:","As a concern for our beloved BBM, there are forms circulating and they're charging 200 pesos for an ATM, they said. Please explain, sir, please inform us if this is legit? Because I don't want our SOON TO BE PRESIDENT BBM to be ruined <3 BBMSARA2022 pctto:"
grabe talaga glow at kagwapuhan ni bobby now shuta iba talaga pag nasa tamang tao na,"Bobby's glow and handsomeness is really something now. Damn, it's really different when [he's] with the right person now."
"Rivaldo Todd Ferre resmi tidak akan berlaga sampai akhir musim, setelah Komdis PSSI menjatuhkan hukuman satu tahun larangan bermain kepada Ferre. Hal itu diakibatkan karena Ferre melakukan protes keras saat Persipura takluk atas Bali United. goal.com/id/berita/pemain-pe…","Rivaldo Todd Ferre will officially not play until the end of the season, after the PSSI Disciplinary Committee imposed a one-year ban on Ferre. This was due to Ferre's strong protest when Persipura lost to Bali United. goal.com/id/berita/pemain-pe…"
Protes sambil bawa parang kah ? Sampai harus dihukum 1 tahun...,Protesting while holding a machete? To the point of being punished for 1 year...
pano naman nila isasali yun? eh parang bgm lang nun ng kids show,How would they even include that? It's like the background music from a kids' show.
di ko sila gets nanahimik na biglang idadamay nila ang exo. Nakakagigil.,"I don't get them, they were quiet then suddenly they're dragging EXO into it. It's infuriating."
"mga krazy ppl, bat naman parati isaksak nila sa baga yung achievements ng faves nila emz, just stop mentioning exo noh anong kasalanan nila na hindi sila nanom1nate?","Those crazy people, why do they always shove their favorites' achievements in our faces emz, just stop mentioning EXO, what did they do to be unnominated?"
HAHAHAHAHAHAHAHAHAA bgm ng kids show,HAHAHAHAHAHAHAHAHAA bgm of a kids show
"yessss ate char, pang clown","yessss ate char, pang clown"
ano meron???,What's going on???
hindi na nominate yung bst ate jinmarie sa gr4mmys tas mention nanaman nila exo,bst wasn't nominated ate jinmarie at the gr4mmys and they are mentioning Exo again.
parang gago talaga ginagamit lang yung bts kutusan ko bunbunan mo e,"Seriously, they're just using BTS, I want to hit you on the head."
nagpuyat ako para sa wala ediwow grammys,I stayed up late for nothing ediwow grammys.
bat parang mas bet ko hampasin ung tao kesa ung bola,Why do I think I'd rather hit the person than the ball?
or si dawn chang para ma-rl talk ‘tong dalawa. parang bata kung umasta,Or Dawn Chang to give these two a reality check. They're acting like children.
Last na 'to. Pero parang tanim bala lang sa pinas.,This is the last time. But it's like 'planting evidence' in the Philippines.
Una pa lang ayoko na si K para maging kaloveteam ni C halata namang ayaw ni chin maging sila talaga bakit parang pinapalabas ni K na napipilitan lang siya may statement nga yung mom ni K naghihintay si K kay C kasi bawal pa siya sabi nga ni chin 21 pa syapwede FREE FRANCINE DIAZ,"From the start, I didn't like K to be C's loveteam. It's obvious that Chin doesn't really like them together. Why are they making it seem like K is being forced? K's mom even has a statement that K is waiting for C, because she's not allowed yet. As Chin said, she can only be 21 years old. FREE FRANCINE DIAZ."
parang gusto ko na maiyak sa unkown charge,I feel like I want to cry about the unknown charge.
bakit parang kasalanan ko?,Why does it feel like it's my fault?
I set my expectations really low this time. But damn it. Im disappointed,I set my expectations really low this time. But damn it. I'm disappointed.
MOOD,MOOD.
Parang gusto kong magbasag ng plato.,I feel like I want to break a plate.
parang hoseok bias ako ngayon,I think Hoseok is my bias now.
"Ako lang ba or good job naman sa Hybe kasi di nagooverlap mga merch ng artists nila. HAHAAHHA as a marupok parang bet pakyawin TXT, ENHA saka SVT","Is it just me, or good job to Hybe because their artists' merch don't overlap? HAHAAHHA as someone easily persuaded, I want to buy everything from TXT, ENHA, and SVT."
Natapos ko naman Art of War pero parang ayaw ko nang lumaban us2 q na lang magpahinga forevs :>,"I finished Art of War, but I don't think I want to fight anymore. I just want to rest forever :>."
MAMI HAHAHAHAHAHAHAHAHAHA,MAMI HAHAHAHAHAHAHAHAHAHA
yung timing kasi?????? kingina bwiset e,"It's the timing?????? Damn it, annoying."
kahit ako nabwisit parang sinasadya eh tampalin ko yon,"Even I'm annoyed, it seems intentional, I want to slap them."
atsaka sana wala akong marinig na baby mochi baka matampal ko siya,"And I hope I don't hear anyone call him 'baby mochi,' or I might slap them."
uy oo !! kapal ng mukha tawagin niyang baby mochi si mimi,Hey yeah!! How dare they call Mimi 'baby mochi'.
"i started collecting a year ago and each pc gave me endless comfort during a time when nothing felt worthwhile so letting most of them go was so difficult for me..,,.. but doing so also made my wildest dreams come true aaa see you on our spring day","i started collecting a year ago and each pc gave me endless comfort during a time when nothing felt worthwhile so letting most of them go was so difficult for me..,,.. but doing so also made my wildest dreams come true aaa see you on our spring day"
i just settled in jrksjd SEE YOU SOON,i just settled in jrksjd SEE YOU SOON
IT’S SO HOT HUBADERA FRIENDLY WAHDJAHS parang night weather back at home lang rn i hope it stays jfksjd,IT’S SO HOT HUBADERA FRIENDLY WAHDJAHS it feels like night weather back at home rn i hope it stays jfksjd
sino ba naman ako para ayain kumain ng pares 'di ba? SB19 JOSHTIN,"Who am I to invite [someone] to eat pares, right? SB19 JOSHTIN."
"Alam mo Kung ayaw nyo ung tao do not vote for him, parang ang talino mo. Pakialam nmin kung doon nagwork relative mo. Research ka muna bago ka mag accuse. Yan ang format ng mga drug test - walang pagandahan ng itsura. Use your brain BBMSARA2022","You know, if you don't like the person, don't vote for him, you act like you're so smart. We don't care if your relative works there! Do some research before you accuse. That's the format of drug tests - no beautification. Use your brain BBMSARA2022."
Gagwapo ng mga batang to grrrrr hahahahahahah parang ang tanda kuna ah,These kids are so handsome grrrrr hahahahahahah I feel so old now.
Kapag nag Stay tanga agad? Di ba pwedeng Totoo talaga yung Tao?,"If you're a Stay, you're immediately stupid? Can't it be that the person is telling the truth?"
nagseselos kaba HAHHAHAHAHAHAHAH tanginamo ikaw lang naman eh parang gago to,"Are you jealous? HA HA HA HA HA HA HA H, son of a bitch, it's just you anyway. You're such an idiot."
sa una lang yan,It's only at the beginning.
HAHAUAHAHAHAHAAH totoo oklang kahit panandalian basta makapiling lang ng lambing charot,"HAHAUAHAHAHAHAAH true, it's okay if it's just for a while, as long as I can experience love charot."
Parang first time ko ulit makahinga haha,It feels like it's the first time I've been able to breathe again haha.
saka ano there's doubt parang if my parents are not willing then I won't. saka andaming what ifs and feeling ko di ko naman maeexplain lahat sa therapists sa sobrang gulo ng utak ko,"And also, there's doubt, like if my parents are not willing then I won't. And there are so many what-ifs, and I feel like I can't explain everything to the therapists because my head is so messy."
di ba kayo nanonood sa grammys?,Aren't you watching the Grammys?
nanonood piii,Watching piii
"sayout.me/say/rubydolllight Hi! Feel free to message me in here, kasi natatabonan mga dms nyo kaya here nalang :))","sayout.me/say/rubydolllight Hi! Feel free to message me in here, because your dms are getting buried so please message here instead :))"
#NAME?,#NAME?
- hindi gago - kiligin na ba'ko be? - bukas na,#NAME?
- very good 5 points - pake mo,- very good 5 points - mind your own business
#NAME?,#NAME?
- hindi naman mukhang ikaw to di ba? pero sa true lang - ilyt,"- this doesn't look like you, right? but really - ilyt"
#NAME?,#NAME?
#NAME?,#NAME?
#NAME?,"- i-i-i-i don't know th-th-th-them - hi, yea sure"
THEY'RE ACTUALLY SPEAKING FACTS THO Grammyspace x.com/i/spaces/1dRKZlonNLMJB,THEY'RE ACTUALLY SPEAKING FACTS THO Grammyspace x.com/i/spaces/1dRKZlonNLMJB
I'm listening too! And I'm entertained as long as they don't talk shiz about the boys,I'm listening too! And I'm entertained as long as they don't talk shiz about the boys
yes ! also they be spitting facts,yes ! also they be spitting facts
Yes! But the chipmunk voice lmao,Yes! But the chipmunk voice lmao
Nate's literally pissed HDJAJAAKKANAKAN,Nate's literally pissed HDJAJAAKKANAKAN
May pa Q & A portion sila OMG,They even have a Q & A portion OMG
AHAHAHAHA parang ol class lang,AHAHAHAHA it's like an online class
IT'S BTS DAY AT LATE LATE SHOW,IT'S BTS DAY AT LATE LATE SHOW
MUKHA BA KAMI NATUTUWA DEPUTA KANG BARNEY KA PARANG DI MO TINAWAG BTS NA UNUSUAL TAPOS ANO ULIT YON ARMYS BUNCH OF 15 YEAR OLD BOANG KA BARNEY,"DO WE LOOK LIKE WE'RE ENJOYING THIS, YOU SON OF A BITCH BARNEY? IT'S LIKE YOU DIDN'T CALL BTS UNUSUAL, AND THEN WHAT WAS THAT AGAIN, ARMYs ARE A BUNCH OF 15 YEAR OLD CRACKHEADS, YOU BARNEY."
Ang sarap magsabi ng masasamang.. mga words,It's so good to say bad... words
IINIS AKOO ANO BA YAN,"I'M GETTING ANNOYED, WHAT IS THAT?!"
SAMEE LANGYA AYAW TALAGA INOMINATE,"Seriously, damn it! It really doesn't want to be nominated."
"TAPOS TINAKPAN PA FACE NILA HABANG NAG A-ANNOUNCE, HABANG SA IBA LINAGAY SA SIDE ANO YUN?","Then they even covered their faces while announcing, while for others they put it on the side? What's with that?"
ONGA TAKA DIN AKO EHH DI BA NILA KAYA IPAGKASYA YUN ICOCOMPRESS LANG NAMAN ANG VID EH GIGIL GRR,"Yeah, I'm also wondering, can't they just make it fit? They can just compress the video, ugh, so annoying!"
"""Why do you freaking care...kung buntis talaga ko?"" ""I have the right to know!"" ""Anong pakialam mo? 'Di ba kayo na ni Erica? Gavin...sa dinami-dami ba naman ng babae, bakit siya pa? Bakit si Erika pa?"" THATHSecretIsOut","""Why do you freaking care...if I'm really pregnant?"" ""I have the right to know!"" ""Why do you care? Aren't you with Erica now? Gavin...out of all the women, why her? Why Erika?"" #ThatSecretIsOut"
"""I'll be okay kahit na ako lang mag-isa because I'll have our baby!"" -Dom ""Our baby? Sigurado ka bang akin 'yan? Hindi kaya 'yan anak ng lalaki mo?"" -Gavin THATHSecretIsOut |","""I'll be okay even if I'm alone because I'll have our baby!"" - Dom ""Our baby? Are you sure it's mine? Isn't that your boyfriend's child?"" - Gavin #ThatSecretIsOut"
di ba naman sumama loob mo pota kayo grammys,"Didn't you feel bad, you sons of bitches, Grammys?"
Parang kami lang nung gdm late night talk days,It's like us during the GDM late-night talk days.
3rd year na dapat ako now sa devcom. Almost 1 and half years nalang sana graduate na. Bakit pagpasok ko sa vetmed parang freshie palagi ang level ng knowledge ko. Kaloka.,"I should be in my 3rd year in DevCom now. Almost one and a half years left, and I would have already graduated. Why is it that when I entered vetmed, it feels like my level of knowledge is always that of a freshman? It's crazy."
Army: galit James Corden: BTS Parang tanga,Army: Angry. James Corden: BTS. Like a fool.
mukang wtf ampota punyawa,"Looks very 'what the f***,' damn it, son of a b*tch!"
Whatizdiz acting??? GoldenBlood,What is this acting??? #GoldenBlood
"Thai BL~ Start of the series~ Uke Male Lead: ""I'm straight! I like girls! I will only date girls!"" By mid-series~ Uke Male Lead: ""Cocks aren't that bad, but I will never take it in the ass!"" By the end of the series~ Uke Male Lead: ""Oh yeah, rip my ass apart, Daddy!""","Thai BL~ Start of the series~ Uke Male Lead: ""I'm straight! I like girls! I will only date girls!"" By mid-series~ Uke Male Lead: ""Dicks aren't that bad, but I will never take it in the ass!"" By the end of the series~ Uke Male Lead: ""Oh yeah, rip my ass apart, Daddy!"""
"Tumama sa kaliwang parte ng ulo, pero kanan ang dumugo...whatizzz attention to detail? GoldenBlood","It hit the left side of his head, but the right side bled...what is attention to detail? #GoldenBlood"
"Why don't these women know how or when to say no? May bibig naman, di magsalita, dyusme...","Why don't these women know how or when to say no? They have mouths, why don't they speak up, good heavens..."
Halos lahat ng mga babae sa Thai BL series mga walang gaydar ano po? Or pinagpipilitan nila sarili nila sa lalaking gusto ay tahong at hindi ang talong. GoldenBlood,"Almost all the women in Thai BL series don't have a gaydar, right? Or are they forcing themselves on a guy who prefers clams and not eggplants? #GoldenBlood"
That flying punch...I've seen that on Advance Bravely and the Lost Tomb before,That flying punch...I've seen that in Advance Bravely and The Lost Tomb before.
Di ako sanay na nakikita yung tatay ni Type na seryoso at kontrabida hahahaha,"I'm not used to seeing Type's father being serious and playing the antagonist, hahaha."
Medyo marunong umarte si Sun...medyo...may microexpressions sya na okay.,Sun is somewhat good at acting...somewhat...he has microexpressions that are okay.
There is an awkwardness to some Thai BL can be equal parts adorable and cringe-worthy GoldenBlood,There is an awkwardness to some Thai BL that can be equally adorable and cringe-worthy. #GoldenBlood
Some actors really need to go through movement classes. They'd benefit so much from being aware of their own bodies and its capabilities.,Some actors really need to go through movement classes. They'd benefit so much from being aware of their own bodies and its capabilities.
"Guys, if you want to incapacitate a female assassin, kick her in the boobs then the jugular. If the assassin's a guy, hit the balls, then a palm strike or karate chop to the neck, right at the Adam's apple. Even someone like ME knows that, geezaz...","Guys, if you want to incapacitate a female assassin, kick her in the boobs then the jugular. If the assassin's a guy, hit the balls, then a palm strike or karate chop to the neck, right at the Adam's apple. Even someone like ME knows that, geez..."
Cute ni Bank and ni Pitch hahaha! The two idiots,"Bank and Pitch are so cute, hahaha! The two idiots."
I am asking this again: why are the girls in Thai BL always clueless annoying cunts? Wala bang babaeng may gaydar dun?,I am asking this again: why are the girls in Thai BL always clueless annoying cunts? Are there no women with a gaydar there?
These two idiots are so entertaining hahahahahahaha,"These two idiots are so entertaining, hahahahahaha."
"Bakit ambobobo at manhid ang mga babaeng 'to??? I swear to god, these are the most annoying and stereotypical depiction of girls. Kainis ha...","Why are these women so stupid and oblivious??? I swear to God, these are the most annoying and stereotypical depictions of girls. So irritating..."
What's up with the Avengers-type music???,What's up with the Avengers-type music??
Why happy music when the scene was clearly sad? Who the fuck edited this series?????,Why happy music when the scene was clearly sad? Who the f*** edited this series????
"Anubaaaa...in a real street fight, there's no such thing as a moral code so you can hit below the belt all you want. Once the nuts are scrambled, THEN, you bash their brains in. Geezaz...","What the heck...in a real street fight, there's no such thing as a moral code so you can hit below the belt all you want. Once the nuts are scrambled, THEN, you bash their brains in. Geez..."
Hindi mo napansin na hindi nakatali at mas malaki ang katawan nya kesa kay Sky? Bulag or tanga? You decide...,Didn't you notice that he's not tied up and that he's bigger than Sky? Are you blind or stupid? You decide...
"At that short distance, that bullet should have been a through-and-through. Hay...no attention to details whatsoever...","At that short distance, that bullet should have been a through-and-through. Sigh...no attention to details whatsoever..."
"You know you shouldn't be raising a heplocked hand like that, right? Geez...people! Attention to detail, people!","You know you shouldn't be raising a heplocked hand like that, right? Geez...people! Attention to detail, people!"
Wala akong kilig na nararamdaman para sa mga CP na 'to...,I don't feel any romantic thrill for these couples...
"Kelangan talaga madevelop ang gaydar ng mga babae sa mga Thai BL drama para hindi na sila umaasa sa tite na tite din ang hanap, hahahaha","The women in Thai BL dramas really need to develop a gaydar so they won't keep hoping for a dick when the dick they're after is also looking for a dick, hahahaha."
They don't enjoy kissing each other...obvious eh..,They don't enjoy kissing each other...it's obvious.
There was no care given to how the love scene was going to be handled. That's not how 2 men fuck. I'm a woman and even I know the logistics. Sheesh...,There was no care given to how the love scene was going to be handled. That's not how two men f***. I'm a woman and even I know the logistics. Sheesh...
"Honestly, the script seemed good, and if it was handled with the same care as Lovely Writer or A Tale of a Thousand Stars, Golden Blood would've been awesome. But bad acting and poor attention to detail can truly make or break a series, and this is no exception.","Honestly, the script seemed good, and if it was handled with the same care as Lovely Writer or A Tale of a Thousand Stars, Golden Blood would've been awesome. But bad acting and poor attention to detail can truly make or break a series, and this is no exception."
"Rather than watching GoldenBlood, just watch WhereYourEyesLinger. It's clearly the more superior of the 2 dramas. It has a better script, better acting, and better-looking leads, hahaha!","Rather than watching GoldenBlood, just watch Where Your Eyes Linger. It's clearly the more superior of the two dramas. It has a better script, better acting, and better-looking leads, hahaha!"
unmute <3,Unmute <3
daddy’s home on loop para sa mga takot matulog AHAHHAAHHSHSHAAJ,"""Daddy's Home"" on loop for those who are afraid to sleep, HAHAHAHAHSHSHAAJ"
Bkit lagi nominated tong oliv1a rodr1g0 na to pero bts hindi?????,Why is this Olivia Rodrigo always nominated while BTS isn't????
Di ba!?,Right?!
The gummys should be thankful 875 are making them relevant. But when they get tired of their bull sh**s i swear to God youll be the most irrelevant piece of **it.,The *group name* should be thankful *number* are making them relevant. But when they get tired of their bull sh**s I swear to God you'll be the most irrelevant piece of **it.
Dika naman gakit nyan....,You're not angry about that....
Galit ako actually. Ginamit na naman nila 875 para sa views,I'm actually angry. They used *number* again for views.
Tapos nag announce sila isang category lang ....,Then they announced only one category...
ayy parang tanga yuns,"Ayy, that's like a fool."
Im honestly dont know whats happening to me lately.,I honestly don't know what's happening to me lately.
Kung san pako magaling. Andming question now sa utak ko... “San bako talaga” “ san bako magaling” “nakatapos naman ako bat parang biglang nawala path ko” or maybe I was to expose sa social media? People in soc meds are too far from my situation right now.,"I'm questioning the very thing I'm good at. So many question now in my head... ""What am I really good at?"" ""Where exactly do I belong?"" ""I graduated, so why is it that seems my path suddenly disappeared?"" Or maybe I was overexposed to social media? The people of social media are too far removed from my current situation."
inaantok na ko..may replay pa naman siguro yun noh?,"I'm already sleepy... I bet there will be a replay, right?"
kapag premiered kasi parang wala teh,"Because when it premieres, it's like nothing, girl."
putangina nyo di ba babasahin yang mga sinusulat nyo pag di nyo ilalagay ang isang member as th1rd wh33l or kab3t,You sons of bitches won't read what you write unless you put one member as a third wheel or mistress?
"KapusoFeels: Kahit nakakaloka ang mga tanong, 'di nasisira ang poise ni beshie Heart Evangelista! I-follow ang at bumisita sa bit.ly/3jEh5zP para sa ibang TBATS updates!","KapusoFeels: Even if the questions are crazy, bestie Heart Evangelista's poise is never ruined! Follow and visit bit.ly/3jEh5zP for other TBATS updates!"
Ninominate nyo na lang ata bts para sa views?,Did you just nominate BTS for the views?
"omsim, kapag di nanaman nakuha ng bts to magdadabog talaga ko","Oh my gosh, if BTS doesn't win this again, I'm really going to throw a tantrum."
Mass report talaga grammy hahahhaha,"Let's mass report the Grammys, hahahaha."
Aralin panlipunan ano na? balakajan di kita aaralin ikaw mag adjust,"Social studies, what's up? Just kidding, I won't study you, you adjust."
aralin panlipunan be like: baket parang kasalanan kopa,Social studies be like: Why does it seem like it's my fault?
Me : kasalanan mo talaga,"Me: Actually, it is your fault."
The record and song that broke their records all was not nominated Gram/my’s such a disappointment wbk,"The record and song that broke their records all were not nominated. Grammys such a disappointment, we knew it even before."
Di ba?? So anong merit nung pa speech nila at the start? Kaka-init ng dugo,Right?? So what was the merit of their speech at the start? It's so infuriating.
feeling ko may ida-drop mamaya.,I feel like something's going to drop later.
'di ba,"""Right?"""
Ganda boses ni boss ea parang gusto q ng jennie stan :( NunalsTambayan x.com/i/spaces/1mrGmadZzXDGy,Boss EA's voice is so beautiful. It's like I want to be a Jennie stan:( NunalsTambayan x.com/i/spaces/1mrGmadZzXDGy
As greatly elated I was for their being a two time nominee for this award show I still can't help but feel tremendous anger for scammys bs of not giving BTS the nominations and award that these incredible artists truly deserve,As greatly elated I was for their being a two time nominee for this award show I still can't help but feel tremendous anger for Scammys bs of not giving BTS the nominations and award that these incredible artists truly deserve.
"Ano ito scammys, gamitan para sa views pero di bibigay sa kanila ang para sa kanila??? Lokohan na naman ba ha?","What is this, Scammys? Using them for views but not giving them what's for them??? Is this a scam again?"
drop @ for a direct. will do it later on my study break.,Drop the @ for a direct. I'll do it later on my study break.
"hello, ten. sana may sumuyo na sa'yo hahaha. isa ka sa mga funny mutuals ko dito. hope we become close friends din because you seem nice. see you around :)","Hello, Ten. Hopefully, someone is already courting you, hahaha. You're one of my funny mutuals here. Hope we become close friends as well because you seem nice. See you around :)"
"oo sige friends na talaga tayo kaya makiki-interact ako sa'yo palagi haha. see you around, lodi!","Okay, sure, we're really friends now, so I'll interact with you always, hahaha. See you around, idol!"
As if Naman mananalo si Leni ..no more smartmagic !!,As if Leni will win... no more smartmagic!!
Parang si Digong noh... magkaibang balota ba ang ginamit? Nakailang talo na si CocaineMan?,"Looks like Duterte, right? Were different ballots used? How many losses has CocaineMan had?"
Parang ikaw.. epal,Like you... annoying.
Weehh... wala kang masabi no? Hirap ba ang comprehension mo?,"Weehh... you have nothing to say, huh? Is your comprehension difficult?"
Mas mukha pa ngang cocaine user nanay lugaw nio tgnan mu sa interview parating sabog,Your 'lugaw' mother actually looks more like a cocaine user. Look at her. She's always spaced out in interviews.
Sure ka ba? Patunayan mo muna bago ka mang husga.,Are you sure? Prove it first before you judge.
"Yung ka work ko na lalaki si jas, kwento sya about sa plan nya this dec tapos ako sabi ko wala pa. Sya sabi nya mag out of town sya with bibi daw hahahaha naols diba kuya jas Sa gf nya talaga maiinggit lahat eh, hindi yung jowa nya yung mag ooverthink kung kanino.","My male coworker named Jas, he's talking about his plan this December but I told him I have none. He told me he'll go out of town with his 'bibi,' hahaha. Lucky him, right, Kuya Jas? Everyone would really be jealous of his GF. It's not his boyfriend who's overthinking about who he's with, if he had one instead of a girlfriend."
Dapat talaga ganun eh. Dapat mas inggit yung ibang babae sa gf mo kesa yung gf mo yung naiinggit sa ibang girls or pinakikisamahan.,"It really should be like that, actually. Other women should be more jealous of your girlfriend instead of your girlfriend being jealous of other girls or tolerating them."
"So nakita mong masaya si KD, may improvement, may trust na sa ibang housemates. Now, you are shifting it against him again. If this is not strategy, I am utterly disgusted. I am giving Voldemort the benefit of the doubt and he's trying to get the 3-time nominee out","So you saw that KD is happy, has improved and has trust in the other housemates. Now, you are shifting it against him again. If this is not strategy, I am utterly disgusted. I am giving Voldemort the benefit of the doubt and he's trying to get the 3-time nominee out."
Mag VE nalang sana si KD naaawa ako sakanya sa loob parang pinagkakaisahan siya huhu,"KD should just do a Voluntary Eviction; I pity him inside. It's like they're all ganging up on him, huhuhu."
gago parang gusto ko magjoin at magrequest as speaker tapos murahin ko lamg sila HAHAHAHA,"Damn it, I feel like joining and requesting to be a speaker and then just curse them all out, HAHAHAHA."
gusto ko mag-kalat 'di ba puwedeng mag sex nalang agad si Akira at Ravi,I want to cause chaos. Can't Akira and Ravi just have sex already?
sana all talaga,I really wish everyone could experience that.
you're saying butter isn't nominated for SOTY????ROTY???????????,You're saying 'Butter' isn't nominated for Song of the Year/Record of the Year????
Walang aasahan sa Grammyz parang mga gago,There's nothing to expect from the Grammys; they're like fools.
OMG RURUPOK KA TALAGA SA GINAGAWA NI SOONS E,Oh my gosh! You're really falling for what Soons is doing!
Scammys parang gusto ko ipakita nyo samin criteria of judging nyo meron ba kayo nun? Or palakasan lang talaga,"Scammys, I feel like you should show us your criteria for judging; do you even have one? Or is it just a matter of who has more influence?"
Ang gwapo talaga ng 10,10 is really handsome.
