src,tgt
beh parang ano ng aso ko,It looks like my dog's...
honestly wala akong ma mukhaan ni isa sa kanila?? iba yung structures ng katawan nila ehh,"Honestly, I can't recognize anyone of them?? Their body structures are different."
"ako rin pero the rest di ko na ma mukhaan, parang iba kasi yung figure nila, di siya famillar sa akin","Me too, but I can't recognize the rest, it looks like their figures are different, it's not familiar to me."
what if nct new members ‍‍‍,What if it's NCT's new members? 😭😭😭
kaya ko gumising 6am para sa enha pero di ko kaya para sa 11 am sync,"I can wake up at 6 AM for Enhypen, but I can't for the 11 AM sync."
hahahhahaha enhypen 11am class,"Hahahha, Enhypen's 11 AM class."
parang jowa pics!!!,They look like boyfriend pictures!
he is the sweetestttt,He is the sweetesttt!
facebook.com100068916608740 soca parang fete ...,facebook.com100068916608740 soca looks like fete...
"para sa mga mema these are printouts of the idtomis entries for bbms 2021 drug test taken in st. lukes bgc, and cong. albanos 2016 test taken in the same facility. again... top bongbong marcos 2021 drug test taken in st lukes bgc, 2021, taken f rjnieto.me3dhurnu","For those who like to criticize, these are printouts of the IDTOMIS entries for BBM's 2021 drug test taken in St. Luke's BGC, and Cong. Albano's 2016 test taken in the same facility. Again... top Bongbong Marcos 2021 drug test taken in St Lukes BGC, 2021,taken f rjnieto.me3dhurnu"
ayan!may ebidensya na ayaw pa maniwala..bigyan mo nang legit source maninira parin hayyy...pano pa kaya pag nadismiss yung petition nila kay bbm at manalo sa 2022??ewan ko sa inyo mga bulag sa katotohanan..isipin nyo yung bayan at kinabukasan hindi yung pansariling interes lang!,"There! There's evidence, but they still don't want to believe it... even if you give them a legitimate source, they'll still criticize... what more if their petition against BBM is dismissed and he wins in 2022?? I don't know about you blind to the truth... think about the country and the future, not just your personal interests!"
ahh di porket negative di na a.dik.. a.dik as in anak ng diktador. a.dik parin yung bbm mo. hahahha,"So what if he tested negative, it doesn't mean he's not an 'a.dik'... 'A.dik' as in, child of a dictator. Your BBM is still an 'a.dik'. Hahaha."
dapat daw kasi sa pdea sya nagpadrug test at di sa st.lukes baka daw kesyo dinaya...utak ng mga dilawan napunta na sa talampakan e.,"Apparently, he should have taken the drug test at the PDEA and not at St. Luke's because they might have cheated... the brains of the 'dilawans' have moved to their feet."
ooh dyivaa ano masasabi nyo ngaun ??,"Ooh, diva, what do you have to say now?"
ano pong meron jan ? except for same ang head ng lab. nila,What's the big deal there? Except for the fact that they have the same head of the laboratory.
"diploma nga nya napepeke, drug test result pa kaya? hahaha! sa mismonh pdea ka magpatest kung talagang negative ka sa paggamit ng cocaine. tama na ang panloloko nyo sa taumbayan!","If his diploma can be faked, what more a drug test result? Hahaha! Get tested at the PDEA itself if you're really negative for cocaine use. Enough with your deception of the people!"
daming dahilan basta talonan.,"So many excuses, just like a loser."
bakit parang si e hndi pa nagpapa drugtest? d porket dikit ni pduts e ligtas na sa drugtest! etong si naman dami pang kuda d nlng magpadrugtest.gusto unannounced pa d sana kht walang pnawagan dati nauna na sya nagpatest.. pfffftt!,Why does it seem like E hasn't taken a drug test yet? Just because he's close to Duterte doesn't mean he's safe from drug tests! And this guy keeps complaining instead of just taking a drug test. He even wants it to be unannounced; he should have taken the test before anyone even asked. Pfffftt!
"pag pinklawan kasi mga ignorante yan, never pa ata silang nagpadrug test, baka takot? kasi positive yun kalalabasan, ignorante rin sila sa format ng drug test na naka link sa database ng doh, heres my drug test before sa medicard alabang, same format with st lukes hospital","Because pink supporters are ignorant; I don't think they've ever taken a drug test. Maybe they're scared? Because the results will be positive. They're also ignorant about the format of drug tests linked to the DOH database. Here's my drug test from Medicard Alabang, same format as St. Luke's Hospital."
"nakakawala naman kase ng tiwala etong si bbm, given his history ng mga kasinungalingan parang kasalanan na ang maniwala sa kanya!","It's easy to lose trust in this BBM, given his history of lies; it feels like it's a sin to believe him!"
"pag fans talaga ni madumb alams na, sinalo nyo lahat at salamat konti lang kayong mga tanga!!!","As expected of Madumb's fans, you're defending everything, and thankfully there are only a few stupid ones like you!!!"
wala man lang remarks na passed or negative for cocaine. sinong niloko niyo? mga tanga bbm supporters lang maniniwala dyan,There aren't even any remarks that say 'passed' or 'negative for cocaine.' Who are you fooling? Only stupid BBM supporters would believe that.
pati ba naman drug test result pinepeke,Even drug test results are being faked?
stinking pugok stinking pugok stinking pugok stinking pugok stinking pugok,"Stinking idiot, stinking idiot, stinking idiot, stinking idiot, stinking idiot."
kadudaduda parang may kasabwat somewhere,"Suspicious, it seems like someone is an accomplice somewhere."
para sinabi nya na walang syang ginawa para sa davao sa loob nang kanyang termino... pati sa termino nang anak nya. welp..,It's like he's saying he didn't do anything for Davao during his term... even during his daughter's term. Welp...
"mas paniniwlaan namin ang mga taong may alam at may experience noong panahon na hindi pa tayo nbubuhay,yung mga nakaw na sinasabi nyo,alamin nyo dito.para malinawan mga utak nyo.this is your chance to know.bago kau mgreply ng nega,make sure n npnood nyo yan.","We'll believe people who have knowledge and experience from a time before we were born instead. If you want to know about the thievery you're talking about, find out about it here. So your minds can be enlightened. This is your chance to know. Before you reply with negativity, make sure you watch it."
minsan kailangan mo nalang talaga kalimutan yung feelings mo para sa kanya.,Sometimes you really just need to forget your feelings for him/her.
"sa interview na yan,lahat ng bintang nyo sa mga marcos na walang basehan, malalamn nyo ang kasagutan. syempre sasabhin nyo,kasinungalingan yan,kase utak dilawan kayo kya hindi nyo panoorin, pero kung open minded ka,at naghahanap ng kasagutan sa mga pangyayari noon.","In that interview, you'll find the answers to all your baseless accusations against the Marcoses. Of course, you'll say it's a lie because you're 'dilawan', which is why you won't watch it. But if you're open-minded and looking for answers to what happened back then..."
já que hoje é dia de prêmio cblol vou deixar aqui meus palpitestorcida revelação grevthar melhor jogador academy asta melhor jogador aegis craque da galera brtt top fnb jungle aegis mid tinowns adcarry trigo suport jojo,(Portuguese text - Skipping translation as per instructions - This is not Taglish)
"eu n sei quem foi indicado, porém top robo jg aegis mid dynq tin n jogou segundo split, yuri não tava aqui no primeiro adc titan trigo foi melhor no segundo split sup wos esse me deixou na dúvida",(Portuguese text - Skipping translation as per instructions - This is not Taglish)
"no mid quem tá é o yuri e o grev, meio sem sentido, mas n acho que o tin merece, yuri stompou o tin em todos os jogos contra a pain",(Portuguese text - Skipping translation as per instructions - This is not Taglish)
"e como você disse, o yuri nem estava no primeiro split. tinowns foi campeão com destaque e n foi horrível no segundo, só n foi bem tbm",(Portuguese text - Skipping translation as per instructions - This is not Taglish)
"ele ficou atras da maioria dos mid no segundo split, o split foi todo com meta de melee, e ele só é bom de maguinho, quando o meta mudou pra maguinho ja foi nos playoffs que ele tomou stomp todos os jogos pro yuri",(Portuguese text - Skipping translation as per instructions - This is not Taglish)
"mas é oq falei mano hashsuash o yuri nem participou do primeiro, grev nem conta, dynquedo n jogou bem em nenhum dos dois, krastyel se pah era o pior no time, tutsz n teve destaque nenhum... só sobra o tin",(Portuguese text - Skipping translation as per instructions - This is not Taglish)
"tuts jogou mto bem quando o flamengo tava ganhando, ele e o parang ganhava os jogos sozinho, só que o flamengo n jogou nos playoffs em nenhum dos 2 splits",(Portuguese text - Skipping translation as per instructions - This is not Taglish)
pain pighati pero di naman masakit parang kagat lang ng dinosaur rawr,"Pain is a torment, but it doesn't really hurt, it's like a dinosaur bite. Rawr."
yan ngiti lng bunso hyaan mo lng ang mga basher mo na kumuda ng kumuda go go ka lng para sa minimithi mong pangarap sa buhay. weteustay with mahmygz,"Just smile, kiddo; let your bashers keep talking. Just keep going for your dreams in life. We trust you, stay with Mahmygz."
"la pregunta es por qué el chavismo escoge un personaje tan repudiado por la gente, opción a porque se burlan del electorado opción, opción b el personaje es lo suficientemente manejable y corrupto, opción c el tipo siempre fue pieza del chavismo",(Spanish text - Skipping translation as per instructions - This is not Taglish)
"kings...el referido por uds.no es freddy superlano es adolfo super lano quien firmo para veneficio de alex saab,quien se ausento para sa car la tibisay lucena se lanzo como candidato por el partido min,fre ddy superlano gano la gobernacion barinas,rectractese",(Spanish text - Skipping translation as per instructions - This is not Taglish)
"kd was supposed to talk to her again but dumating ulit sila tj so anji said she just wanna be alone nalang so umalis muna si kd, bumalik sila tj forcing her to go inside the room na when she said shell follow in a while. look at kd at the boys bedroom!!","KD was supposed to talk to her again, but TJ and the others came back, so Anji said she just wanted to be alone, so KD left for a while. TJ and the others came back, forcing her to go inside the room, even though she said she'd follow in a while. Look at KD and the boys' bedroom!"
and the way they handled anjis breakdown na parang kasalan talaga nya why nangyari am i the only one who thinks this is gaslighting?,"And the way they handled Anji's breakdown, as if it was really her fault why it happened... am I the only one who thinks this is gaslighting?"
hindi ba parang gusto na kong bugbugin ng nanay ko kase araw araw na kong gabi natutulog?,Doesn't it seem like my mom wants to beat me up because I've been sleeping late every day?
ay parang masarap manood fifty shades ng ganitong oras open.spotify.comtrack55n9y,"Oh, it seems nice to watch Fifty Shades at this hour open.spotify.comtrack55n9y"
update ulet siguro di pala plot twist medyo lang medyo magulo parang plot twist na hindi basta ganun ‍,"Update again, maybe it's not really a plot twist, just a bit... a bit confusing, like a plot twist that's not quite that simple."
pota parang wala akong pasok mamaya aaaaaaahhhhgg!!,"Damn, it feels like I don't have class later. Aaaaaaahhhhgg!!"
yung tawa ni ate parang kay jin hahahahahahahahaahahahah,Ate's laugh sounds like Jin's hahahahahahahahaahahahah.
parang 5 minutes lang talaga yung november,It felt like November was only 5 minutes long.
kaya ayaw ko na lalong ipagpatuloy e hahahahahaha,That's why I don't want to continue it anymore hahahahahaha.
tingnan ko nga mamaya hahahaha parang free na kooo magrefresh ako maya maya asdfghjkl handa ba kong tissue? hahahaha,"I'll check later hahahaha, it seems like I'm freeee. I'll refresh later asdfghjkl. Am I ready for tissue? Hahahaha."
"yes po, mine sarathiel hahahahahahhahahahajk","Yes, mine is Sarathiel hahahahahahhahahahajk (just kidding)."
hahahahahahaha ang cute ng story parang bet ko si gio hihihi,"Hahahahahaha, the story is so cute; I think I like Gio hihihi."
"parang mocha,inilipat ang mayon","Like Mocha, they moved Mayon."
i dont know what to think at this point. parang bumabaligtad ang mundo. ang utak ng matatanda parang mas bata pa sa pagiisip ng mga nakakabata.,I don't know what to think at this point. It feels like the world is turning upside down. The minds of the elderly seem younger than the thinking of the young.
mga utak talangka! kainis manood basta may ganyan.,Such crab mentality! It's annoying to watch when people act like that.
wala nanaman kuryente mamaya parang masarap maging jumbo hotdog sa ref!!!,There's probably going to be a power outage later. It seems like it would be nice to be a jumbo hotdog in the refrigerator!!!
"bakit pag si sin ang qt,, bakit pag samin parang tanga,,?","Why is she cute when [he/she] does it, but when I do it, I just look stupid?"
si jb parang nasa big 4 category lahat,JB seems to fit in all the Big 4 categories.
nanggigigil nanaman ako sa mga tanongan nilang parang walang critical thinking. haysss.,I'm getting annoyed again by their questions that show a lack of critical thinking. Sigh.
aral aral din sa cdd kahit kunting units lang para ma inculcate ang critical thinking sa inyo. juyop.,"Study, study also in CDD, even if it's just a few units, to instill critical thinking in you. Jerks."
"wala na nga atang laman, hayup.","I don't think there's anything left inside anymore, damn it."
gumising lang naman ako para sa grammy bakit hindi na ako dinadalaw ng antok kanikanina lang nagrereklamo pa ako arghh,"I only woke up for the Grammys, but why am I not getting sleepy? Just a while ago, I was complaining about it, ughh."
patulugin nyo na ako putang ina naman,"Let me sleep, for God's sake!"
"boi hindi pa ako ready maging 26 next year potaena parang dumaan lang ung 23, 24 at 25","Boy, I'm not ready to turn 26 next year, damn it. It feels like 23, 24, and 25 just flew by."
"para sa mga mema top bongbong marcos 2021 drug test taken in st lukes bgc, 2021, taken from bottom cong. rodolfo albanos 2016 drug test taken in st lukes bgc, , as uploaded by dzbb. same form, except that bbms form includes the laboratorys l rjnieto.me2r4kxec","For those who are just talking: Bongbong Marcos' 2021 drug test taken in St. Luke's BGC, 2021, taken from Bottom Cong. Rodolfo Albanos' 2016 drug test taken in St. Luke's BGC, as uploaded by DZBB. Same form, except that BBM's form includes the laboratory's [reference to image/link]."
may binanggit bang fake forms?,Did [they] mention fake forms?
"aww kyle, parang tatay naman to","Aww Kyle, he seems like a father."
"eto yung side mo na di nila nakikita, ambot sa mga buang oy mabungol mn og mabuta ig abot sa mga maayong butang na imong mabuhat","This is the side of you that they don't see, I don't know about those crazy people. They become deaf and blind when it comes to the good things you can do."
pasagdai lage daw na sila anjo kay ikaw man ang nakabalo jud. ambot lang nimo tj,"Just let them be, Anjo, because you're the one who really knows. I don't know about you, TJ."
parang tanga mga tatay ng au mag boang,"The fathers in AU are stupid, going crazy."
busy akong manood ng anime tapos?? akala ko eme eme lang yung mga nagrereply nang ganito pero ghorl kaya nga myday kasi that merch made myday at hindi mo naman pera yung pinambili mo niyan. hindi naman ikaw yung naghirap magipon o kumita para bumili ng mga bagay na gusto ko,"I'm busy watching anime, so what?? I thought people who replied like this were just joking, but girl, that's why it's 'myday' because that merch made my day, and it's not even your money that I used to buy it. You weren't the one who had to work hard and save up to buy the things I wanted."
"nakakasama lang ng loob at nakakaiyak at the same time kasi i am just minding my own business here, rewarding myself kaya bumibili ako merch and of course, ive been dreaming to treat myself ever since kasi i cannot afford to buy those things before.","It's just upsetting and makes me cry at the same time because I am just minding my own business here, rewarding myself, so I'm buying merch, and of course, I've been dreaming of treating myself ever since because I couldn't afford to buy those things before."
"kaya bumabawi lang ako sa sarili ko kasi kaya ko na bumili gamit sarili kong pera? and hindi yan pagyayabang please lang. never akong nagyabang ng mga bagay na meron ako kasi oo nga, ano bang mapapala ko diyan sa pagyayabang? wala naman diba.","So I'm just making up for lost time because I can now buy things with my own money? And please, don't think I'm bragging. I never brag about the things I own because, well, what would I get out of bragging? Nothing, right."
"masaya ako sa merch, okay. sana maging masaya ka nalang din sa buhay mo or better maging masaya nalang din para sa ibang tao, let them enjoy and mind your own business nalang po siguro.","I'm happy with my merch, okay. I hope you can just be happy with your life too, or better yet, just be happy for other people. Let them enjoy and just mind your own business, please."
"nagising na laang na parang sinisilaban ang katawan, grabeng init walangya","I just woke up feeling like my body was on fire. It's so incredibly hot, damn it."
"may plans po kayo for another competition po ulit like yung rap contest po before? salamuch tbh. ayoko na contest, either may hater or yung mga judge ang najudge pagisipan ko curiouscat.qa9pstandubupos","Do you have plans for another competition, like the rap contest before? Thank you very much, to be honest. I don't want any more contests, either there's a hater or the judges get judged. I'll think about it. [link to CuriousCat]"
wala bang pa bibe?,Isn't there going to be a *bibe*?
hahahaha bakit parang iba na meaning,Why does it seem like the meaning is different now?
hahahahaha narealize ko din after ko i tweet,I also realized it after I tweeted it.
pabibe pabibe pabibe,"Acting coy, acting coy, acting coy."
bakit parang pulutan hahaha,Why does it seem like a *pulutan*?
bakit parang naguguilty me mag sick leave? dati naman once a week lang pasok ko absent pa,"Why do I feel guilty about taking a sick leave? Before, I only went to work once a week, and I was still absent."
"sabi kakain, wala sa plano inom. ngayon parang mali ko pa na inaantok ako? galing mo din.","You said we'd eat, drinking wasn't part of the plan. Now do I seem to be wrong for being sleepy? You're something else."
"taena pag balik ko ng monday fiber nako!!!! hahahahhahaha parang same lang nung nag outing ako nung july, pag balik ko ibang team na!!! hahahah may sumpa ata. jusko","Damn it, when I get back on Monday, I'm going to be fired!!!! Hahahahhahaha, it's like when I went on an outing in July; when I got back, it was a different team!!! Hahahah, I think I'm cursed. Oh my God."
sa sobrang yamot ko parang gusto kong mag video ng peta sa pe,I'm so annoyed that I feel like making a PETA video in PE.
hahahahahaa parang kahit ako gusto ko lagi katext si alonzo e,"Hahahahaha, it seems like even I always want to text Alonzo."
tinatamad talaga ako magreview pero para sa mga pogi magrereview na aqu,"I'm really lazy to review, but for the attractive people, I'll review now."
hindi matutulog para sa enha!,I won't sleep for ENHYPEN!
kantutin. parang gusto ko na rin buhayin ang bottom era ko.,Fuck. I feel like reviving my bottom era.
from choclates to upcat to pano magpicture ng make up. nasira ko pag open. shemay ‍,From chocolates to UPCAT to how to take pictures of makeup. I ruined it when I opened it. Damn it. 😭
screams parang wala akong pasok later ha hahahahahaha 326am na shet,"Screams like I don't have work later ha hahahahahaha, it's 3:26 AM already, damn."
parang wifi is the nalang talaga if ganito ng ganito,It feels like WiFi is the only thing if it keeps happening like this.
"achilles riego is rare. sa totoong buhay, minsan ka lang makakakita ng lalakeng magmamakaawa sayo at hihingi ng tawad para sa mga nagawa niya. yung iba aasta nalang na di ka kilala i hurt you in the past so i will always be at your mercy na ol minahal ng isang achilles riego","Achilles Riego is rare. In real life, you rarely see men who beg you and ask for forgiveness for the things they've done. The others will just act like they don't know you. I hurt you in the past, so I will always be at your mercy, which is what an Achilles Riego loves."
. is nominated in all of the big four categories at this years .,[Name] is nominated in all of the big four categories at this year's [Awards Show].
hahahhahah ung aatungal ka lang na parang kambing.. okay na pala un lol,"Hahahhahah, just wailing like a goat.. I guess that's okay lol"
elfs wala ba talaga kayong picture dalawa? him,"Elfs, don't you really have a picture of the two of you? Him"
may kadugtong po yan eh manood kayo ng my ugly duckling para malaman nio hahahaha,"It has a continuation, so watch 'My Ugly Duckling' to find out. Hahahaha."
yoko na... kayo nalng mga marites mag usap hahahahahaha,I don't want to anymore... You gossips can talk amongst yourselves. Hahahahahaha.
"eto nanaman ako with my midnayt tots nakokornihan ako ng sobra sa mga talent shows na may sob story muna bago pakita ung talent but when it comes to sb19, pag naririnig ko ung pinanggalingan nila, mas gusto ko pa silang supportahan hypocrite ako opo","Here I am again with my midnight thoughts. I find talent shows with sob stories before the talent is shown extremely corny, but when it comes to SB19, hearing about their background makes me want to support them even more. I'm a hypocrite, yes."
"not invalidating ung mga buhay ng mga tao sa talent shows pero ang korny lang talaga and u know its staged to make u feel empathy for the contestant. lahat ng pinapakita nila lalo na sa audience reactions is so fake lmao watch yt vids about them, itll make u laugh","I'm not invalidating the lives of the people on talent shows, but it's just really corny, and you know it's staged to make you feel empathy for the contestant. Everything they show, especially the audience reactions, is so fake. Lmao, watch YouTube videos about them; it'll make you laugh."
"thats on the producers of the show not the contestants syempre pero for sb19, kahit hindi mo alam kahit ano about them and just listen to one of their songs, and even watch one of their vlogs or showbreaks eps, gugustuhin mo nalang silang istan agad cause theyre","That's on the producers of the show, not the contestants, of course. But for SB19, even if you don't know anything about them and just listen to one of their songs, or even watch one of their vlogs or show break episodes, you'll immediately want to stan them because they're..."
"legitimately amazing and entertaining like how celebs should be. parang bonus nalang ung life story nila? does that make sense hahaha ksi nauna ko namang malaman ang esbi dahil sa go up dance prac nila, songs tas ung mga showbreak eps. i didnt give a shit about their interviews","legitimately amazing and entertaining, like how celebrities should be. Their life story is just like a bonus? Does that make sense? Because I first found out about SB19 because of their 'Go Up' dance practice, songs, and show break episodes. I didn't give a shit about their interviews."
"kasi all i wanted was for something to make me entertained and that they did. nung 2019 un pero ngayon na mas may exp na ko sa buhay lmao, kahit 2yrs ago lang un, mas lumakas ung epekto sakin ng life story ng esbi","Because all I wanted was for something to entertain me, and they did. That was in 2019, but now that I have more life experience (lmao, even though it was just two years ago), SB19's life story has had a stronger effect on me."
"maybe cause of the pandemic and i halted from studying, mas napasabak ako sa rl shit? tas it made me think talaga about what i wanted to do with my life tas ayun dumating sb to my life by gods timing. kaya sobrang emo ko tuwing naririnig ko ung life nila and it just reminds me","Maybe because of the pandemic and I halted from studying, I was more exposed to real-life shit? And it really made me think about what I wanted to do with my life, and then SB19 came into my life by God's timing. That's why I get so emotional whenever I hear about their lives, and it just reminds me..."
of why im still here. why i keep on supporting these talented men who know nothing about me. why theyre making me happy. why theyre making me feel like theres hope for my dreams. why they make me feel inspired. why theyre making me feel alive.,"of why I'm still here, why I keep on supporting these talented men who know nothing about me, why they're making me happy, why they're making me feel like there's hope for my dreams, why they make me feel inspired, why they're making me feel alive."
"ive been in so many fandoms before but never have i felt this connected with my idolsmains. and it made me think, kpop and anime kasi un. its from different cultures. syempre, they still hold a special place in my heart. i still love all of those that made me happy","I've been in so many fandoms before, but never have I felt this connected with my idols. And it made me think, that's because those were K-Pop and anime. They're from different cultures. Of course, they still hold a special place in my heart. I still love all of those that made me happy."
"pero iba ung epekto ng sb19. its rlly the timing den kung kailan sila pumasok sa buhay ko uli and also theyre filos. they struggle the same shit i struggle with now. ung mga kinukwento nila sa interviews nila, mga jokes nila, gets na gets ko kasi same culture.","But SB19's effect is different. It's really the timing when they re-entered my life, and also, they're Filipinos. They struggle with the same shit I struggle with now. The things they talk about in their interviews, their jokes, I completely get them because we have the same culture."
"patriotic nanaman ako na ewan basta mahal ko mga pilipino kahit di ako mahal hhahaha pero un nga, their roots, where they came from just hits me different. and ung fact pa na i want to be an artist too just hits too close to home. ung pinagsasabi nila na practice will never","I'm being patriotic again for some reason, but I just love Filipinos even if they don't love me. Hahahaha. But yeah, their roots, where they came from, just hits me differently. And the fact that I want to be an artist too just hits too close to home. What they say about practice never..."
"betray you? ive heard that countless times watching drawing tutorials since i started getting interested in drawing. and its for real. syempre hindi lang to sa artists, sa kahit ano pa yan. pero it just hits different when youre in the same line of work","betraying you? I've heard that countless times watching drawing tutorials since I started getting interested in drawing. And it's for real. Of course, this isn't just for artists, but for anything. But it just hits different when you're in the same line of work."
"tamad ako so i havent really improved all that much pero looking at where i started and where i am at now, its definitely progress. tamad as in nawawala wala ung motivation ko sa pagdrawing before esbi, it was probably since jan when i last drew then came","I'm lazy, so I haven't really improved all that much. But looking at where I started and where I am now, it's definitely progress. 'Lazy' as in, my motivation for drawing would just disappear before SB19. It was probably since January when I last drew, then Pablo's birthday came..."
pablos bday where i drew him. tas ngayong nasa fandom na ko i probably have drawn around 5 fanarts in just 3 months grabe motivation ko dahil sa sb19. tas ung mga joke na den na nakakahiya naman sa esbi kung tamad ako nakakamotivate din cause we know,"which is when I drew him. And now that I'm in the fandom, I've probably drawn around five fan arts in just three months. My motivation is crazy because of SB19. And the jokes that are so embarrassing if I'm lazy motivate me too because we know..."
"what they went through just to get to where they are now. pure hardwork and determination, which is why we cant help but support them and in return, they also support us mentally. kahit hindi nila tayo kilala isa isa, kahit hindi nila alam lahat ng kwento natin,","what they went through just to get to where they are now. Pure hard work and determination, which is why we can't help but support them, and in return, they also support us mentally. Even if they don't know us individually, even if they don't know all our stories,"
alam nilang pahinga at inspirasyon natin sila. and paulit ulit din namn nilang sinasabi na tayo din ang motivation nila alongside their family friends and co members.,"they know that we see them as our rest and inspiration. And they repeatedly say that we are also their motivation, alongside their family, friends, and co-members."
basta un ewan ko po kung anong point ko dito hahahhaahhaa keep loving sb19 nalang,"Anyway, I don't know what my point is here. Hahahahhaha. Just keep loving SB19."
ang sabi ko bias wrecker ko si karina pero bakit parang onti onti ko na siyang nagiging bias talaga,"I said Karina is my bias wrecker, but why is she slowly becoming my actual bias?"
tanggapin mo nlng na bias mo siya...wag na pahirapan ang sarili,Just accept that she's your bias... Don't make it hard on yourself.
ang hirap pumili ng bias mare kung apat silang mahal na mahal ko,"It's hard to choose a bias, sis, when I love all four of them so much."
"ay may bias kayo,, gagi wag","Oh, you have a bias? Damn, don't."
"or kahit yung parang sa twice lang, all members sa isang acc wala lang para estetik pag sa ig charing haha","Or maybe like with Twice, all members on one account. Just for aesthetics on Instagram, just kidding, haha."
cancel mochi daw kasi anak nya lang daw si nishi tapos hindi daw si beomii ..,"They're saying Mochi is cancelled because Nishi is her only child, and not Beomii..."
oh see parang binabackstab na nila sila ate beomii,"Oh, see, they're already backstabbing Ate Beomii."
tumatawa ako dito pero nakikinig ako sa makungkot na music hahaha? sad and happy at the same time,"I'm laughing here, but I'm listening to sad music. Hahaha? Sad and happy at the same time."
wag naman sad space,Don't make it a sad space.
"nagrerecord po si mommy mochi, may evidence haysh nako cancel nyo si mommy mochi feeling ko hindi ako anak ni mommy mochi","Mommy Mochi is recording, there's evidence. Haysh, I'm cancelling Mommy Mochi. I feel like I'm not Mommy Mochi's child."
"opo hoonie walang space sila ate beomii inaabangan ko din, hahaha so nag space si tita jin buti naman may happy pill nanaman ako","Yes, Hoonie, Ate Beomii and them have no space. I'm waiting for them too, hahaha. So Tita Jin made a space. Good thing I have my happy pill again."
jowa ni jungkook?? fake news ba ito trip nyo lang ba? hahahha,Jungkook has a girlfriend? Is this fake news? Are you just tripping? Hahaha.
mommy mochi family problems,"Mommy Mochi, family problems."
ampon lang ako???? hays,Am I adopted? Sigh.
"mommy mochi, wag mo sinisiraulo si tita jin","Mommy Mochi, don't mess with Tita Jin."
feeling ko pag nakajowa si jungkook madami magiging broken nako hoonie tumigil ka dyan,"I feel like if Jungkook gets a girlfriend, many will be broken. Hoonie, stop that."
ay bahala kayo anong oras na ayoko mag speak wag nyo na ako ng mic si onyoynyonyo nalang,"Whatever, it's late. I don't want to speak. Don't give me the mic, just Onyonyonyonyo."
wag nyo nga ginanaganyan name ni onyonyonyonyo pag yan nagleave,"Don't mess with Onyonyonyonyo's name, or they'll leave."
may nag kick out kay hoonie sa space not exposing space baka icancel ako dito ineexpose ko sila hah.,"Hoonie was kicked out of the space. Not exposing the space, or I'll get cancelled here. I'm exposing them, hah."
ikaw ba yung hoonie na malibaglib0g ano???,"Are you the Hoonie who's fond of ""libag"" (skin dirt)?"
pag 2g daw old school hahahahahhahahah,"They say 2G is old school, hahahahahhahahah."
lagpas 20s na daw si tita jin,"Tita Jin is past her 20s, they say."
yehey pwede ako mag bardagulan dito sa thread kahit nirerecord ako ni mommy mochi,"Yay, I can argue here on this thread even if Mommy Mochi is recording me."
pandak si hoonie pero mas pandak sina tita jin at mommy mochi,"Hoonie is short, but Aunt Jin and your Mommy Mochi are even shorter."
"i have a cousin, 13 palang pero 5 flat sya then malaman laman ko si mommy mochi matanda na pero 5 flat","I have a cousin who's only 13 but already 5'5"", then I found out that Mommy Mochi is old but still 5'5""."
hoy hindi ko itweetweet hs nyo !!,"Hey, I won't be tweeting your high school! (I won't be exposing your high school on Twitter!)"
hoonie nyo manok na,Your Hoonie is owned/ruled/dominated.
i had a dream about you. as in parang totoo aba. siguro iniisip mo ko no. nakakakonsensiya tuloy. napaka mysterious mo pa naman. hindi malaman eh,"I had a dream about you. It felt so real. You must be thinking about me. Now I feel guilty. You're so mysterious, it's hard to figure you out."
here are some merchs for you,Here are some merchandise items for you.
parang awa mo na hoshi lumayo ka sa fyp ko masisira na naman bias list ko,"Please, Hoshi, stay away from my For You Page; my bias list is going to be ruined again."
"remember when tj wanted na pagtablahin sina kd at anji, until now feeling ko yun pa rin talaga plan niya. nakakagalit yung mga actions ni tj. after what he has been done, magpapanggap siya na parang walang nangyari at walang nasaktan. napakagaling maghugas ng kamay.","Remember when TJ wanted KD and Anji to be paired up, until now I feel like that's still his plan. TJ's actions are infuriating. After everything he's done, he'll pretend like nothing happened and no one was hurt. He's so good at washing his hands of responsibility."
"huy, putangina. kaya pa ba...","Hey, damn it. Can I even keep going?"
parang ayoko na lang matulog sa dami ng gawain.,I think I don't want to sleep anymore because of all the tasks I have to do.
"kung ikaw ay may utang sa upa dahil sa covid19, magapply ngayon para sa ca covid19 rent relief sa housing.ca.gov. tumanggap ng tulong para mabayaran ng 100 ang iyong mga nahuhuling bayad sa upa at utilidad. 13","If you owe rent because of COVID-19, apply now for the CA COVID-19 Rent Relief at housing.ca.gov. Receive assistance to pay 100% of your past due rent and utilities."
"disclaimer kung nagapply kayo para sa tulong sa upa mula sa programa ng san francisco lamang, kinakailangan kayong magapply rin sa ca covid19 rent relief program ng estado sa housing.ca.gov. 23","Disclaimer: if you applied for rent assistance from the San Francisco program only, you also need to apply for the state's CA COVID-19 Rent Relief program at housing.ca.gov."
"para sa impormasyon tungkol sa iyong aplikasayon sa ng programang panlunsod, bumisita sa sf.govinformationfaqsappl 33","For information about your application to the city program, visit sf.gov/information/faqs/appl."
parang gusto ko tikman yung chicken burger ng jabee,I feel like tasting Jollibee's chicken burger.
parang alam ko saan to nakalimutan ko name papuntang tagaytay?,"I think I know where this is, I just forgot the name... on the way to Tagaytay?"
