src,tgt
"hahahaha wag niyo kong hahawakan, umuwi si hee pero tulog ako 🙂 parang gusto kong manakal 🥲","hahahaha don't touch me, Hee came home but I was asleep 🙂 I feel like I want to strangle someone 🥲"
*/hinawakan ka,*/touches you
"#KyJiTalks2 what if, sinabi na ni Kuya na may carnival date bukas sina KD at Anj. Tapos inamin na ni KD kay kuya na may something sila? May vid akong nakita na happy si kayds nung niya yakap niya mga hms. 
x.com/i/spaces/1rmGPglOmBZKN","#KyJiTalks2 what if, Kuya already announced that KD and Anj have a carnival date tomorrow. Then KD admitted to Kuya that there's something between them? I saw a video where Kayds was happy when he hugged the HMs. x.com/i/spaces/1rmGPglOmBZKN"
"Parang nakausap niya po parents niya kaya ganun siya ka happy, namention kanina ni kyle while he’s comforting anji.","It seems he talked to his parents, that's why he's so happy; Kyle mentioned it earlier while he was comforting Anji."
"so sinasabi nyong nagpuyat ako nagaacads kasi ""3 am naman sila magpeperform"" TAPOS 6 AM PA PALA 🤡","so you're telling me I stayed up late studying because ""they'll perform at 3 am"" AND IT'S ACTUALLY 6 AM 🤡"
"wag na lang matulog,, HAHHAHAHA","Let's just not sleep, HAHHAHAHA."
mukhang ganon na nga 🤩 HAHAHAHAHA PARA SA ENHA MAGPUPUYAT,It looks like it 🤩 HAHAHAHAHA I'll stay up late FOR ENHA.
all the things i did~ HAHHAHAHAHAHHA,all the things i did~ HAHHAHAHAHAHHA
"It's yet another moment for me to work and develop my character. Lately, medyo blurry na tayo. Madaming taong unintentionally nasaktan with unresolved issues. Di tayo ganito, parang walang pinagkatandaan, Ace.","It's yet another moment for me to work and develop my character. Lately, we've been a bit blurry. Many people were unintentionally hurt with unresolved issues. We're not like this, it's like we haven't learned anything from experience, Ace."
"Aba, parang cover to cover pala itong mangyayari sa posi at vertebral column lamang ang hindi sinama.","Wow, it seems like this will be cover to cover, with only the pelvis and vertebral column not included."
Okay naman ako pero parang laging may kulang sa akin,"I'm okay, but it always feels like something is missing in me."
"yung comments ko sa sta parang joketime ayoko na 
sorry na agad sir","My comments in STA seem like a joke, I don't want to anymore. Sorry in advance, sir."
iba amats ko ngayon mga par parang gusto ko balikan ex ko hahahahhahahha gags,"I'm on a different high today, guys, it's like I want to go back to my ex hahahahhahahha crazy."
#AngToxicNgPBBSeason10 sa true lang jusko,"#TheToxicPBBSeason10, seriously, my goodness."
"As promised, my ambag for your birthday😊 Seeing you happy also makes me happy @4thimpactCelina ❤
Bawi ako senyo @4thimpact_mira @4thimpactMylene @I4thimpact promise.🤭 
Si kuya @VICTORDELARIVA kasi ehhhhh...chur.
#4thImpact 
@4thImpactMusic","As promised, my contribution for your birthday😊 Seeing you happy also makes me happy @4thimpactCelina ❤ I'll make it up to you @4thimpact_mira @4thimpactMylene @I4thimpact promise.🤭 It's because of kuya @VICTORDELARIVA... just kidding. #4thImpact @4thImpactMusic"
Wahahahahaa lakas maka kumu🙊,"Wahahahahaa, so much like Kumu (a live streaming app)🙊"
Legit yan para sa bday ni Cel🤭,That's legitimate for Cel's birthday 🤭
"boi hindi pa ako ready maging 26 next year potaena parang dumaan lang ung 23, 24 at 25 🙃","Boy, I'm not ready to turn 26 next year, for crying out loud, it feels like 23, 24, and 25 just flew by 🙃"
shet. no way. parang na sesense ko na mangyayari,Shet. No way. I feel like I can sense what's going to happen.
bt parang Ako pa Mali😔,Why do I seem to be the one at fault? 😔
ay,Oh.
hahahaha,hahahaha
di naman ako ganto kabaliw sa mga past ko e bat sayo parang isang chat mo lang or call baliw na baliw ako HAHAHAHA,"I wasn't this crazy in my past relationships, but with you, it's like just one chat or call and I'm completely crazy HAHAHAHA."
"kapag sinabing layuan, layuan. hindi yung lalayo for one year tapos tropa ulit kayo. parang tanga.","When told to stay away, stay away. Not stay away for one year then become friends again. That's stupid."
grabe mga deadlines ayaw akong takutin haha parang gago hoy ayusin niyo 'yan,"These deadlines are really not scaring me haha it's like they're stupid, hey fix that."
I'd be excited to have my own place too if I were them,I'd be excited to have my own place too if I were them.
putanginanyo parang ang bata ko pa masyado para mapagod ng ganto sa buhay😭,"Fuck you all, I feel like I'm too young to be this tired of life 😭"
First dose palang parang matatangal na braso ko,"It's just the first dose, and it feels like my arm is about to come off."
Ilang araw na kung puyat dahil sa panunuof ng ls. Pero parang ngayon mas lalong hindi ako makakatulog. 😭,"I've been sleep-deprived for days from watching livestreams. But it feels like tonight, I won't be able to sleep even more. 😭"
masakit po ulo ko parang gusto ko ng fan art nito !! chz HAHAHA #SocorroWP,"My head hurts so much, I feel like I want fan art of this!! kidding HAHAHA #SocorroWP"
"Imagine having to work your fucking ass off to provide for your family to the point of not even having time to rest
Tapos sasabihan ka lang na walang time para sa pamilya. Ha ha ha.",Imagine having to work your fucking ass off to provide for your family to the point of not even having time to rest. Then you'll just be told you have no time for family. Ha ha ha.
pag tumatambay tlaga ako ng bispag parang ayoko na umuwi,"Whenever I hang out in Bispag, I really don't want to go home."
"Nihon Chinbotsu ep6
this is getting scarier and scarier 😱",Nihon Chinbotsu ep6 this is getting scarier and scarier 😱
🙏🙏,🙏🙏
"while watching this episode, i said to myself na bakit parang may gusto syang makuha kaya pinupush nya ung about sa research nya and there you go","while watching this episode, i said to myself that it's like she wants to get something that's why she's pushing her research and there you go."
"eto nanaman ako with my midnayt tots 🤩 
nakokornihan ako ng sobra sa mga talent shows na may 'sob story' muna bago pakita ung talent :/ but when it comes to sb19, pag naririnig ko ung pinanggalingan nila, mas gusto ko pa silang supportahan :( hypocrite ako opo++","Here I am again with my midnight thoughts 🤩 I find talent shows with 'sob stories' before the actual talent really cringey :/ but when it comes to SB19, hearing about their origins makes me want to support them even more :( Yes, I'm a hypocrite++"
"Not invalidating ung mga buhay ng mga tao sa talent shows pero ang korny lang talaga and u know it's staged to make u feel empathy for the contestant. Lahat ng pinapakita nila lalo na sa audience reactions is so fake lmao watch yt vids about them, itll make u laugh","Not invalidating the lives of people in talent shows, but it's really cringey and you know it's staged to make you feel empathy for the contestant. Everything they show, especially the audience reactions, is so fake lmao, watch YouTube videos about them, it'll make you laugh."
"Thats on the producers of the show not the contestants syempre pero for sb19, kahit hindi mo alam kahit ano about them and just listen to one of their songs, and even watch one of their vlogs or showbreaks eps, gugustuhin mo nalang silang istan agad cause theyre+","That's on the show's producers, not the contestants, of course, but for SB19, even if you don't know anything about them and just listen to one of their songs, and even watch one of their vlogs or showbreak episodes, you'll immediately want to stan them because they're+"
"Legitimately amazing and entertaining like how celebs should be. Parang bonus nalang ung life story nila? Does that make sense HAHAHA ksi nauna ko namang malaman ang esbi dahil sa go up dance prac nila, songs tas ung mga showbreak eps. i didnt give a shit about their interviews","Legitimately amazing and entertaining, like how celebs should be. Their life story feels like a bonus, right? Does that make sense HAHAHA because I first learned about Esbi from their 'Go Up' dance practice, their songs, and their showbreak episodes. I didn't give a shit about their interviews."
"Kasi all i wanted was for something to make me entertained and that they did. Nung 2019 un pero ngayon na mas may exp na ko sa buhay lmao, kahit 2yrs ago lang un, mas lumakas ung epekto sakin ng life story ng esbi :(","Because all I wanted was something to entertain me, and they did. That was in 2019, but now that I have more life experience lmao, even though it was only 2 years ago, Esbi's life story has had a stronger impact on me :("
"Maybe cause of the pandemic and I halted from studying, mas napasabak ako sa rl shit? Tas it made me think talaga about what i wanted to do with my life tas ayun dumating sb to my life by God's timing. Kaya sobrang emo ko tuwing naririnig ko ung life nila and it just reminds me+","Maybe because of the pandemic and I stopped studying, I got more involved in real-life shit? And it really made me think about what I wanted to do with my life, and then SB19 came into my life at God's timing. That's why I get so emotional every time I hear about their lives, and it just reminds me+"
Of why im still here. Why i keep on supporting these talented men who know nothing about me. Why they're making me happy. Why theyre making me feel like there's hope for my dreams. Why they make me feel inspired. Why theyre making me feel alive.,Of why I'm still here. Why I keep supporting these talented men who know nothing about me. Why they're making me happy. Why they're making me feel like there's hope for my dreams. Why they make me feel inspired. Why they're making me feel alive.
"Ive been in so many fandoms before but never have i felt this connected with my idols/mains. And it made me think, Kpop and anime kasi un. Its from different cultures. Syempre, they still hold a special place in my heart. I still love all of those that made me happy+","I've been in so many fandoms before, but never have I felt this connected with my idols/mains. And it made me think, it was K-Pop and anime before. It's from different cultures. Of course, they still hold a special place in my heart. I still love all of those that made me happy+"
"Pero iba ung epekto ng sb19. its rlly the timing den kung kailan sila pumasok sa buhay ko uli and also theyre filos. They struggle the same shit i struggle with now. Ung mga kinukwento nila sa interviews nila, mga jokes nila, gets na gets ko kasi same culture.+","But SB19's impact is different. It's really the timing too, when they came back into my life, and also, they're Filipinos. They struggle with the same shit I struggle with now. The things they talk about in their interviews, their jokes, I totally get them because we share the same culture.+"
"Patriotic nanaman ako na ewan basta mahal ko mga pilipino kahit di ako mahal HHAHAHA pero un nga, their roots, where they came from just hits me different. And ung fact pa na i want to be an artist too just hits too close to home. Ung pinagsasabi nila na ""practice will never+","I'm feeling patriotic again, I don't know, I just love Filipinos even if they don't love me HHAHAHA but really, their roots, where they came from, just hit me differently. And the fact that I want to be an artist too just hits too close to home. What they say, ""practice will never+"""
"betray you?"" ive heard that countless times watching drawing tutorials since i started getting interested in drawing. And its for real. Syempre hindi lang to sa artists, sa kahit ano pa yan. Pero it just hits different when youre in the same line of work","betray you""? I've heard that countless times watching drawing tutorials since I started getting interested in drawing. And it's for real. Of course, this isn't just for artists, it applies to anything. But it just hits different when you're in the same line of work."
"Tamad ako so i havent really improved all that much pero looking at where i started and where i am at now, it's definitely progress. Tamad as in nawawala wala ung motivation ko sa pagdrawing :') before esbi, it was probably since jan when i last drew then came","I'm lazy, so I haven't really improved all that much, but looking at where I started and where I am now, it's definitely progress. Lazy as in my motivation for drawing comes and goes :') Before Esbi, it was probably since January when I last drew, then came..."
"Pablo's bday where i drew him. Tas ngayong nasa fandom na ko i probably have drawn around 5+ fanarts in just 3 months :') 
Grabe motivation ko dahil sa sb19. Tas ung mga joke na den na ""nakakahiya naman sa esbi kung tamad ako” 😂 nakakamotivate din cause we know","Pablo's birthday where I drew him. And now that I'm in the fandom, I've probably drawn around 5+ fanarts in just 3 months :') My motivation is so strong because of SB19. And even the jokes like ""it'd be embarrassing for Esbi if I'm lazy"" 😂 are motivating too because we know..."
"What they went through just to get to where they are now. Pure hardwork and determination, which is why we cant help but support them and in return, they also support us mentally. Kahit hindi nila tayo kilala isa isa, kahit hindi nila alam lahat ng kwento natin,","What they went through just to get to where they are now. Pure hard work and determination, which is why we can't help but support them, and in return, they also support us mentally. Even if they don't know each of us individually, even if they don't know all our stories,"
Alam nilang pahinga at inspirasyon natin sila. And paulit ulit din namn nilang sinasabi na tayo din ang motivation nila alongside their family friends and co members.,"They know we find rest and inspiration in them. And they repeatedly say that we are also their motivation, alongside their family, friends, and co-members."
Basta un ewan ko po kung anong point ko dito HAHAHHAAHHAA KEEP LOVING SB19 NALANG 🤩,"Anyway, I don't know what my point is here HAHAHHAAHHAA Just keep loving SB19 🤩"
I don't know what to think at this point. Parang bumabaligtad ang mundo. Ang utak ng matatanda parang mas bata pa sa pag-iisip ng mga nakakabata.,I don't know what to think at this point. It feels like the world is turning upside down. The minds of the elders seem even younger than the minds of the youth.
Mga utak talangka! Kainis manood basta may ganyan.,Crab mentality! It's annoying to watch when there's that kind of stuff.
Yes totoo parang iba na naiisip ko .. ang gusto ko lang may makausap din ako kasi hirap na hirap na din ako tangina😭,"Yes, it's true, I think differently now... I just want someone to talk to because I'm really struggling, damn it 😭"
"Even sa ormoc City, ayon kay Lucy torres, s'ya ang unang nagpa abot ng tulong,kahit wala s'yang position sa gobyerno that time,s'ya lang namn ang une nagpa hatid ng tulong saknila,hindi yn binabalita, kase,good deeds,negative lng kase hinhanap ng mainstream media is sknya.","Even in Ormoc City, according to Lucy Torres, she was the first to extend help, even without a government position at that time; she was the only one who first brought them aid. This isn't reported because good deeds are not what mainstream media looks for; they only look for negative things about her."
Ano ba nangyari sa Ormoc nung 2016 to 2021? Yung bang nagawa nya eh hindi nagawa nga ibang kandidato? Sobra bang angat yung sa iba?,"What happened in Ormoc from 2016 to 2021? What she accomplished, did other candidates fail to do? Was her achievement significantly better than others?"
Enough na ba yun para masabing handa sya at puedeng maging magiling na presidente kung nagawa din ng ibang kanditato or mas higit pa ang ibang kandidato sa nagawa nya?,Is that enough to say she's ready and can be a good president if other candidates did the same or even more than what she did?
"He has a reason.,at alam nmin na kaya n'ya, kung kay Leni, naniniwala kayo,mas naniniwala nmn kami kay BBM na kaya n'ya...let the majority decide.kaya nga may botohan e,majority wins.
invidious.tiekoetter.com/lJtkamUZwvo","He has a reason, and we know he can do it. If you believe in Leni, then we believe in BBM even more that he can do it... let the majority decide. That's why there's an election, majority wins. invidious.tiekoetter.com/lJtkamUZwvo"
Presidential aspirant Bong Bong Marcos visits Batangas. @gmanews,Presidential aspirant Bong Bong Marcos visits Batangas. @gmanews
@MagnoliaZoleta baka gusto mong matulad ni Mr.Enchong Dee...,@MagnoliaZoleta You might end up like Mr. Enchong Dee...
Hakot yan. Galing yan sa caravan nila. Sila sila lang yun. Kala mo marami.,That's a 'hakot' crowd. It came from their caravan. It's just them. You think it's a lot of people.
"Toinks, edi sige, yan gusto n'yo paniwalaan haha,. Hello nlang sainyo ✋ jan lng kayo, basta kami legit,. Wag n'yo kami Igaya sainyo 😂","Oh, fine, if that's what you want to believe, haha. Hello to you ✋ stay there, because we're legitimate. Don't compare us to yourselves 😂"
Hakot yan halata naman. Meron pang uniform.,That's clearly a 'hakot' crowd. They even have uniforms.
"Sorry, wag mo Igaya sa iba ang bbm supporters, we support him with all our hearts. Hindi man kami nakapunta dahil may work kami,pero aware kami sa mga kaganapn dito sa Macau. Natural uniform ang kulay, wear red nga e🤣
#BBMSigawNgBayan","Sorry, don't compare BBM supporters to others, we support him with all our hearts. Even if we couldn't go because we had work, we are aware of what's happening here in Macau. Of course the uniform is colored, we wear red anyway 🤣 #BBMSigawNgBayan"
Bakit si BBM? Ano ba yung matunog at magandang nagawa nya na masasabi natin naka tulong sa bansa sa from 2016 to 2021? Baka kasi hindi alam ng lahat.,Why BBM? What significant and good things has he done that we can say helped the country from 2016 to 2021? Maybe not everyone knows.
"FYI, bbm was not in government service on that time, 2016 - 2021,. Ano nagawa n'ya? Sa govt. Wala, kase wala s'ya sa govt. Service that period of time, but in crisis and calamities,?andun s'ya,taal volcano,isabela calamities, he's trying to give help like others in govt.","FYI, BBM was not in government service at that time, 2016 - 2021. What did he do? In government, nothing, because he wasn't in government service during that period. But in crises and calamities? He was there, Taal Volcano, Isabela calamities, he's trying to give help like others in government."
he is not consistent sa paggawa at pagtulong. Ginagawa lang nya minsan kung meron sya makukuha. Wala yatang kaibigan na mahirap yan. Ang circle of friends nyan mga alta sociedad.,He's not consistent in doing and helping. He only does it sometimes if he can get something out of it. He probably doesn't have poor friends. His circle of friends are high society.
"Really?Well, ano ba aasahan namin na good comments sa mga haters ng mga marcos?😅kahit anong gawin n'ya,good or bad,they only focus on negative things about them 😅. There is no point to argue with you then.support who you want,ganundin kami,.👍😊👌#BBMisMyPresident","Really? Well, what good comments do you expect from Marcos haters? 😅 No matter what he does, good or bad, they only focus on the negative things about them 😅. There's no point in arguing with you then. Support who you want, and so will we. 👍😊👌 #BBMisMyPresident"
Haha parang Hindi ko mapapanood yung 6am ah HAHAHSHHD,"Haha, I don't think I'll be able to watch the 6 AM one HAHAHSHHD"
Pangulong Duterte iniutos sa local officials na bumili ng pagkain para sa mga magpapabakuna kontra #COVID19 #BalitangPromdi #SamaSamaTayoPilipino,President Duterte ordered local officials to buy food for those getting vaccinated against #COVID19 #BalitangPromdi #SamaSamaTayoPilipino
Panibagong supplies para sa mga sundalo sa barko sa Ayungin shoal naihatid na #BalitangPromdi #SamaSamaTayoPilipino,New supplies for soldiers on the ship in Ayungin Shoal have been delivered #BalitangPromdi #SamaSamaTayoPilipino
Hubadera na girl? Parang no apil na ke pogi! Di ka na nun babalikan kaya kapit ka mabuti ke hito haha,"You're a girl who exposes herself? It seems like the handsome guy won't care anymore! He won't come back to you, so hold on tightly to the catfish haha."
"KUNG IKAW AY MAY UTANG SA UPA DAHIL SA COVID-19, MAG-APPLY NGAYON PARA SA CA COVID-19 RENT RELIEF SA: housing.ca.gov.  Tumanggap ng tulong para MABAYARAN ng 100% ang iyong mga nahuhuling bayad sa upa at utilidad.
#rentrelief #sfrent (1/3)","IF YOU OWE RENT DUE TO COVID-19, APPLY NOW FOR CA COVID-19 RENT RELIEF AT: housing.ca.gov. Receive help to PAY 100% of your overdue rent and utilities. #rentrelief #sfrent (1/3)"
"DISCLAIMER: Kung nag-apply kayo para sa tulong sa upa mula sa programa ng San Francisco lamang, kinakailangan kayong mag-apply rin sa CA COVID-19 Rent Relief program ng estado sa: housing.ca.gov.  (2/3)","DISCLAIMER: If you applied for rent assistance from the San Francisco program only, you are required to also apply to the state's CA COVID-19 Rent Relief program at: housing.ca.gov. (2/3)"
"Para sa impormasyon tungkol sa iyong aplikasayon sa ng programang panlunsod, bumisita sa: sf.gov/information/faqs-appl…  (3/3)","For information about your application to the city program, visit: sf.gov/information/faqs-appl… (3/3)"
"malapit na fiesta samin, di ako papayag na ibang softdrinks ang iserve, pepsi lang dapat ✊😂
FOUR DAYS TO OUR ZONE
@SB19Official #SB19
#SB19OZMediaCon
#SB19OZAnnivConcert #SB19Anniv3rsary","It's almost fiesta in our place, I won't allow any other soft drinks to be served, it has to be Pepsi ✊😂 FOUR DAYS TO OUR ZONE @SB19Official #SB19 #SB19OZMediaCon #SB19OZAnnivConcert #SB19Anniv3rsary"
"Para sa ekonomiya ng Esbi at Pepsi!!! ✊😂
@SB19Official #SB19
#Bazinga_SB19",For the economy of Esbi and Pepsi!!! ✊😂 @SB19Official #SB19 #Bazinga_SB19
taena gusto ko maglaro ng gen 5 para sa mga music nilaaa,"Damn, I want to play Gen 5 for their music!"
Parang gusto kong magupgrade to iPhone 13 pro max. Bilhin nyo na 12pm ko HAHA,I feel like upgrading to an iPhone 13 Pro Max. Buy my 12 PM already HAHA
The Princess Switch marathon tonight.,The Princess Switch marathon tonight.
ganyan din pinanood ko ngayon kakatapos lang 😅🥰😍😘,I just finished watching that too right now 😅🥰😍😘
nasa GResidences k pala … hehe 🥰😍😘,"Oh, you're at GResidences then... hehe 🥰😍😘"
🥰😍😘,🥰😍😘
parang gusto ko maligaw sa QC hehehe 😅🥰😍😘,I feel like getting lost in QC hehehe 😅🥰😍😘
Half a year feels like more than a year 🥰 dahil sa lagi ko kayong kausap parang ang tagal tagal ko na kayong kilala ❤️,"Half a year feels like more than a year 🥰 because I talk to you all so often, it feels like I've known you for a long, long time ❤️"
"Ayoko talaga i kasal kase alam kong forever and ever na yun dito pa Pinas. Parang may blockage tong Pinas sa ibang mga bansa kase pwede mag divorce ron, dito lang hindi so kung yayamanin ka, talagang pipiliin mo mag pakasal sa ibang bansa","I really don't want to get married because I know it's forever and ever here in the Philippines. It's like the Philippines has a blockage compared to other countries because you can get a divorce there, but not here, so if you're wealthy, you'd really choose to get married abroad."
"Puro kase magagarbong kasal nakikita ko sa FB tas panget pala ugali ng asawa mo, yikes","I keep seeing extravagant weddings on Facebook, then it turns out the spouse has a terrible personality, yikes."
i love you and runaway concept ganorn also i'm a sucker for blood sweat and tears concept tsaka drunk-dazed parang subtle vampire keme tsaka ung regular ng nct bet din also 0x1=lovesong ofc,"I love the 'you and runaway' concept, and I'm a sucker for the 'Blood, Sweat & Tears' concept, and 'Drunk-Dazed' for that subtle vampire vibe, and NCT's 'Regular' is a favorite too, and '0x1=LOVESONG' of course."
Dapat kasi nilinaw kung ano yung issue and sino ang involved. Hindi ganito na magaassume lang sila kung sino ang nag overstep sa boundaries. Tapos yung mismong taong involved pa may pasimuno na iredirect sa ibang tao ang blame. ARGGHH!!!,They should have clarified what the issue was and who was involved. Not like this where they'll just assume who overstepped boundaries. And then the person actually involved initiates redirecting the blame to others. ARGGHH!!!
Tama .iniisip tlaga ng mga HMs yung boundaries para sa KYJi yun,That's right. The HMs really thought about the boundaries for KYJi.
"If PBB thought na matatapos nalang agad issue with TJ, nagkamali sila kasi kada araw may ginagawa siya na kabbwisitan talaga ng lahat. Pretending to be a kuya pero in reality meddling lang sa buhay ng iba.","If PBB thought the issue with TJ would end quickly, they were wrong because every day he does something that truly irritates everyone. Pretending to be an older brother but in reality just meddling in others' lives."
"Nanaginip na naman ako. Nakakakilabot. 
Ang setting ng panaginip ko nasa may kalsada ako sa may Villa Crispina Subd. San Cristobal (malapit sa dati naming bahay)  gabi na yun pero may mga tao pa sa labas ng bahay. Maya maya, rinig na rinig ko ung lakas ng pagsabog pati na rin","I had a dream again. It was chilling. The setting of my dream was on a street in Villa Crispina Subd. San Cristobal (near our old house). It was night, but there were still people outside their houses. A moment later, I distinctly heard the loud explosion and also..."
"Yung sigaw ng mga tao. After ng malakas na pagsabog, kitang kita ko yung lupang nabibiyak, halos kulay apoy. Then parang may narinig akong announcement na lumikas na daw at lumayo kasi after 12 minutes na exposure, maaari daw madeads. Napakaklaro ng oanaginip ko.","The screams of the people. After the loud explosion, I clearly saw the ground cracking, almost like fire. Then I think I heard an announcement to evacuate and stay away because after 12 minutes of exposure, one could die. My dream was very clear."
"Lord, wag naman po sana. Biglaang panaginip na naman. 🥺🥺🥺","Lord, please no. Another sudden dream. 🥺🥺🥺"
PARANG TULOG PA YUNG IBA,IT SEEMS SOME ARE STILL ASLEEP
same³ talaga 'yung track na magpaparamdam sa'yo na parang gusto mo na magpakasal e HAHSHS,"That track truly makes you feel like you want to get married, HAHSHS."
"Ay parang masarap manood fifty shades ng ganitong oras 
open.spotify.com/track/55n9y…",I feel like watching Fifty Shades at this hour. open.spotify.com/track/55n9y…
Charot. Hahahaha.,Just kidding. Hahahaha.
"KD was supposed to talk to her again but dumating ulit sila TJ so Anji said she just wanna be alone nalang so umalis muna si KD, bumalik sila TJ forcing her to go inside the room na when she said she'll follow in a while. LOOK AT KD AT THE BOYS BEDROOM!!","KD was supposed to talk to her again but TJ and his friends came back so Anji said she just wanted to be alone so KD left for a bit, then TJ and his friends came back, forcing her to go inside the room when she said she'd follow in a while. LOOK AT KD IN THE BOYS' BEDROOM!!"
and the way they handled anji's breakdown na parang kasalan talaga nya why nangyari am I the only one who thinks this is gaslighting?,"And the way they handled Anji's breakdown as if it was really her fault why it happened, am I the only one who thinks this is gaslighting?"
hoy gagu anyare kakagising ko lang😢😢😢,"Hey, what happened? I just woke up 😢😢😢"
NAROBBED ULIT TAYO PUTCHA,"WE WERE ROBBED AGAIN, DAMN IT!"
LAGI NAMAN EH POCHA KAPANGET KA BONDING,"ALWAYS, DAMN IT, SO ANNOYING TO BOND WITH!"
"GRABE KA. ANG SAKIT NG PAKIRAMDAM
GRABE YUNG HINANAKIT KO. PARANG PINALAMON AKO NG ACIDO",YOU'RE TOO MUCH. I FEEL SO MUCH PAIN. MY HEARTACHE IS SO INTENSE. IT FEELS LIKE I WAS FED ACID.
HA???,HUH???
I MEAN YUNG NA FEEL KO YUNG NA LAMAN KO NA ISA LANG ANG NOM.,"I MEAN, WHAT I FELT, WHAT I FOUND OUT, THAT THERE WAS ONLY ONE NOM."
But you're always prettyyy,But you're always prettyyy
Mentally and physically exhausted. This isn’t good. Nawawalan na ako ng gana. Beyond burned out. And this isn’t even my day job. Parang handa na akong tumigil muna.,Mentally and physically exhausted. This isn’t good. I’m losing my drive. Beyond burned out. And this isn’t even my day job. I feel like I’m ready to stop for a while.
ang sabi ko bias wrecker ko si Karina pero bakit parang onti onti ko na siyang nagiging bias talaga,"I said Karina was my bias wrecker, but why does it feel like she's slowly becoming my actual bias?"
Tanggapin mo nlng na bias mo siya...wag na pahirapan ang sarili 😌,Just accept that she's your bias... don't make it harder for yourself 😌
ang hirap pumili ng bias mare kung apat silang mahal na mahal ko 😭✋🏻,"It's hard to choose a bias, girl, when I love all four of them so much 😭✋🏻"
"ay may bias kayo,, gagi wag—","Oh, you have a bias? Dude, don't—"
hindi matutulog para sa enha!😭🔪,Not sleeping for Enha! 😭🔪
GOOGLE HOW TO SURVIVE THIS,GOOGLE HOW TO SURVIVE THIS
AAAAA katatapos ko lang ng ep 4 huhuhu mahal ko na sila,AAAAA I just finished episode 4 huhuhu I already love them
ako rin!!! kakatapos ko lang gdjshs mahal na mahal ko na rin sila 🥺 kinikilig ako super grabe ang gandaaaaa,"Me too!!! I just finished it gdjshs I love them so much too 🥺 I'm super giddy, it's so beautifulaaaaa"
ako din kinilig ako huhuhu sinimulan ko siya kasi number 1 sila dun sa listahan ng kdramas tapos nainterest ako kasi relatively fresh faces and it didnt disappoint huhuHUHU saktong comedy saktong romance saktong serious vibes huhu,"Me too, I got giddy huhuhu I started it because they were number 1 on the KDrama list, and I got interested because of the relatively fresh faces, and it didn't disappoint huhuHUHU just the right amount of comedy, just the right amount of romance, just the right amount of serious vibes huhu"
"huyyy sobrang agree ron sa sakto yung comedy, romance and serious vibes niya like ang ganda ng pagkakatimpla!!! 😩😩😩 sinimulan ko rin siya kasi ang dami nagsasabi na super ganda raw tsaka nakita ko na mataas ratings niya AT HINDI TALAGA AKO NAGSISI AAAAAAH","Oh my gosh, I totally agree about the perfect blend of comedy, romance, and serious vibes, like the mix is so good!!! 😩😩😩 I also started it because so many people said it was really good, and I saw that its ratings were high, AND I REALLY DON'T REGRET IT AAAAAAH"
ANG GALING DIN NILA BOTH MAG ACTING PLS tapos ang swabe ni gurl ang ganda ng speaking voice niya... tapos PANG WATTPAD YUNG DYNAMIC HAHAHA yung mga enemies to lovers pero royalty HUHU cute talaga shet,"THEY'RE BOTH SO GOOD AT ACTING, PLEASE. And the girl is so smooth, her speaking voice is beautiful... and the dynamic is STRAIGHT OUT OF WATTPAD HAHAHA, like enemies to lovers but royalty HUHU so cute, damn."
"HALAAAAA DIBAAA GANYAN DIN YUNG FEELS KO LIKE IBA EH MAY IBA TALAGA SA DYNAMIC NILANG DALAWA NA MAKAKAPUKAW NG INTEREST MO 😩 VERY TRUE GALING NILA UMACTING SOBRANG EFFECTIVE NUNG COMEDY, ROMANCE AT SERIOUS VIBES NILA AAAAAAAH","HALAAAAA RIGHT?! I FEEL THE SAME WAY, LIKE IT'S DIFFERENT, THERE'S REALLY SOMETHING ABOUT THEIR DYNAMIC THAT WILL PIQUE YOUR INTEREST 😩 IT'S VERY TRUE, THEY'RE GREAT AT ACTING, THEIR COMEDY, ROMANCE, AND SERIOUS VIBES ARE SO EFFECTIVE AAAAAAAH"
Parang masarap ka naman aa...,You seem delicious...
inoverthink k p yung sg pero cge last n 2 goodnight n tlgah maya na ulit natin prob5hin kung deserving b tlga tayo para s szn greetings n yan yawa kc,"I overthought the SG again, but okay, this is the last one, goodnight for real. We'll deal with whether we really deserve that season's greetings later, damn it."
parang may mali pero ano nmn nauuna p kc matulog yung utak q kesa s katawan ok bye,"Something feels wrong, but what is it? My brain always goes to sleep before my body. Okay, bye."
ang ganda ng hold you accountable ni alluringli 😳🖤,Alluringli's 'Hold You Accountable' is beautiful 😳🖤
"yes po, mine sarathiel HAHAHAHAHAHHAHAHAHAjk","Yes, mine is Sarathiel HAHAHAHAHAHHAHAHAHAjk"
HAHAHAHAHAHAHA ANG CUTE NG STORY 😭 PARANG BET KO SI GIO HIHIHI,HAHAHAHAHAHAHA THE STORY IS SO CUTE 😭 I THINK I LIKE GIO HIHIHI
sa sobrang yamot ko parang gusto kong mag video ng peta sa PE,I'm so annoyed I feel like making a PETA video for PE.
"facebook.com/100068916608740…
SOCA PARANG FETE ...",facebook.com/100068916608740… SOCA IS LIKE A FETE...
