# of Actual Tweets,Twitter Links,id,split,Tweet Status,Original Taglish Tweet,Preprocessed Taglish Tweet,English Translation,Comments
,https://twitter.com/i/web/status/1463233638116446210,1.4632336381164462e+18,"(0.375, 0.375, 0.25)",,,,,
,https://twitter.com/i/web/status/1463233611876876291,1.4632336118768763e+18,"(0.0, 0.8888888888888888, 0.1111111111111111)",,,,,
,https://twitter.com/i/web/status/1463233586560376832,1.4632335865603768e+18,"(0.0, 0.5, 0.5)",,,,,
,https://twitter.com/i/web/status/1463233555635793921,1.463233555635794e+18,"(0.16666666666666666, 0.3333333333333333, 0.5)",,,,,
,https://twitter.com/i/web/status/1463233532336082948,1.4632335323360827e+18,"(0.0, 1.0, 0.0)",,,,,
,https://twitter.com/i/web/status/1463233526401167363,1.463233526401167e+18,"(0.020833333333333332, 0.7083333333333334, 0.2708333333333333)",,,,,
,https://twitter.com/i/web/status/1463233518335512578,1.4632335183355123e+18,"(0.125, 0.375, 0.5)",,,,,
,https://twitter.com/i/web/status/1463233499599556610,1.4632334995995566e+18,"(0.1111111111111111, 0.7777777777777778, 0.1111111111111111)",,,,,
,https://twitter.com/i/web/status/1463233475717496832,1.4632334757174968e+18,"(0.3076923076923077, 0.46153846153846156, 0.23076923076923078)",,,,,
,https://twitter.com/i/web/status/1463233440833224713,1.4632334408332247e+18,"(0.16666666666666666, 0.3333333333333333, 0.5)",,,,,
,https://twitter.com/i/web/status/1463233411674345474,1.4632334116743455e+18,"(0.1, 0.3, 0.6)",,,,,
,https://twitter.com/i/web/status/1463233404070084613,1.4632334040700846e+18,"(0.0, 0.75, 0.25)",,,,,
,https://twitter.com/i/web/status/1463233357001617414,1.4632333570016174e+18,"(0.0, 0.625, 0.375)",,,,,
,https://twitter.com/i/web/status/1463233334738178050,1.463233334738178e+18,"(0.0, 0.625, 0.25)",,,,,
,https://twitter.com/i/web/status/1463233276852596740,1.4632332768525967e+18,"(0.2222222222222222, 0.3333333333333333, 0.4444444444444444)",,,,,
,https://twitter.com/i/web/status/1463233274315108352,1.4632332743151084e+18,"(0.07142857142857142, 0.6785714285714286, 0.17857142857142858)",,,,,
,https://twitter.com/i/web/status/1463233260255805440,1.4632332602558054e+18,"(0.0, 0.6, 0.4)",,,,,
,https://twitter.com/i/web/status/1463233247748538375,1.4632332477485384e+18,"(0.68, 0.32, 0.0)",,,,,
,https://twitter.com/i/web/status/1463233245836103680,1.4632332458361037e+18,"(0.3157894736842105, 0.4473684210526316, 0.21052631578947367)",,,,,
,https://twitter.com/i/web/status/1463233230266458114,1.463233230266458e+18,"(0.3877551020408163, 0.3877551020408163, 0.20408163265306123)",,,,,
,https://twitter.com/i/web/status/1463233209102077960,1.463233209102078e+18,"(0.47058823529411764, 0.47058823529411764, 0.058823529411764705)",,,,,
,https://twitter.com/i/web/status/1463233161815465984,1.463233161815466e+18,"(0.7142857142857143, 0.14285714285714285, 0.14285714285714285)",,,,,
,https://twitter.com/i/web/status/1463233137232670720,1.4632331372326707e+18,"(0.0, 0.7272727272727273, 0.18181818181818182)",,,,,
,https://twitter.com/i/web/status/1463233123190149120,1.463233123190149e+18,"(0.0, 0.6, 0.2)",,,,,
,https://twitter.com/i/web/status/1463233103909261312,1.4632331039092613e+18,"(0.14285714285714285, 0.7142857142857143, 0.14285714285714285)",,,,,
,https://twitter.com/i/web/status/1463233102126333952,1.463233102126334e+18,"(0.0, 0.9, 0.1)",,,,,
,https://twitter.com/i/web/status/1463233091707695106,1.463233091707695e+18,"(0.0, 0.9, 0.1)",,,,,
,https://twitter.com/i/web/status/1463233077333741571,1.4632330773337416e+18,"(0.058823529411764705, 0.6470588235294118, 0.29411764705882354)",,,,,
,https://twitter.com/i/web/status/1463233059361198085,1.463233059361198e+18,"(0.3, 0.4, 0.3)",,,,,
,https://twitter.com/i/web/status/1463233048246308864,1.4632330482463089e+18,"(0.0, 0.8648648648648649, 0.13513513513513514)",,,,,
,https://twitter.com/i/web/status/1463233045981401088,1.463233045981401e+18,"(0.0, 0.75, 0.25)",,,,,
,https://twitter.com/i/web/status/1463233039903825920,1.463233039903826e+18,"(0.0, 0.3333333333333333, 0.6666666666666666)",,,,,
,https://twitter.com/i/web/status/1463233038532284417,1.4632330385322844e+18,"(0.3333333333333333, 0.5, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463232970249031680,1.4632329702490317e+18,"(0.0, 0.9333333333333333, 0.06666666666666667)",,,,,
,https://twitter.com/i/web/status/1463232945045442560,1.4632329450454423e+18,"(0.14285714285714285, 0.42857142857142855, 0.2857142857142857)",,,,,
,https://twitter.com/i/web/status/1463232932764536835,1.4632329327645368e+18,"(0.2222222222222222, 0.3333333333333333, 0.4444444444444444)",,,,,
,https://twitter.com/i/web/status/1463232923545473027,1.463232923545473e+18,"(0.3333333333333333, 0.4444444444444444, 0.2222222222222222)",,,,,
,https://twitter.com/i/web/status/1463232911474266113,1.463232911474266e+18,"(0.1, 0.5, 0.4)",,,,,
,https://twitter.com/i/web/status/1463232880079945728,1.4632328800799457e+18,"(0.0, 0.42857142857142855, 0.5714285714285714)",,,,,
,https://twitter.com/i/web/status/1463232868398759943,1.46323286839876e+18,"(0.04, 0.72, 0.2)",,,,,
,https://twitter.com/i/web/status/1463232866762956801,1.4632328667629568e+18,"(0.0, 0.6666666666666666, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463232864913215489,1.4632328649132155e+18,"(0.0, 0.8461538461538461, 0.07692307692307693)",,,,,
,https://twitter.com/i/web/status/1463232837075681285,1.4632328370756813e+18,"(0.2222222222222222, 0.6666666666666666, 0.1111111111111111)",,,,,
,https://twitter.com/i/web/status/1463232810290798594,1.4632328102907983e+18,"(0.0, 0.7142857142857143, 0.2857142857142857)",,,,,
,https://twitter.com/i/web/status/1463232780192518146,1.463232780192518e+18,"(0.16666666666666666, 0.8333333333333334, 0.0)",,,,,
,https://twitter.com/i/web/status/1463232760345030657,1.4632327603450307e+18,"(0.375, 0.625, 0.0)",,,,,
,https://twitter.com/i/web/status/1463232716833378307,1.4632327168333783e+18,"(0.0, 0.6666666666666666, 0.2222222222222222)",,,,,
,https://twitter.com/i/web/status/1463232713633132545,1.4632327136331323e+18,"(0.4, 0.2, 0.4)",,,,,
,https://twitter.com/i/web/status/1463232706796396546,1.4632327067963963e+18,"(0.0, 0.4, 0.6)",,,,,
,https://twitter.com/i/web/status/1463232685585756163,1.463232685585756e+18,"(0.0, 1.0, 0.0)",,,,,
,https://twitter.com/i/web/status/1463232641524666374,1.4632326415246664e+18,"(0.07142857142857142, 0.6428571428571429, 0.21428571428571427)",,,,,
,https://twitter.com/i/web/status/1463232636797657093,1.463232636797657e+18,"(0.0, 1.0, 0.0)",,,,,
,https://twitter.com/i/web/status/1463232610549698560,1.4632326105496983e+18,"(0.375, 0.25, 0.375)",,,,,
,https://twitter.com/i/web/status/1463232600508559361,1.463232600508559e+18,"(0.10526315789473684, 0.5, 0.3684210526315789)",,,,,
,https://twitter.com/i/web/status/1463232569638473730,1.4632325696384737e+18,"(0.0, 0.4, 0.6)",,,,,
,https://twitter.com/i/web/status/1463232567570681858,1.4632325675706819e+18,"(0.2631578947368421, 0.47368421052631576, 0.21052631578947367)",,,,,
,https://twitter.com/i/web/status/1463232550105587714,1.4632325501055877e+18,"(0.1, 0.6, 0.3)",,,,,
,https://twitter.com/i/web/status/1463232533450358784,1.4632325334503588e+18,"(0.16666666666666666, 0.16666666666666666, 0.6666666666666666)",,,,,
,https://twitter.com/i/web/status/1463232501980094465,1.4632325019800945e+18,"(0.13043478260869565, 0.5, 0.3695652173913043)",,,,,
,https://twitter.com/i/web/status/1463232493524381698,1.4632324935243817e+18,"(0.2222222222222222, 0.4444444444444444, 0.2222222222222222)",,,,,
,https://twitter.com/i/web/status/1463232470686466048,1.463232470686466e+18,"(0.08, 0.68, 0.24)",,,,,
,https://twitter.com/i/web/status/1463232455746355205,1.4632324557463552e+18,"(0.0, 0.5, 0.5)",,,,,
,https://twitter.com/i/web/status/1463232439489208325,1.4632324394892083e+18,"(0.15384615384615385, 0.6923076923076923, 0.15384615384615385)",,,,,
,https://twitter.com/i/web/status/1463232435806629888,1.46323243580663e+18,"(0.0, 0.3333333333333333, 0.6666666666666666)",,,,,
,https://twitter.com/i/web/status/1463232392382930947,1.4632323923829307e+18,"(0.5, 0.5, 0.0)",,,,,
,https://twitter.com/i/web/status/1463232390403297283,1.4632323904032973e+18,"(0.16666666666666666, 0.6111111111111112, 0.2222222222222222)",,,,,
,https://twitter.com/i/web/status/1463232387932823554,1.4632323879328236e+18,"(0.3125, 0.4375, 0.1875)",,,,,
,https://twitter.com/i/web/status/1463232382740451341,1.4632323827404513e+18,"(0.125, 0.4375, 0.375)",,,,,
,https://twitter.com/i/web/status/1463232373425082368,1.4632323734250824e+18,"(0.0, 0.7333333333333333, 0.26666666666666666)",,,,,
,https://twitter.com/i/web/status/1463232364075651072,1.463232364075651e+18,"(0.0, 0.8333333333333334, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463232357004021760,1.4632323570040215e+18,"(0.0, 0.6, 0.4)",,,,,
,https://twitter.com/i/web/status/1463232309411209219,1.4632323094112092e+18,"(0.1111111111111111, 0.5555555555555556, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463232303035928576,1.4632323030359283e+18,"(0.29411764705882354, 0.4117647058823529, 0.23529411764705882)",,,,,
,https://twitter.com/i/web/status/1463232295087738883,1.463232295087739e+18,"(0.18181818181818182, 0.5454545454545454, 0.2727272727272727)",,,,,
,https://twitter.com/i/web/status/1463232292030009345,1.463232292030009e+18,"(0.0, 0.6666666666666666, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463232261302939648,1.4632322613029396e+18,"(0.5, 0.4, 0.0)",,,,,
,https://twitter.com/i/web/status/1463232260149186562,1.4632322601491863e+18,"(0.7804878048780488, 0.04878048780487805, 0.17073170731707318)",,,,,
,https://twitter.com/i/web/status/1463232244856754182,1.463232244856754e+18,"(0.2777777777777778, 0.3888888888888889, 0.2777777777777778)",,,,,
,https://twitter.com/i/web/status/1463232242801545220,1.4632322428015452e+18,"(0.5555555555555556, 0.3333333333333333, 0.1111111111111111)",,,,,
,https://twitter.com/i/web/status/1463232241081847815,1.4632322410818478e+18,"(0.0, 0.625, 0.25)",,,,,
,https://twitter.com/i/web/status/1463232235755032577,1.4632322357550323e+18,"(0.0, 0.75, 0.25)",,,,,
,https://twitter.com/i/web/status/1463232233414692867,1.4632322334146929e+18,"(0.2, 0.4, 0.4)",,,,,
,https://twitter.com/i/web/status/1463232220722720775,1.4632322207227208e+18,"(0.0, 0.8333333333333334, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463232171796144128,1.463232171796144e+18,"(0.0, 0.8, 0.2)",,,,,
,https://twitter.com/i/web/status/1463232150061281280,1.4632321500612813e+18,"(0.05, 0.5, 0.45)",,,,,
,https://twitter.com/i/web/status/1463232141123538944,1.4632321411235387e+18,"(0.0, 0.5, 0.5)",,,,,
,https://twitter.com/i/web/status/1463232130801188869,1.4632321308011889e+18,"(0.0, 0.5, 0.5)",,,,,
,https://twitter.com/i/web/status/1463232120411754501,1.4632321204117545e+18,"(0.125, 0.75, 0.125)",,,,,
,https://twitter.com/i/web/status/1463232116842373120,1.463232116842373e+18,"(0.0, 1.0, 0.0)",,,,,
,https://twitter.com/i/web/status/1463232108554428417,1.4632321085544284e+18,"(0.0, 0.625, 0.375)",,,,,
,https://twitter.com/i/web/status/1463232098173476869,1.4632320981734769e+18,"(0.125, 0.5, 0.375)",,,,,
,https://twitter.com/i/web/status/1463232095401091074,1.463232095401091e+18,"(0.0, 0.5454545454545454, 0.36363636363636365)",,,,,
,https://twitter.com/i/web/status/1463232089084416005,1.463232089084416e+18,"(0.21739130434782608, 0.43478260869565216, 0.34782608695652173)",,,,,
,https://twitter.com/i/web/status/1463232084332343296,1.4632320843323433e+18,"(0.5, 0.5, 0.0)",,,,,
,https://twitter.com/i/web/status/1463232053101531142,1.4632320531015311e+18,"(0.2, 0.8, 0.0)",,,,,
,https://twitter.com/i/web/status/1463232052950564869,1.4632320529505649e+18,"(0.0, 0.7142857142857143, 0.2857142857142857)",,,,,
,https://twitter.com/i/web/status/1463232038408912897,1.463232038408913e+18,"(0.875, 0.125, 0.0)",,,,,
,https://twitter.com/i/web/status/1463232025905676288,1.4632320259056763e+18,"(0.5, 0.5, 0.0)",,,,,
,https://twitter.com/i/web/status/1463232016741060615,1.4632320167410606e+18,"(0.2727272727272727, 0.5, 0.22727272727272727)",,,,,
,https://twitter.com/i/web/status/1463231987255103489,1.4632319872551035e+18,"(0.3333333333333333, 0.40476190476190477, 0.23809523809523808)",,,,,
,https://twitter.com/i/web/status/1463231979084648448,1.4632319790846484e+18,"(0.5, 0.2857142857142857, 0.21428571428571427)",,,,,
,https://twitter.com/i/web/status/1463231946893398018,1.463231946893398e+18,"(0.09090909090909091, 0.5454545454545454, 0.36363636363636365)",,,,,
,https://twitter.com/i/web/status/1463231941105225730,1.4632319411052257e+18,"(0.4, 0.6, 0.0)",,,,,
,https://twitter.com/i/web/status/1463231930388791296,1.4632319303887913e+18,"(0.375, 0.375, 0.25)",,,,,
,https://twitter.com/i/web/status/1463231912940834816,1.4632319129408348e+18,"(0.09090909090909091, 0.7272727272727273, 0.18181818181818182)",,,,,
,https://twitter.com/i/web/status/1463231891503525895,1.463231891503526e+18,"(0.3, 0.5, 0.2)",,,,,
,https://twitter.com/i/web/status/1463231879218302978,1.4632318792183027e+18,"(0.14285714285714285, 0.7142857142857143, 0.14285714285714285)",,,,,
,https://twitter.com/i/web/status/1463231877863460865,1.4632318778634609e+18,"(0.08333333333333333, 0.6666666666666666, 0.25)",,,,,
,https://twitter.com/i/web/status/1463231873338208256,1.4632318733382083e+18,"(0.18181818181818182, 0.45454545454545453, 0.3181818181818182)",,,,,
,https://twitter.com/i/web/status/1463231852089544707,1.4632318520895447e+18,"(0.0, 0.75, 0.25)",,,,,
,https://twitter.com/i/web/status/1463231849501650948,1.4632318495016507e+18,"(0.36363636363636365, 0.45454545454545453, 0.18181818181818182)",,,,,
,https://twitter.com/i/web/status/1463231848838926338,1.4632318488389263e+18,"(0.16666666666666666, 0.5, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463231832204328961,1.4632318322043287e+18,"(0.25, 0.75, 0.0)",,,,,
,https://twitter.com/i/web/status/1463231822389604352,1.4632318223896044e+18,"(0.38461538461538464, 0.3076923076923077, 0.3076923076923077)",,,,,
,https://twitter.com/i/web/status/1463231803792052227,1.4632318037920522e+18,"(0.0, 0.6666666666666666, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463231791330828288,1.4632317913308283e+18,"(0.2631578947368421, 0.42105263157894735, 0.3157894736842105)",,,,,
,https://twitter.com/i/web/status/1463231786423492609,1.4632317864234926e+18,"(0.2916666666666667, 0.2916666666666667, 0.4166666666666667)",,,,,
,https://twitter.com/i/web/status/1463231786108874752,1.4632317861088748e+18,"(0.3333333333333333, 0.5, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463231772049641480,1.4632317720496415e+18,"(0.0, 0.6, 0.2)",,,,,
,https://twitter.com/i/web/status/1463231769701130240,1.4632317697011302e+18,"(0.23076923076923078, 0.6153846153846154, 0.15384615384615385)",,,,,
,https://twitter.com/i/web/status/1463231766387322883,1.463231766387323e+18,"(0.2, 0.8, 0.0)",,,,,
,https://twitter.com/i/web/status/1463231739552141319,1.4632317395521413e+18,"(0.16666666666666666, 0.6666666666666666, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463231716898660363,1.4632317168986604e+18,"(0.25, 0.75, 0.0)",,,,,
,https://twitter.com/i/web/status/1463231701929189376,1.463231701929189e+18,"(0.16666666666666666, 0.5, 0.25)",,,,,
,https://twitter.com/i/web/status/1463231690424291329,1.4632316904242913e+18,"(0.2, 0.8, 0.0)",,,,,
,https://twitter.com/i/web/status/1463231596035600385,1.4632315960356004e+18,"(0.18181818181818182, 0.5, 0.3181818181818182)",,,,,
,https://twitter.com/i/web/status/1463231595830149121,1.463231595830149e+18,"(0.2727272727272727, 0.42424242424242425, 0.2727272727272727)",,,,,
,https://twitter.com/i/web/status/1463231580818665475,1.4632315808186655e+18,"(0.25, 0.4166666666666667, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463231579757879296,1.4632315797578793e+18,"(0.08163265306122448, 0.5918367346938775, 0.30612244897959184)",,,,,
,https://twitter.com/i/web/status/1463231575751946241,1.4632315757519462e+18,"(0.0, 0.5, 0.5)",,,,,
,https://twitter.com/i/web/status/1463231534157078529,1.4632315341570785e+18,"(0.15217391304347827, 0.5869565217391305, 0.1956521739130435)",,,,,
,https://twitter.com/i/web/status/1463231525038616577,1.4632315250386163e+18,"(0.6206896551724138, 0.27586206896551724, 0.10344827586206896)",,,,,
,https://twitter.com/i/web/status/1463231487751294984,1.4632314877512947e+18,"(0.75, 0.15, 0.1)",,,,,
,https://twitter.com/i/web/status/1463231482386804737,1.4632314823868047e+18,"(0.5, 0.125, 0.375)",,,,,
,https://twitter.com/i/web/status/1463231473470021632,1.4632314734700216e+18,"(0.16666666666666666, 0.6666666666666666, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463231464313556993,1.4632314643135567e+18,"(0.0, 0.5, 0.4)",,,,,
,https://twitter.com/i/web/status/1463231464221265920,1.463231464221266e+18,"(0.25, 0.5833333333333334, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463231456369537029,1.463231456369537e+18,"(0.2857142857142857, 0.7142857142857143, 0.0)",,,,,
,https://twitter.com/i/web/status/1463231415567355906,1.463231415567356e+18,"(0.05555555555555555, 0.7222222222222222, 0.2222222222222222)",,,,,
,https://twitter.com/i/web/status/1463231400388497408,1.4632314003884974e+18,"(0.3333333333333333, 0.5555555555555556, 0.1111111111111111)",,,,,
,https://twitter.com/i/web/status/1463231377529135105,1.463231377529135e+18,"(0.5, 0.5, 0.0)",,,,,
,https://twitter.com/i/web/status/1463231367748075520,1.4632313677480755e+18,"(0.0, 0.5, 0.25)",,,,,
,https://twitter.com/i/web/status/1463231363515961345,1.463231363515961e+18,"(0.375, 0.25, 0.25)",,,,,
,https://twitter.com/i/web/status/1463231338442485760,1.4632313384424855e+18,"(0.1, 0.4, 0.5)",,,,,
,https://twitter.com/i/web/status/1463231332142616576,1.4632313321426163e+18,"(0.47368421052631576, 0.3157894736842105, 0.21052631578947367)",,,,,
,https://twitter.com/i/web/status/1463231283568386050,1.463231283568386e+18,"(0.0, 0.3333333333333333, 0.6666666666666666)",,,,,
,https://twitter.com/i/web/status/1463231278489112577,1.4632312784891123e+18,"(0.0, 1.0, 0.0)",,,,,
,https://twitter.com/i/web/status/1463231276429709315,1.4632312764297093e+18,"(0.5, 0.5, 0.0)",,,,,
,https://twitter.com/i/web/status/1463231272138854401,1.4632312721388544e+18,"(0.25, 0.5, 0.25)",,,,,
,https://twitter.com/i/web/status/1463231252350201861,1.4632312523502019e+18,"(0.4, 0.45, 0.15)",,,,,
,https://twitter.com/i/web/status/1463231226421342208,1.4632312264213422e+18,"(0.25, 0.6666666666666666, 0.08333333333333333)",,,,,
,https://twitter.com/i/web/status/1463231191457271811,1.4632311914572718e+18,"(0.11764705882352941, 0.47058823529411764, 0.35294117647058826)",,,,,
,https://twitter.com/i/web/status/1463231137912741889,1.463231137912742e+18,"(0.3333333333333333, 0.6666666666666666, 0.0)",,,,,
,https://twitter.com/i/web/status/1463231136113430539,1.4632311361134305e+18,"(0.21875, 0.59375, 0.1875)",,,,,
,https://twitter.com/i/web/status/1463231120669962243,1.4632311206699622e+18,"(0.23076923076923078, 0.38461538461538464, 0.38461538461538464)",,,,,
,https://twitter.com/i/web/status/1463231103569780737,1.4632311035697807e+18,"(0.4166666666666667, 0.4166666666666667, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463231095571304450,1.4632310955713044e+18,"(0.1, 0.4, 0.4)",,,,,
,https://twitter.com/i/web/status/1463231076550463488,1.4632310765504635e+18,"(0.09090909090909091, 0.45454545454545453, 0.45454545454545453)",,,,,
,https://twitter.com/i/web/status/1463231056702689281,1.4632310567026893e+18,"(0.08333333333333333, 0.75, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463231032614797312,1.4632310326147973e+18,"(0.14285714285714285, 0.5714285714285714, 0.2857142857142857)",,,,,
,https://twitter.com/i/web/status/1463230952163790854,1.4632309521637908e+18,"(0.05555555555555555, 0.5555555555555556, 0.3888888888888889)",,,,,
,https://twitter.com/i/web/status/1463230930890280962,1.4632309308902807e+18,"(0.0625, 0.4375, 0.5)",,,,,
,https://twitter.com/i/web/status/1463230929535524869,1.4632309295355249e+18,"(0.05263157894736842, 0.5789473684210527, 0.21052631578947367)",,,,,
,https://twitter.com/i/web/status/1463230921646088192,1.463230921646088e+18,"(0.07142857142857142, 0.5, 0.42857142857142855)",,,,,
,https://twitter.com/i/web/status/1463230921482530816,1.4632309214825308e+18,"(0.06666666666666667, 0.8666666666666667, 0.06666666666666667)",,,,,
,https://twitter.com/i/web/status/1463230891002523650,1.4632308910025236e+18,"(0.6428571428571429, 0.21428571428571427, 0.14285714285714285)",,,,,
,https://twitter.com/i/web/status/1463230879980208129,1.463230879980208e+18,"(0.0, 0.8333333333333334, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463230863005470723,1.4632308630054707e+18,"(0.15384615384615385, 0.46153846153846156, 0.38461538461538464)",,,,,
,https://twitter.com/i/web/status/1463230862099566594,1.4632308620995663e+18,"(0.3333333333333333, 0.6666666666666666, 0.0)",,,,,
,https://twitter.com/i/web/status/1463230842583412741,1.4632308425834127e+18,"(0.2727272727272727, 0.45454545454545453, 0.2727272727272727)",,,,,
,https://twitter.com/i/web/status/1463230828260044807,1.4632308282600448e+18,"(0.25, 0.625, 0.125)",,,,,
,https://twitter.com/i/web/status/1463230811168067586,1.4632308111680676e+18,"(0.0, 0.5294117647058824, 0.47058823529411764)",,,,,
,https://twitter.com/i/web/status/1463230806336233474,1.4632308063362335e+18,"(0.2916666666666667, 0.4166666666666667, 0.2916666666666667)",,,,,
,https://twitter.com/i/web/status/1463230789189922819,1.4632307891899228e+18,"(0.5294117647058824, 0.29411764705882354, 0.17647058823529413)",,,,,
,https://twitter.com/i/web/status/1463230788359831552,1.4632307883598316e+18,"(0.0, 0.6, 0.4)",,,,,
,https://twitter.com/i/web/status/1463230785004081153,1.4632307850040812e+18,"(0.6666666666666666, 0.2962962962962963, 0.0)",,,,,
,https://twitter.com/i/web/status/1463230757065801729,1.4632307570658017e+18,"(0.0, 0.8461538461538461, 0.07692307692307693)",,,,,
,https://twitter.com/i/web/status/1463230743019020292,1.4632307430190203e+18,"(0.0, 0.75, 0.25)",,,,,
,https://twitter.com/i/web/status/1463230737126084611,1.4632307371260846e+18,"(0.0, 0.6666666666666666, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463230734810816520,1.4632307348108165e+18,"(0.125, 0.625, 0.125)",,,,,
,https://twitter.com/i/web/status/1463230724706684932,1.463230724706685e+18,"(0.5, 0.5, 0.0)",,,,,
,https://twitter.com/i/web/status/1463230718918594567,1.4632307189185943e+18,"(0.0, 0.8181818181818182, 0.18181818181818182)",,,,,
,https://twitter.com/i/web/status/1463230717110874117,1.463230717110874e+18,"(0.23076923076923078, 0.6153846153846154, 0.15384615384615385)",,,,,
,https://twitter.com/i/web/status/1463230707069644802,1.4632307070696448e+18,"(0.5714285714285714, 0.2857142857142857, 0.14285714285714285)",,,,,
,https://twitter.com/i/web/status/1463230706474434560,1.4632307064744343e+18,"(0.047619047619047616, 0.6190476190476191, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463230656335343619,1.4632306563353436e+18,"(0.047619047619047616, 0.6666666666666666, 0.23809523809523808)",,,,,
,https://twitter.com/i/web/status/1463230611720577025,1.463230611720577e+18,"(0.06666666666666667, 0.7, 0.23333333333333334)",,,,,
,https://twitter.com/i/web/status/1463230600383373312,1.4632306003833733e+18,"(0.125, 0.75, 0.125)",,,,,
,https://twitter.com/i/web/status/1463230567776874499,1.4632305677768745e+18,"(0.0, 0.5, 0.5)",,,,,
,https://twitter.com/i/web/status/1463230555839860736,1.4632305558398607e+18,"(0.0, 0.75, 0.25)",,,,,
,https://twitter.com/i/web/status/1463230531504459778,1.4632305315044595e+18,"(0.25925925925925924, 0.42592592592592593, 0.3148148148148148)",,,,,
,https://twitter.com/i/web/status/1463230528115515396,1.4632305281155151e+18,"(0.15789473684210525, 0.5789473684210527, 0.2631578947368421)",,,,,
,https://twitter.com/i/web/status/1463230518686666752,1.4632305186866668e+18,"(0.0, 0.8571428571428571, 0.14285714285714285)",,,,,
,https://twitter.com/i/web/status/1463230507546669064,1.463230507546669e+18,"(0.17857142857142858, 0.5, 0.32142857142857145)",,,,,
,https://twitter.com/i/web/status/1463230504342228994,1.4632305043422287e+18,"(0.65625, 0.0625, 0.21875)",,,,,
,https://twitter.com/i/web/status/1463230489108516865,1.4632304891085169e+18,"(0.1111111111111111, 0.7222222222222222, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463230485312593921,1.463230485312594e+18,"(0.23076923076923078, 0.5384615384615384, 0.23076923076923078)",,,,,
,https://twitter.com/i/web/status/1463230452072738816,1.4632304520727388e+18,"(0.3333333333333333, 0.2564102564102564, 0.358974358974359)",,,,,
,https://twitter.com/i/web/status/1463230444862910480,1.4632304448629105e+18,"(0.16666666666666666, 0.3333333333333333, 0.5)",,,,,
,https://twitter.com/i/web/status/1463230399966945281,1.4632303999669453e+18,"(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463230383793733635,1.4632303837937336e+18,"(0.32432432432432434, 0.4594594594594595, 0.21621621621621623)",,,,,
,https://twitter.com/i/web/status/1463230373765468160,1.463230373765468e+18,"(0.21739130434782608, 0.43478260869565216, 0.2608695652173913)",,,,,
,https://twitter.com/i/web/status/1463230355582775299,1.4632303555827753e+18,"(0.0, 0.8, 0.2)",,,,,
,https://twitter.com/i/web/status/1463230337836888071,1.463230337836888e+18,"(0.09523809523809523, 0.7142857142857143, 0.19047619047619047)",,,,,
,https://twitter.com/i/web/status/1463230329133563904,1.463230329133564e+18,"(0.12121212121212122, 0.6363636363636364, 0.24242424242424243)",,,,,
,https://twitter.com/i/web/status/1463230328043044867,1.4632303280430449e+18,"(0.09090909090909091, 0.7272727272727273, 0.18181818181818182)",,,,,
,https://twitter.com/i/web/status/1463230300805234691,1.4632303008052347e+18,"(0.2857142857142857, 0.2857142857142857, 0.42857142857142855)",,,,,
,https://twitter.com/i/web/status/1463230265610760194,1.46323026561076e+18,"(0.08108108108108109, 0.6216216216216216, 0.2702702702702703)",,,,,
,https://twitter.com/i/web/status/1463230264419651589,1.4632302644196516e+18,"(0.1111111111111111, 0.5555555555555556, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463230242584027141,1.4632302425840271e+18,"(0.0, 0.5555555555555556, 0.4444444444444444)",,,,,
,https://twitter.com/i/web/status/1463230225794297858,1.4632302257942979e+18,"(0.2, 0.5, 0.3)",,,,,
,https://twitter.com/i/web/status/1463230222652739586,1.4632302226527396e+18,"(0.0, 0.5, 0.5)",,,,,
,https://twitter.com/i/web/status/1463230222422081536,1.4632302224220815e+18,"(0.0, 0.75, 0.25)",,,,,
,https://twitter.com/i/web/status/1463230218433298433,1.4632302184332984e+18,"(0.07142857142857142, 0.5714285714285714, 0.35714285714285715)",,,,,
,https://twitter.com/i/web/status/1463230218328424448,1.4632302183284244e+18,"(0.275, 0.6, 0.125)",,,,,
