id,translated_text
2301,"1463235245432455168,""he has a reason.,and we know that he can do it, if you believe in leni, we believe in bbm more that he can do it.let the majority decide.that's why there's an election,majority wins. invidious.tiekoetter.com."""
2302,"1463236084285186048,""unfair? or maybe it's just not for us."""
2303,"1463246774521319430,""in my whole life, it feels like i haven't done anything right."""
2304,"1463235816294010882,""If you know that the human rights of your fellow Filipinos are being trampled upon, we must stand up for what is right."""
2305,"1470787913080180740,""hi bro, long live. i saw your vid on the walk bridge."""
2306,"1463234047614750721,""i was already decided to take a socmed break, and then i just set an alarm for enha's 3:00 am performance, which is at 6:00 am. when i saw hee's weverse post, haha i don't want to take a socmed break anymore... jk hahahahahah."""
2307,"1463065620845527042,""If it came from St Lukes, shouldn't there be a header from their hospital? Not sure if there's a sample drug test report that can be compared?"""
2308,"1463066458494169091,""ususan is a nearby barangay of bgc, where st lukes is located, which is under the jurisdiction of brgy. fort bonifacio."""
2309,"1463099138099191808,""this is said to be the format of the drug test report and i'm not sure why the address isn't updated yet because st lukes bgc opened in 2010, and brgy fort bonifacio was created in 2008."""
2310,"1463106510465093638,""Your head hurts, right?"""
2311,"1463134590789246977,""It hurts, right?"""
2312,"1463171658018172937,""That's why we Filipinos want change. We don't want the yellow/pink whatever they call them now anymore."""
2313,"1463176997815787520,""you're so old and still so stupid. so ignorant. that's why you're so easily scammed by thieves, eh."""
2314,"1463233547578134528,""fm is already dead, okay?"""
2315,"1463236512955265025,""that's the point. the patriarch thief is already burning in hell, but we filipinos are still paying the country's debt for.guess what--- for the whims of the ones you worship, you fool!"""
2316,"1463238714260267008,""what's happening to you guys? your pancit at chowking is like instant noodles, your honey beef is bland and this one is raw."""
2317,"1463236127372894209,""i think i want to upgrade to an iphone 13 pro max. buy my 12pm haha"""
2318,"1463234104015474694,""it's so mosquito-y here, damn it, there's no more space for the guards."""
2319,"1463234337093332992,""it's like i've been listening to this every day for two weeks:)) open.spotify.comtrack2m6ko"""
2320,"1463089723598319616,""congrats po former senator ferdinand marcos jr. on being negative. but why does it seem like st. luke's medical center is not in ususan taguig or maybe google just didn't detect it? just kidding!"""
2321,"1463113343124660234,""not trying to defend but the address of st lukes in taguig is really ususan taguig based on their drug test reports images online, it looks the same with no st lukes logo. the drug test reports in hospitals almost look the same."""
2322,"1463163695853408274,""don't let stupidity prevail like that idiot leni. ask the doh."""
2323,"1463168459148341255,""why do you need to drag leni's name? it was bobong marcos who submitted the drug results, right. we are just trying to prove using google that ususan is way way far from st lukes bgc! you are trying to cover the ineptness of your candidate boy recto!"""
2324,"1463168828653850639,""stupid! check st lukes now before you open your stinky mouth. you guys are really stupid, you and that idiot leni robeedo."""
2325,"1463174439487647750,""Kuyaaaa, i don't have to check because i live just next to st lukes bgc, and i pass by ususan on the way to my office you know. soooo, i'm not stupid! have you looked at the mirror lately, 'mirror mirror on the wall, am i buying all of bobong marcos's stupidities?'"""
2326,"1463238269945073666,""they're so embarrassing, so shallow."""
2327,"1463232278876672000,""'Sana all' in bisaya is 'unta tanan' right? am i right?"""
2328,"1463238689731932160,""yeah, but why does it sound better to hear 'unta tanan' than 'sana ol'..."""
2329,"1463238887032057856,""right? okay, i'll start saying 'unta tanan' from now on."""
2330,"1463241170176282625,""doc i was suddenly surprised because there are only a few bisaya speakers here i forgot you spoke bisaya."""
2331,"1460977217735774209,""I just noticed that he gave help to those who didn't really need it, and with all that he stole, he only gave away face shields and a small amount of rice."""
2332,"1463238282121125888,""did you do research? no, because you're just talking. he gave face shields, face masks, and other necessities to the frontliners, not just in one hospital, even in visayas and mindanao. stolen? do you have evidence? how many cases have been filed against them? has anything been proven?"""
2333,"1463235274666745859,""it's like i have a fever again."""
2334,"1463233183676174338,""Hubadera na girl? It's like Pogi has no more appeal! He won't come back to you so you better hold on tight to Hito, haha."""
2335,"1463234908743438336,WHO SAID MMIA IS A HAPPY ENDING!!!!!"
2336,"1463234997608136706,""My eyes are swollen!! I didn't expect that, oh my god, they're like idiots, that's not how they bond!!!!"""
2337,"1463236216891973645,""It hurts. But it's like I don't feel anything anymore."""
2338,"1463233276483497984,""you laugh as if you don't think a faceshield is important, all you do is bash, you're so brave to bash.. you can't even show your face."""
2339,"1463366595644833796,""You have a face, but it looks like you were conceived in resentment, haha. You BBM supporters who look like warts should all be together."""
2340,"1463576733374816262,""oh really? at least, i'm real, even if it looks like a toilet bowl,. unlike you, your whole being probably stinks more than a septic tank, it's so embarrassing for you guys to be so demanding for money that's not even yours, invidious.tiekoetter.coms8y-yuzcpfa."""
2341,"1463115614180954114,""what an achievement, giving away faceshields wahahaha."""
2342,"1463232190712475651,""before you criticize, read first what sentiment this is in reply to, naturally, faceshield face mask will be given because the issue of the ate is, what did bbm do during the pandemic, so there, he gave what the frontliners needed, because they were short at that time, luzvimin that."""
2343,"1463232684864401414,""he didn't just give to one hospital, so what else will you criticize about what bbm is doing? you're good at that, whether bbm is doing good or bad, you have negative comments, you're worse than marites."""
2344,"1463226603857539074,""that's all you want to know and you don't want to do research, that's you guys, listen to this, if you don't want to, that's your problem, here you will know who is right and who is siding with the wrong, this is your chance, if you don't want to watch, it's okay. we know we're right invidious.tiekoetter.com."""
2345,"1463230899596656642,""oh, that's just a typo, it might be an issue for you again, (if you don't want to) because it should be that,.but if you want to make it an issue again, it's okay, that's you, you're so dramatic."""
2346,"1463232017198288900,""i think i regret quitting drum and lyre."""
2347,"1463231299460554755,""It's like I have no class later, the way I'm staying up late."""
2348,"1463232118926970883,""haha it's like i won't be able to watch the 6am show hahahshhd."""
2349,"1463233245844172802,""I'm okay but it feels like there's always something missing in me."""
2350,"1463231749970808832,""'yesss~ eat a lot! food is like you, i can't live without it.'"""
2351,"1463242684286472195,""I should try to save up starting today until December 27th for my birthday. Oh, to the kind ones out there, maybe Gcash? Thank you, love you."""
2352,"1463234411357368320,""i'll also hint to my older brother for the shoes."""
2353,"1463231230166532096,""i'm so amused by the fight between the two fandoms habdjshshshahahahahahahahahahahahaha they're like idiots."""
2354,"1463247469999886336,""Damn it, it's like we have air conditioning here now because it's so cold."""
2355,"1463246711690711040,""damn it's so lt when it's in tagalog it's like you're just talking to a friend hahahaah."""
2356,"1463234304109023235,""i'll really fight satan if this is true."""
2357,"1463241211334959109,""but legit! it's so deep."""
2358,"1463241409129959426,""it's just like itachi's."""
2359,"1463244877261459457,""if i don't wake up for my class later, i'm blaming you meralco, i haven't slept yet, you son of a bitch."""
2360,"1463232828846583812,""why does it seem like i miss captain gelo? actually it's not like that, i really miss him, no joke. bgyokundiman bgyo."""
2361,"1463231569976446980,""i think shai was also a bit irritated earlier because so many people were popping up while she was talking to anji, she even said before they entered the room 'there are so many people, she can't breathe'."""
2362,"1463232685778759683,""i hope later anji and shai can talk properly. no one else will interfere. i feel like she's only comfortable telling her problems to shanaia. that's all."""
2363,"1463231363515961345,""OT4 STANS WILL ALWAYS WIN REALLY, RIGHT? 😭🥰 #BLACKPINK"""
2364,"1463244938460626948,""Hey kyle, this is the first time I've heard you speak bisaya continuously. Wow! You're so nice to listen to, you seem older than anji. Nice kylito."""
2365,"1463035361496801280,""our fiesta is coming soon, i won't allow other softdrinks to be served, it should only be pepsi four days to our zone sb19."""
2366,"1463242243553128450,""For the economy of Esbi and Pepsi! ✊😂 @SB19Official #SB19 #Bazinga_SB19"""
2367,"1462988190344646658,""hahahaha this is what i'm imagining, queen thing!"""
2368,"1463232690166009864,""Hahaga super cute parang may meeting de abanze or marvels group."""
2369,"1463232496804446218,""I think it started here.."""
2370,"1463244174757531651,""That's why this jiririts was so quiet earlier during Anji's turn in football... They're going to separate kyji again."""
2371,"1463241201310572546,""It feels so good to be carried away by the waves."""
2372,"1463232506329645056,""done rewatching goyo the young general, so many lessons."""
2373,"1463233224289648640,""it's so good. and it makes me think that what if i lived during the time of the american occupation? i probably wouldn't have been able to handle it. hays!! the things that filipinos went through back then for the freedom of the philippines is so great.. it's so sad. it hurts my heart."""
2374,"1463231639878713344,""i'm in a different state of mind now, guys, i feel like going back to my ex, hahahahhahahha, gags."""
2375,"1463244102783303681,""Woke up early for Pancit Canton."""
2376,"1463244190331015168,""Of course, my Iced Coffee combo and the delicious person I'm talking to."""
2377,"1463233265113124864,""GOOD NEWS FOR OUR COUNTRYMEN WHO HAVE VISA PROBLEMS IN JAPAN. THIS IS REIJINKA, CALL ME AT."""
2378,"1463231415495970817,""what if, kuya already said that kd and anj have a carnival date tomorrow. and then kd admitted to kuya that they have something? i saw a vid where kayds was happy when he hugged the hms. x.comispaces."""
2379,"1463232215643398149,""it seems like he talked to his parents, that's why he's so happy, kyle mentioned it earlier while he's comforting anji."""
2380,"1463083002851110913,""I voted for him in 2016, what a waste. His words have no effect anymore, it's like expired medicine. He thought he still had credibility. He self-destructed heavily from DU30 to DUTAE. To my fellow MARCOS Loyalists, let's take him straight to the INIDURO along with his sidekick."""
2381,"1463231513810845696,""Sir, you seem older than me. But you're playing politics like you were born yesterday. And why are you acting like a yellowtard?"""
2382,"1463241127385964547,""hahahahahahhaa </3 ♥︎ jaehyun wet chick sparks like fireworks 🎆"""
2383,"1463242296795615232,""worth manifesting for almost 2 months. haha."""
2384,"1463230988536872962,""don't be an asshole if you have another you."""
2385,"1463230990365560834,""it's so annoying because i feel like strangling you."""
2386,"1463247121142845444,""it's not that i'm demonizing my friends, but it's like that's what's happening #stanenhypen."""
2387,"1463238345199271938,""there you are, it's like there's no class tomorrow, the way you're staying up late."""
2388,"1463226537533005824,""The axie market group is so toxic. Bye."""
2389,"1463230956114833410,""damn it, the two sellers there are fighting again, both of them are tricking male customers, they're like crazy hahaha."""
2390,"1463244396241907716,""you guys are like something else, you're a mess twenty times huhy."""
2391,"1463230819515142144,""This user is working for merch."""
2392,"1463233038532284417,""seulgi is really blooming lately."""
2393,"1463229506148126721,""DAMN, IT'S LIKE I HAVE NO CLASS TOMORROW AAAAAAAHHHHGG!!"""
2394,"1463228610450386948,""I've been staying up late for days because of the ls. But it seems like tonight I won't be able to sleep even more."""
2395,"1463230611452096517,""Please take care of the kids' Mental Health. It's too much. It's not right anymore. We thought a family was being formed there in BNK. But why does it seem like a friendship is being ruined. There's nothing wrong with the kids' closeness."""
2396,"1463229334404038657,""you said we'd eat, drinking wasn't in the plan. now it's like it's my fault that i'm sleepy? you're good too."""
2397,"1463230312297730051,""#AngToxicNgPBBSeason10 for real, my goodness."""
2398,"1463230922166349829,""@PBBabscbn You're promoting awareness about mental health but you're driving your housemates crazy inside, you're so toxic, to the core, sec #AngToxicNgPBBSeason10."""
2399,"1463244605596471296,""A teaser has been released for the Best Selling Adult Fiction Novel and a future Blockbuster hit on the big screen."""
2400,"1463244927765082113,""that 'chanyeol, let's try it in your bmw!'"""
2401,"1463245196099919872,""The conversation was only supposed to be about The Good World."""
2402,"1463211832877858819,""You can also simp for Billkin, right?"""
2403,"1463230011251445762,""i like that we both have pp as our profile pic because he should really be the one but we're also simping for billkin more these days ahahahahha."""
2404,"1463230391569956874,WE'RE SHARING THE SAME ENERGY HAHAHAHAHAHA."
2405,"1463194634046218244,""president rodrigo duterte on tuesday said he is hoping that the ' next leader will help improve the infrastructure in davao, his hometown. gmanetwork.comnewstopstori."""
2406,"1463229922030374922,""it's like he's saying he did nothing for davao during his term... and also during his son's term. welp.."""
2407,"1463230888133607427,""it's suspicious, it's like there's an accomplice somewhere."""
2408,"1463237861159751683,the child is so cute, just like him."
2409,"1463228597330608131,""oh it feels like a good time to watch fifty shades at this hour open.spotify.comtrack55n9y."""
2410,"1463228767795515393,Just kidding. Hahahaha."
2411,"1463203725384683527,""kd was supposed to talk to her again but tj's group came again so anji said she just wanted to be alone so kd left for a while, tj's group came back forcing her to go inside the room when she said she'll follow in a while. look at kd at the boys bedroom!"""
2412,"1463229469125070848,""and the way they handled anji's breakdown as if it was really her fault why it happened, am I the only one who thinks this is gaslighting?"""
2413,"1463235099692974080,""I was in full force, ma'am @ricadetiquez, because I had just finished a pictorial with the products."""
2414,"1463235350109716484,""Yass sweet girl, it's like it's real haha."""
2415,"1463235496264421379,""i cannot choose kasi i love them both, literally."""
2416,"1463235712199712770,""My POWER TRIO!! of course I can't take a bath without the three of them."""
2417,"1463227708268179458,""I'm true to my feelings but it's so unfair, hayssssss."""
2418,"1463238783298641927,"".the First Lady of the Philippines! Atty. Louise Araneta Marcos. The true beauty and brains. Let's all solid BBM supporters help them achieve their goals for our country. Let's bring back Marcos! #UniTeamMarcosSara UNITED LOYALISTDDS"""
2419,"1463447816194428938,""they look so fresh. unlike the two comedians on the other side, they look shabby and cheap."""
2420,"1463554152936652814,""That's a real lawyer, smart, has a good law firm in the Philippines and even in New York."""
2421,"1463227847623917570,""update again maybe: it wasn't a plot twist, just a little bit, a little messy, like a plot twist but not really, just like that."""
2422,"1463232514214952963,""damn it, it's like i'm too young to be this tired of life."""
2423,"1463244081203609613,""So many people are gossiping about Szwarc? Who is this?"""
2424,"1463244413014974464,""THAT'S MY WEREWOLF, HAHAHAHAH."""
2425,"1463245293588152323,""no, because he doesn't give me that hot werewolf in human form vibe hahahah damn arthur can i join the pack."""
2426,"1463226734141050883,""damn it, when i get back on monday, i'll be on fiber! hahahahhahaha it's like the same thing when i went on an outing in july, when i got back, it was a different team! hahahah i think there's a curse. my god."""
2427,"1463226634350510081,""I feel like I want to continue this staying up late with jogging."""
2428,"1463229585798180872,""for those who are mema: top: bongbong marcos' 2021 drug test taken in st luke's bgc, 2021, taken from bottom: cong. rodolfo albano's 2016 drug test taken in st luke's bgc,, as uploaded by dzbb. same form, except that bbm's form includes the laboratory's l rjnieto.me2r4kxec."""
2429,"1463296520288100353,""Was there any mention of FAKE FORMS?"""
2430,"1463234529603166214,""he will really stay, especially ate blaze."""
2431,"1463230563184431104,""I'm so nervous, it's like my ready mix order is going to be too much. I think my winning streak of always being on time for the pour is going to be broken."""
2432,"1463232260149186562,""Such Good News on how the Philippines is gradually improving! Thank You to the PRRD Govt and to All of the Filipinos who are vaccinated. Hopefully to inspire MORE FILIPINOS to Trust the Covid Vaxx & get Vaccinated Soon👌 #UniTeamMarcosSara ❤️💚 UNITED LOYALISTDDS"""
2433,"1463227622385602565,""i'm not sleeping for enha!"""
2434,"1463237048555343876,""i just asked if that was harley then kuya harley said it's like it was just yesterday that you were calling me kuya ah sorry my false at least i didn't forget bleehh."""
2435,"1463230222610755589,""i'm done with my animation finals, i think i deserve a jaywon vlive."""
2436,"1463195658500788224,""from chocolates to upcat to how to take pictures of make up. i broke it when i opened it. damn it."""
2437,"1463226226655387651,""i feel like i'm suddenly hungry."""
2438,"1463226999271350274,""Hahaha super soft, it's like melted ice cream."""
2439,"1463238830345969665,""Ms @MsVinaMorales is here for you! #ABSCBNChristmasID2021 #AnditoTayoParaSaIsatIsa #vinamorales #VINA #dyosavina"""
2440,"1463228347740303362,""Sometimes you just really have to forget your feelings for him."""
2441,"1463228347043831813,""Sometimes you just really have to forget your feelings for him."""
2442,"1459043587702681601,@MagnoliaZoleta maybe you want to be like Mr.Enchong Dee..."
2443,"1459046974380937217,""That's a crowd. It's from their caravan. It's just them. You'd think there were a lot of them."""
2444,"1459131036101607425,""Toinks, fine, that's what you want to believe, haha. Hello to you guys, just stay there, we're legit. Don't compare us to you."""
2445,"1459142055272144904,""That's obviously a paid crowd. They even have uniforms."""
2446,"1459890174721093642,""sorry, don't compare bbm supporters to others, we support him with all our hearts. even though we couldn't go because we have work, but we are aware of the happenings here in macau. the color is a natural uniform, it says wear red."""
2447,"1461358913807282182,""Why BBM? What significant and good thing has he done that we can say has helped the country from 2016 to 2021? Maybe not everyone knows."""
2448,"1463237201274105859,""fyi, bbm was not in government service on that time, 2016 - 2021,. what did he do? in the govt. nothing, because he wasn't in govt. service that period of time, but in crisis and calamities,? he was there, taal volcano, isabela calamities, he's trying to give help like others in govt."""
2449,"1465954904975949824,""he is not consistent in doing and helping. he only does it sometimes if he gets something. i don't think he has any poor friends. his circle of friends are all from high society."""
2450,"1465973972915286021,""really? well, what good comments can we expect from the haters of the marcoses? no matter what he does, good or bad, they only focus on negative things about them. there is no point to argue with you then. support who you want, we'll do the same,.#bbmismypresident."""
2451,"1463228400303235072,""facebook.com soca like fete."""
2452,"1462839855621173248,""LET ME SLEEP, DAMN IT."""
2453,"1463227347508019200,""why does life seem so unfair?"""
2454,"1463223575251337225,""hey gagu what happened i just woke up."""
2455,"1463224569058136065,""IT'S ALWAYS LIKE THIS, YOU'RE A BAD PERSON TO HANG OUT WITH."""
2456,"1463225139852574720,""YOU'RE SO MEAN. THE PAIN IS SO REAL, MY RESENTMENT IS SO DEEP. IT'S LIKE I WAS FED ACID."""
2457,"1463226074783891458,HA?"
2458,"1463226442859245578,""I MEAN WHAT I FELT WHEN I FOUND OUT THERE WAS ONLY ONE NOM."""
2459,"1463224738256359426,""kyji fans, we're here for you. we feel you and you're not alone! virtual hug for you all."""
2460,"1463225062127902725,""i love you too!! a hug for all of us."""
2461,"1463225107732516867,""Your laugh is so cute, it's like you're gulping water, you're really a gagstick, boogartu."""
2462,"1463226432675401736,""+ fuck. it's like i want to bring back my ✨bottom era✨."""
2463,"1463224911984427009,""so you're saying i stayed up late doing acads because 'they'll perform at 3 am' and then it's actually 6 am."""
2464,"1463225082717753347,""let's just not sleep,, hahhahaha."""
2465,"1463225250682851332,""it looks like that's what's going to happen, hahahahaha, i'll stay up late for enha."""
2466,"1463225476210573314,""or even just like twice, all members in one account, just for the aesthetic on ig, just kidding haha."""
2467,"1463224990430478337,""like, for heaven's sake, let tj out of there, a lot of viewers are already having high blood pressure!!. and he'll be pitiful when he gets out, all the bashers will welcome him.. hahaha."""
2468,"1463224980892631045,""for the love of god hoshi stay away from my fyp my bias list is going to be ruined again."""
2469,"1463208770771718145,""it's another expense, sebong, you're making my wallet cry."""
2470,"1463225056775966721,""how much is a kidney sold on the black market, i think i want to find a buyer."""
2471,"1463421949707620352,""HAHAHAHAHAHAHAHHA 😭😭 I'M LOOKING FOR A SUGAR DADDY"""
2472,"1463225628074078208,""I don't feel like moving to the office yet, I prefer it here in the unit. The travel time from Nexgen to Shore, I could have already been sleeping in my unit."""
2473,"1463224126936551424,""my deadlines are really scary haha like what the hell, fix that."""
2474,"1463225661133234176,""to the person i will love last: please be patient, i promise i will win you until the end."""
2475,"1463225571479932929,""remember when tj wanted to separate kd and anji, until now i feel like that's still his plan. tj's actions are so infuriating. after what he has been done, he'll pretend that nothing happened and no one got hurt. he's so good at washing his hands. #kyjitalks2."""
2476,"1463224080950124550,""when you're told to stay away, stay away. not stay away for one year and then you're friends again. it's like you're stupid."""
2477,"1463224121173499907,""why is it that when it comes to hiding a child, doyu is the best contender? they're already in amgst au, and they're still the ones hiding a child? don't you think we're hurting them in the alternate universe so much?"""
2478,"1463526305727606787,""They're just so good, mare. We have the same thought, even with Jaeyong."""
2479,"1463223698727620614,""Olivia Rodrigo was nominated for record of the year. For me, she doesn't deserve it."""
2480,"1463227715436396545,""ikr, but you should just be happy because she's half Filipino."""
2481,"1463227934421000209,""i don't like her even if she's filipino hehe."""
2482,"1463225592879280128,""It's like when I hear that, I'm already in bed, just kidding."""
2483,"1463225855363059716,""It's a different story if it's Seokjin and not an alarm."""
2484,"1463224057441099779,""I feel like flirting with someone younger than me. I want a lot of attention."""
2485,"1463224421729013767,""Okay, I'll go all the way up to 18 years old."""
2486,"1463231890396090371,""that's the right decision, ahhahaha, date a kid who has no responsibilities yet."""
2487,"1463368234787164163,haha this is so supportive."
2488,"1463223527587213312,""can we also have some kwek kwek, sir??"""
2489,"1463223711759155200,""i think i want some kwek kwek too. maybe blue. just kidding hahahahahaha."""
2490,"1463224160285380611,""hahahaha when we went to intramuros i saw a streetfood stall then there."""
2491,"1463223553411760135,""it's yet another moment for me to work and develop my character. lately, we've been a bit blurry. so many people unintentionally hurt with unresolved issues. we're not like this, it's like we haven't learned anything, ace."""
2492,"1463223497388281860,""my head hurts, i think i want a fan art of this!! just kidding haha #socorrowp."""
2493,"1463224045504065536,""mine, even though i want to read it, i feel like it's a waste because it's sealed. i don't want to open it and i've already read it on wattpad but i still want to read it but i don't want to because it's sealed."""
2494,"1463224041322385408,""i had a dream about you. as in it felt so real. maybe you were thinking of me. i feel so guilty now. you're so mysterious. i can't figure you out."""
2495,"1463223434666668034,""damn i want to play gen 5 for their music."""
2496,"1463224059068514306,""I can't sleep anymore. I was supposed to catch up on sleep now but suddenly it feels like there are so many things I have to consider."""
2497,"1463344175190274048,""same ma'am, let's not sleep so we can be cute."""
2498,"1463223677785292800,""when i hang out at bispag, it's like i don't want to go home anymore."""
2499,"1463223472612528129,""yes it's true, it's like i'm thinking of something else.. i just want someone to talk to because i'm having a really hard time, damn it."""
2500,"1463223566552371202,""it doesn't hurt, it's just like a dinosaur bite."""
2501,"1463223909344370693,""my comments on sta are like a joke, i don't want to, sorry in advance sir."""
2502,"1463223278227832832,""while watching this episode, i said to myself na bakit parang may gusto syang makuha kaya pinupush nya ung about sa research nya and there you go."""
2503,"1463223881775280131,""good morning, so i just woke up early for nothing."""
2504,"1463222603741634572,""I don't think I can do it."""
2505,"1463222762835615744,""i haven't been this crazy about my past relationships, why is it that with you, just one chat or call and i go crazy hahahaha."""
2506,"1463223123763884038,""It doesn't hurt, it's like being bitten by a crocodile x.com/i/spaces/1yNGaYDmbqbGj"""
2507,"1463223411409399815,""HEY HOBI'S 🥺 IS SO CUTE I WANT TO PUT IT IN MY POCKET."""
2508,"1463222530089492480,""the pbb is like control everything is under on tiktok ah hahahahahahahahahahahhahahahahahahahahahahahahah it's crazy."""
2509,"1463222530903195650,""half a year feels like more than a year because i talk to you guys all the time, it's like i've known you for a long time."""
2510,"1463222628722774016,""I had another dream. It was terrifying. The setting of my dream was on a street in Villa Crispina Subd. San Cristobal (near our old house). It was already night but there were still people outside the houses. A little later, I could clearly hear a loud explosion and also"""
2511,"1463223356916854785,""the screams of the people. after the loud explosion, i could clearly see the ground cracking, almost the color of fire. then it's like i heard an announcement to evacuate and stay away because after 12 minutes of exposure, you could die. my dream was so clear."""
2512,"1463223516736602114,""Lord, please don't let it happen. Another sudden dream."""
2513,"1463222965970300928,""damn it. no way. i think i can sense what's going to happen."""
2514,"1463192554338660353,""is their life affected when the two of them have a good relationship?? will it kill them? why are they being forced apart? why are they being made to suffer like this?"""
2515,"1463223814452436997,""obviously, they are insecure or they don't want a loveteam to form, it's so crazy, it's only in their edition that they react and meddle like that as if they know the relationship between the two. they are clueless about how close the two were before pbb."""
2516,"1463222332302917634,""THANK YOU, SUNSHINE, FOR THE BONUS, I WANT TO DO A SOMERSAULT, BABE, IT'S LIKE I'M OKAY WITH BEING TIRED THIS WEEK. JUST KIDDING, HAHAHHA."""
2517,"1463223708042989568,""Damn it, I'm permanently working from home so that life is happier, everyday happiness in the world, amen."""
2518,"1463222198118731776,""same³ that's really the track that will make you feel like you want to get married hahshs."""
2519,"1463221917972721665,""waking up at 6am for a 4-minute performance video, yes #goodbehavior."""
2520,"1463221888281288706,""hey, their family is so happy, it's like i want to be a part of their family."""
2521,"1463222530777694208,""President Duterte orders local officials to buy food for those getting vaccinated against #COVID19 #BalitangPromdi #SamaSamaTayoPilipino"""
2522,"1463222354163937282,""new supplies for the soldiers on the ship at ayungin shoal have been delivered #balitangpromdi #samasamatayopilipino."""
2523,"1463208372140855299,""oh, it's 1k for each parcel to be consolidated, hahahaha, just kidding."""
2524,"1463208457088253970,""just hide that, okay~ godbless :')"""
2525,"1463208822952976392,""it's like the consol is more expensive than the actual item i bought hahahahahaha."""
2526,"1463222409352208392,""it's like i sent it here too."""
2527,"1463220926326063104,""wow, it's like i'm on another planet when i'm watching kdramas."""
2528,"1463221039777792001,""and hello, how are you at 2am when your tears are just flowing?! the exchange of lines, emotions, even microexpressions, are so on-point."""
2529,"1463221880907657217,""it hits me on a personal level because i admit that i've been neglecting local shows for a long time now, it's like the last time i got so attached to a show was way back on 'the greatest love'. thank you for pulling me back into teleseryes."""
2530,"1463220807589515270,""the time you got annoyed by the sweetness of your lover but then you remembered you were fighting."""
2531,"1463220928033144838,""damn what's up goku."""
2532,"1463220988997345280,""i thought you were going to teach me how to teleport."""
2533,"1463221168823955456,""goku, didn't we have an agreement?"""
2534,"1463221241897046020,""i'll cook you five kilos of rice."""
2535,"1463221325367898115,""goku po, you're a bad person to hang out with."""
2536,"1463221411120517124,""oh wait, I don't think goku is the one who knows how to teleport?"""
2537,"1463221472306995205,""doesn't he just fly?"""
2538,"1463221531568312322,""i think it's his companion."""
2539,"1463221584601051139,""can naruto do it?"""
2540,"1463221656692748289,""i should just borrow a chicken wing."""
2541,"1463221730583842817,""oh, i'm stupid, the chicken is like me."""
2542,"1463221813735948290,""he has wings but doesn't know how to fly for a long time."""
2543,"1463222195258216448,""i'll rob a bank first."""
2544,"1463222498195959809,""brb i'll go steal first."""
2545,"1463220910505095172,""if this is just a prank for the carnival date please stop it it's already hurting #kyjitalks2."""
2546,"1463223144500531202,""i think i'm going to buy one."""
2547,"1462999720427622404,""angelica vasquez you're in charge of kumunity decides char. #pbbkumutoystories."""
2548,"1463002627588124672,""wow doc she's really not giving up, she's still dropping gifts until now, i wish i was rich."""
2549,"1463222092372103179,""Hahaha, I think he thinks that's BBS KD, hahahha.. he's so generous with his gifts, it's like he has an opponent, so intense, hahahah."""
2550,"1463221695699820544,""Waah, it's so cute, there are even giveaways for those who stream."""
2551,"1463221748568969216,""my first few screenshots were wrong, there was no view count, hahahaha, oops, noted so much."""
2552,"1463220804468936704,""Next week, you guys call, look for a turkey for thanksgiving. Let's experience it, available for about 30 minutes."""
2553,"1463220815705436164,""kapusofeels: even with the crazy questions, beshie heart evangelista's poise is not ruined! follow @youlolgma and visit bit.ly/3zj1pxj for other tbats updates!"""
2554,"1463220928079228928,""it seems so fun, hahaha, i hope it happens to me at least once, but it depends."""
2555,"1463220043307577348,""when there are adults, it's like they know what's right even if it's wrong."""
2556,"1463220681441611781,""It's like I can hear your voice saying to me, '@aNYXmatte, 'Hey, you're in danger now.' Hahahahaha."""
2557,"1463220777621200899,""It feels so good to stretch and stretch, it's like your bones are rusty, haha."""
2558,"1463221607028047873,""when i worked at the factories, i was ambidextrous. but now i'm having a hard time teaching my left hand to use the mouse. my right hand is already hurting a bit. i'll just pass the mouse between my left and right hands.. it's like me. being passed around because nobody loves me. #char."""
2559,"1463220578265956353,""it's like it's my fault."""
2560,"1463223081221038082,""It seems like I'm feeling something different here, it's like.... ✨Scam✨"""
2561,"1463221872829427712,""why is that, am i the only one?? it's like they're starting to look alike, miah and dons."""
2562,"1463221779950751747,""BUY IT, WE'LL USE THE PROCEEDS FOR OUR ACTIVITIES, ESPECIALLY ON BONI DAY."""
2563,"1463220479821418499,""i know that even though they only got one nomination, they're still so happy for that award."""
2564,"1463221332343083008,""why is the closeness of anji and kd such a big deal to them? that's what happens when you're jealous, right tj? you guys talk so much wtf they're okay and then you're going to ruin it again."""
2565,"1463191925930881031,""hahahahahahahaha make sure bts is included haha if not we'll just go to sleep hahaha @MarieTheAye."""
2566,"1463211679999610880,""in the end, it's just one, hahaha, it's like it was forced, hahahhaha."""
2567,"1463220529557434370,""it's like they just squeezed it in so they wouldn't get bashed ahahahah."""
2568,"1463304895814004738,""Hahahaha. They're so annoying."""
2569,"1463220403816448000,""aba, it seems like this is going to be a cover to cover thing, with only the posi and vertebral column not included."""
2570,"1463222123925622785,""YOU KNOW UNO! I HAVE A CRUSH ON YOU BUT I'LL UNCRUSH YOU FOR NOW, OKAY? IT SEEMS LIKE YOU'RE PLANNING SOMETHING THAT I WON'T LIKE."""
2571,"1463219968137334786,""It's like they're just hanging out."""
2572,"1463220139483041795,""i'm not going to set an alarm for the quiz in statics anymore <333."""
