id,text,preprocessed_text,english_translation
1463219968137334786,Parang nakatambay laang,parang nakatambay laang.,it's like just hanging out.
1463220139483041795,di na ako maga alarm para sa quiz sa statics <333,di na ako maga alarm para sa quiz sa statics 333.,i'm not going to set an alarm for the statics quiz anymore <333.
1463220150077820929,"I just KNOOOOOW I'm gonna have a mini fight with my friends who are 0l1v1a fans and they're gonna call 875 ""overrated"" and when I defend the boys i'm the crazy one pero oks lang para sa tannies naman",i just knooooow i'm gonna have a mini fight with my friends who are 0l1v1a fans and they're gonna call 875 overrated and when i defend the boys i'm the crazy one pero oks lang para sa tannies naman.,"i just know i'm going to have a mini-fight with my friends who are olivia fans and they're going to call bts 'overrated' and when i defend the boys i'm the crazy one, but it's okay, it's for the tannies anyway."
1463220034151813120,parang walang shota kung umasta ah,parang walang shota kung umasta ah.,"acting as if you don't have a girlfriend, huh"
1463220121418174469,"hello sa mga nag-alarm dyan para sa the kelly clarkson show x enhypen, sige matulog na kayo ulit mamayang 6am pa yon","hello sa mga nag-alarm dyan para sa the kelly clarkson show x enhypen, sige matulog na kayo ulit mamayang 6am pa yon.","hello to those who set their alarms for the kelly clarkson show x enhypen, go ahead and sleep again, it's not until 6am later."
1463221408075370497,"Parang walang pake si kyle sa nararamdaman ni chin porke lumabas lang si chie sa PBB, parang walang pinagsamahan 🤧 if he can't protect her as a friend na lang then FREE FRANCINE DIAZ!!","parang walang pake si kyle sa nararamdaman ni chin porke lumabas lang si chie sa pbb, parang walang pinagsamahan if he can't protect her as a friend na lang then free francine diaz!","it seems like kyle doesn't care about chin's feelings just because chie got out of pbb, it's like they have no history together. if he can't protect her even as a friend, then free francine diaz!!"
1463220163369598980,parang gago patulog palang ako saka pinatay ac,parang gago patulog palang ako saka pinatay ac.,"like a fool, i was just about to sleep and then the ac was turned off."
1463219943822946305,nagpuyat ako para sa wala ediwow grammys 🤡🤡🤡,nagpuyat ako para sa wala ediwow grammys.,"i stayed up late for nothing, wow grammys."
1463220774844579840,gusto ko talaga ireread yung alon au pero parang hindi ko pa kaya,gusto ko talaga ireread yung alon au pero parang hindi ko pa kaya.,i really want to reread the alon au but i feel like i can't yet.
1463220656091238401,hoy pinutol ko 2hrs kong tulog para sa tkcs tapos malalaman kong 6am pa yon?,hoy pinutol ko 2hrs kong tulog para sa tkcs tapos malalaman kong 6am pa yon?,"hey, i cut my 2 hours of sleep for tkcs and then i find out it's at 6 am?"
1463221149379137539,same tayo sis edi kanina pa sana ako tulog 🤧,same tayo sis edi kanina pa sana ako tulog.,"we're the same, sis. i should have been asleep earlier."
1463222062705643520,matutulog pa ba tayo o wag na baka di na ako magising ng 6am juskoooo,matutulog pa ba tayo o wag na baka di na ako magising ng 6am juskoooo.,"should we still sleep or not? i might not wake up at 6am, my goodness."
1463221209680596993,OO,oo.,yes
1463219903662419969,hindi maganda para sa mental health q ung au n un kaya ndi q nalang itutuloy...tangenang heavy angst,hindi maganda para sa mental health ako ung au n un kaya ndi ako nalang heavy angst.,"that au is not good for my mental health, so i won't continue it... damn heavy angst."
1463221534659600389,"Pancit, White pasta, Mogu-mogu, yoghurt... parang di ako nabubusog hahaha.. samahan pa ng maraming water","pancit, white pasta, mogu-mogu, yoghurt. parang di ako nabubusog hahaha.. samahan pa ng maraming water.","pancit, white pasta, mogu-mogu, yogurt... it feels like i'm not getting full hahaha.. add to that a lot of water."
1463219980393086977,Parang di College,parang di college.,it's not like college.
1463219952924594177,"i...idk why but i wish a ppop girl group could do wjsn's sound... ewan ko ung tipong mala gfriend siguro?? lovelyz?? i think i'd love a group with that sound :"") ung ganto invidious.tiekoetter.com/0VKcLPdY9lI (gfriend) invidious.tiekoetter.com/S_IBk0RCsOo (lovelyz) or invidious.tiekoetter.com/wu4fhBXWkAQ (wjsn) +",why but i wish a ppop girl group could do wjsn's sound. ewan ko ung tipong mala gfriend siguro?? lovelyz?? i think i'd love a group with that sound:) ung ganto (gfriend) (lovelyz) or (wjsn).,"i...idk why but i wish a p-pop girl group could do wjsn's sound... i don't know, maybe something like gfriend?? lovelyz?? i think i'd love a group with that sound :) something like this (gfriend) (lovelyz) or (wjsn) +"
1463219955151687686,feeling ko bagay ung ganyang tunog sa tagalog o kung anumang wikang gamitin hahah... medyo mala jpop din na dating ganon idk kasi etong kanta ng mnl48 invidious.tiekoetter.com/s-EDJCXLqoE (imagine niyo na lang na hindi mala-japanese ung pagbigkas nila bat ba kasi pinaganon ng direk nila lol),feeling ko bagay ung ganyang tunog sa tagalog o kung anumang wikang gamitin hahah. medyo mala jpop din na dating ganon idk kasi etong kanta ng mnl48 (imagine niyo na lang na hindi mala-japanese ung pagbigkas nila bat ba kasi pinaganon ng direk nila laugh out loud).,"i feel like that kind of sound would suit tagalog or whatever language is used, haha... it has a bit of a j-pop vibe, i don't know, because this song by mnl48 (just imagine they don't pronounce it in a japanese-like way, why did their director make them do that, lol)."
1463219957408223233,"(kasi hindi naman yun ginagawa ng ibang overseas 48 group, bnk48 tunog thai naman, jkt48 tunog indonesian naman) ang ganda sa tagalog, ang ganda ng pagkasalin, bagay na bagay, mas maganda pa sa original na jp...bingo is the best translated song by mnl48 ever i will stand by this","kasi hindi naman yun ginagawa ng ibang overseas 48 group, bnk48 tunog thai naman, jkt48 tunog indonesian naman) ang ganda sa tagalog, ang ganda ng pagkasalin, bagay na bagay, mas maganda pa sa original na is the best song by mnl48 ever i will stand by this.","(because other overseas 48 groups don't do that, bnk48 sounds thai, jkt48 sounds indonesian) it's beautiful in tagalog, the translation is beautiful, it fits perfectly, even better than the original japanese... bingo is the best translated song by mnl48 ever, i will stand by this."
1463219959396405254,"ayun so ung bingo kasi ang ganda, ung medyo ganyan din :"") idk basta ung ganyang tunog para sa isang girl group...","ayun so ung bingo kasi ang ganda, ung medyo ganyan din:) idk basta ung ganyang tunog para sa isang girl group.","so yeah, because bingo"" is beautiful"
1463220057446572033,dat ba sa @outsomniasky ko pinost to lol di bale na,dat ba sa ko pinost to laugh out loud di bale na.,should i have posted this on @outsomniasky lol never mind.
1463221384033624068,"yung tiktok crush ko dati panay pbb na rin ang lumalabas sa fyp kaya may mga thoughts siya and parang crush ko na ulit, talino e","yung tiktok crush ko dati panay pbb na rin ang lumalabas sa fyp kaya may mga thoughts siya and parang crush ko na ulit, talino e.","my former tiktok crush now has a lot of pbb content on his fyp, so he has thoughts on it, and i think i have a crush on him again, he's smart."
1463221469647757315,"Alam mo Kung ayaw nyo ung tao do not vote for him, parang ang talino mo. Pakialam nmin kung doon nagwork relative mo. Research ka muna bago ka mag accuse. Yan ang format ng mga drug test - walang pagandahan ng itsura. Use your brain #BBMSARA2022","alam mo kung ayaw nyo ung tao do not vote for him, parang ang talino mo. pakialam nmin kung doon nagwork relative mo. research ka muna bago ka mag accuse. yan ang format ng mga drug test - walang pagandahan ng itsura. use your brain.","you know, if you don't like the person, do not vote for him. you act so smart. we don't care if your relative works there. do your research first before you accuse. that is the format for drug tests - it's not a beauty contest. use your brain."
1463219785869631491,WAG MO NA KO GUGULUHIN. EKIS KA NA SA BUHAY KO MATAGAL NA! WALA KONG PAKE KUNG ANONG GAGAWIN MO SA BUHAY MO BASTA NANAHIMIK NA KO PARA SA SARILI KO! WALA NANG DAPAT IPALIWANAG! MASAYA NA KO SA KUNG ANO AKO NGAYON! I DESERVE MORE THAN YOU! BAHALA NA SI LORD MAGJUDGE,wag mo na ko guguluhin. ekis ka na sa buhay ko matagal na! wala kong pake kung anong gagawin mo sa buhay mo basta nanahimik na ko para sa sarili ko! wala nang dapat ipaliwanag! masaya na ko sa kung ano ako ngayon! i deserve more than you! bahala na si lord magjudge.,don't bother me anymore. you've been crossed out of my life for a long time! i don't care what you do with your life as long as i'm at peace for myself! there's nothing left to explain! i'm happy with who i am now! i deserve more than you! let the lord be the judge.
1463220606019637248,HINDI NA MAHALAGA YANG I MISS YOU MO NA YAN PAGTAPOS LAHAT NG TRAUMA NA INABOT MO SAKIN! KALA MO MAPAPATAWAD KITA NG MADALIAN? PWES. YUNG KARMA DUMODOBLE. MANAHIMIK KA NARIN. MATAGAL NA KONG KUMAWALA. AYOKO NA NG GULO. OK?!,hindi na mahalaga yang i miss you mo na yan pagtapos lahat ng trauma na inabot mo sakin! kala mo mapapatawad kita ng madalian? pwes. yung karma dumodoble. manahimik ka narin. matagal na kong kumawala. ayoko na ng gulo. ok?!,"your 'i miss you' doesn't matter anymore after all the trauma you've put me through! you think i can forgive you that easily? well, karma's a bitch. you should shut up too. i've been free for a long time. i don't want any more trouble. okay?!"
1463219514389118979,"Ayoko talaga i kasal kase alam kong forever and ever na yun dito pa Pinas. Parang may blockage tong Pinas sa ibang mga bansa kase pwede mag divorce ron, dito lang hindi so kung yayamanin ka, talagang pipiliin mo mag pakasal sa ibang bansa","ayoko talaga i kasal kase alam kong forever and ever na yun dito pa pinas. parang may blockage tong pinas sa ibang mga bansa kase pwede mag divorce ron, dito lang hindi so kung yayamanin ka, talagang pipiliin mo mag pakasal sa ibang bansa.","i really don't want to get married because i know it's forever and ever here in the philippines. it's like the philippines has a blockage from other countries because you can get a divorce there, but not here. so if you're rich, you'd really choose to get married in another country."
1463219521154519045,"Puro kase magagarbong kasal nakikita ko sa FB tas panget pala ugali ng asawa mo, yikes","puro kase magagarbong kasal nakikita ko sa fb tas panget pala ugali ng asawa mo, yikes.","because i see a lot of extravagant weddings on fb, and then it turns out your spouse has a bad personality, yikes."
1463219388648239106,Gagawin lahat para sa iyo WeStay with MahMygz #MAHMYGZ4LIFE,gagawin lahat para sa iyo westay with mahmygz.,"i'll do everything for you, westay with mahmygz."
1463219773378990080,daddy’s home on loop para sa mga takot matulog AHAHHAAHHSHSHAAJ,daddys home on loop para sa mga takot matulog ahahhaahhshshaaj.,daddy's home on loop for those who are afraid to sleep.
1462985219040940039,Hahahaha applicable to sa halos lahat ng YGAs songs,hahahaha applicable to sa halos lahat ng ygas songs.,hahahaha this applies to almost all of yga's songs.
1462986331131318272,pati pampapatulog ko naka shuffle yga song sa spotify nasasabihan ako baliw matutulog nanga ang hype ng mga kanta bat daw yun pinapatugtug ahahahaaha,pati pampapatulog ko naka shuffle yga song sa spotify nasasabihan ako baliw matutulog nanga ang hype ng mga kanta bat daw yun pinapatugtug ahahahaaha.,"even my sleep playlist is a shuffled yga song on spotify, people call me crazy, i'm about to sleep and the songs are so hype, they ask why i'm listening to that hahaha"
1463048214110556160,HAHAHAHAHAH buti di ka nagugulat bes?,hahahahahah buti di ka nagugulat bes?,"hahahahaha aren't you surprised, bestie?"
1463048372558856193,di naman bes naging lullaby nanga hahaha,di naman bes naging lullaby nanga hahaha.,"not really, bestie, it has become a lullaby, hahaha."
1463066439133237250,Di ko kaya besh. Instant party pag yg songs,di ko kaya besh. instant party pag yg songs.,"i can't take it, besh. it's an instant party when it's yg songs."
1463220353182748674,kaya inis na inis sila sakin kasi nga naka speaker pa ako madaling araw mga togtog parang nag party hahahaja,kaya inis na inis sila sakin kasi nga naka speaker pa ako madaling araw mga togtog parang nag party hahahaja.,"that's why they're so annoyed with me because i play music on speaker in the early morning, it's like a party hahaha."
1463439387140640771,Hahahahaha! Di sila sanay sa music ng YG,hahahahaha! di sila sanay sa music ng yg.,hahahaha! they're not used to yg's music.
1463221263220953088,"Noong SL at SH, hindi ko pansin yung similarities namin ni Marem sa ugali at actions. Pero nung TSH na, Shet parang I found my twin","noong sl at sh, hindi ko pansin yung similarities namin ni marem sa ugali at actions. pero nung tsh na, shet parang i found my twin.","during sl and sh, i didn't notice the similarities between marem and me in terms of personality and actions. but when tsh came, damn, it's like i found my twin."
1463221265418752001,"Kung ano siya noong high school siya, parang ganoon din ako. Kung paano siya makipag away at umiwas sa mga taong ayaw niya at ayaw sa kaniya, ganoon din ako","kung ano siya noong high school siya, parang ganoon din ako. kung paano siya makipag away at umiwas sa mga taong ayaw niya at ayaw sa kaniya, ganoon din ako.","whatever she was like in high school, i was like that too. the way she fought and avoided people she didn't like and who didn't like her, i was like that too."
1463221267062931459,"Tapos goosebumps talaga sa Simula. Noong lumuhod si Marem. Shet, nagawa ko na rin yon sa lalake noon eh. Begging and asking WHY. Yung, mataas naman pride namin pero pareho naming binababa para sa lalake. Funny noh?","tapos goosebumps talaga sa simula. noong lumuhod si marem. shet, nagawa ko na rin yon sa lalake noon eh. begging and asking why. yung, mataas naman pride namin pero pareho naming binababa para sa lalake. funny noh?","and then, i got goosebumps at the beginning. when marem knelt. shit, i've done that to a guy before. begging and asking why. you know, we both have high pride, but we both lower it for a guy. funny, right?"
1463221268736475137,Nakakatawa rin minsan dahil may scenes or actions si Marem na nagawa ko na in real life. Pati logical reasoning naming dalawa pareho minsan,nakakatawa rin minsan dahil may scenes or actions si marem na nagawa ko na in real life. pati logical reasoning naming dalawa pareho minsan.,it's also funny sometimes because there are scenes or actions of marem that i've already done in real life. even our logical reasoning is sometimes the same.
1463221270258978819,"Pareho din kami sa part na parang nag grow and nagbago yung mindset noong nagmahal na kami. Naalala ko noon, may mga actions akong ayokong gawin dahil magagalit yung taong mahal ko kahit parang hindi naman I purposely changed lang talaga because I love him","pareho din kami sa part na parang nag grow and nagbago yung mindset noong nagmahal na kami. naalala ko noon, may mga actions akong ayokong gawin dahil magagalit yung taong mahal ko kahit parang hindi naman i purposely changed lang talaga because i love him.","we're also the same in the part where it's like our mindset grew and changed when we fell in love. i remember before, there were actions i didn't want to do because the person i loved would get mad, even though it didn't seem like it. i purposely changed just because i love him."
1463221271898906628,"Pero yung hindi na nakakatawa na part, is yung paano siya nasaktan. Ganong ganon din ako eh. Ewan ko ba Ate J bakit parang sakin inspired si Marem charot ahahaha. Pero seryoso, habang binabasa ko yung masasakit na chapters, may flashback sa utak ko","pero yung hindi na nakakatawa na part, is yung paano siya nasaktan. ganong ganon din ako eh. ewan ko ba ate j bakit parang sakin inspired si marem charot ahahaha. pero seryoso, habang binabasa ko yung masasakit na chapters, may flashback sa utak ko.","but the part that's not funny anymore is how she got hurt. i'm exactly the same way. i don't know, ate j, why it seems like marem was inspired by me, just kidding, hahaha. but seriously, while i was reading the painful chapters, i had flashbacks in my mind."
1463221273580896256,"Pati yung inis ni Marem sa magulang niya, ganoon din ako. Imagine growing up with a family but barely spends time with you. Kaya Damang dama ko si Marem noon. At tanggap ko kung bakit distant siya sa magulang niya","pati yung inis ni marem sa magulang niya, ganoon din ako. imagine growing up with a family but barely spends time with you. kaya damang dama ko si marem noon. at tanggap ko kung bakit distant siya sa magulang niya.","even marem's annoyance with her parents, i was like that too. imagine growing up with a family but they barely spend time with you. that's why i really felt for marem back then. and i accept why she was distant from her parents."
1463221276479086600,"Pati yung pangarap ni Marem, yung ayaw niya talaga sa career niya, nag go with the flow lang siya. Kasi yung dream niya is magkaron ng sariling pamilya. Naisip ko na rin yun noon. Sabi ko parang ang lungkot naman kung may pera ka nga pero wala ka namang karamay sa buhay","pati yung pangarap ni marem, yung ayaw niya talaga sa career niya, nag go with the flow lang siya. kasi yung dream niya is magkaron ng sariling pamilya. naisip ko na rin yun noon. sabi ko parang ang lungkot naman kung may pera ka'nga pero wala ka namang karamay sa buhay.","also marem's dream, the one she really dislikes in her career, she just went with the flow. because her dream is to have her own family. i thought about that too before. i said it seems so sad if you have money but you have no one to share your life with."
1463221278219784193,Kaya siguro ang lakas ng impact sa akin ng TSH no? Kasi parang nakikita ko yung sarili ko kay Marem. Kaya siguro sibrnag sakit. At sobrang saya noong nakuha na niya yung happiness at peace niya,kaya siguro ang lakas ng impact sa akin ng tsh no? kasi parang nakikita ko yung sarili ko kay marem. kaya siguro sibrnag sakit. at sobrang saya noong nakuha na niya yung happiness at peace niya.,"maybe that's why tsh has such a strong impact on me, right? because it's like i see myself in marem. maybe that's why it was so painful. and i was so happy when she finally found her happiness and peace."
1463220222832173058,"wala , grabe sayo lang talaga skyfics, ikaw talaga nagpapasaya sakin nang ganto . u never fail to amaze me and make me feel happy. .. parang saling kitkit tuloy ako sa relashun nila","wala, grabe sayo lang talaga skyfics, ikaw talaga nagpapasaya sakin nang ganto. ikaw never fail to amaze me and make me feel happy. parang saling kitkit tuloy ako sa relashun nila.","nothing, wow, it's really just you, skyfics, you're the one who makes me this happy. you never fail to amaze me and make me feel happy... it's like i'm a third wheel in their relationship."
1463219322554253317,Parang ang ganda bumili ng mga jin fansite merch,parang ang ganda bumili ng mga jin fansite merch.,it seems like it would be nice to buy some jin fansite merch.
1463219287749890049,parang asa mood ako mag basa ng angst,parang asa mood ako mag basa ng angst.,i feel like i'm in the mood to read some angst.
1463219294402396160,"hindi naman sa pag rereklamo pero parang ganon na nga, isa lang nakuha nila, mga bobo ata kayo eh tanga bobo","hindi naman sa pag rereklamo pero parang ganon na'nga, isa lang nakuha nila, mga bobo ata kayo eh tanga bobo.","not to complain, but it seems like it's true, they only got one, you guys are probably stupid, dumb stupid."
1463219303868559360,"Naniniwala at minsan kumakapit pa din naman ako sa salitang 'may magandang plano si Lord sayo' or 'may kanya-kanya tayong timeline' lugmok ka man ngayon, baka a few years after okay ka na. Or baka mag start yung timeline mo pag 50s ka na or older.","naniniwala at minsan kumakapit pa din naman ako sa salitang 'may magandang plano si lord sayo' or 'may kanya-kanya tayong timeline' lugmok ka man ngayon, baka a few years after okay ka na. or baka mag start yung timeline mo pag 50s ka na or older.","i believe and sometimes still hold on to the words 'the lord has a good plan for you' or 'we each have our own timeline.' you may be down now, but maybe a few years later you'll be okay. or maybe your timeline will start when you're in your 50s or older."
1463219305613459458,"Pero sa araw-araw na nararanasan ko parang di ko na kaya hintayin. Ayoko na boy, suko na ko. Pagod na pagod na ako sobra. Sinubukan ko naman lumaban. Kinakaya ko everyday, but now I'm done. Ayoko na.","pero sa araw-araw na nararanasan ko parang di ko na kaya hintayin. ayoko na boy, suko na ko. pagod na pagod na ako sobra. sinubukan ko naman lumaban. kinakaya ko everyday, but now i'm done. ayoko na.","but with what i experience every day, it feels like i can't wait anymore. i don't want to anymore, boy, i give up. i'm so, so tired. i tried to fight. i'm trying to get by every day, but now i'm done. i don't want to anymore."
1463220280583606277,Parang gusto kong manakit pldt… shutacca,parang gusto kong manakit pldt shutacca.,i feel like hurting pldt... shut up.
1463220156893577217,"Bangtan, pag nakakuha na kayo ng win, lumayo na kayo sa putanginang yan,,, parang awa nyo na","bangtan, pag nakakuha na kayo ng win, lumayo na kayo sa putanginang yan, parang awa nyo na.","bangtan, once you get a win, stay away from that motherfucker, for goodness' sake."
1463219598912798729,‘Parang semifinals na!’ Face-off in Tawag ng Tanghalan wows judge Louie Ocampo - t.boyabunda.net/3FGD5Sz,parang semifinals na! face-off in tawag ng tanghalan wows judge louie ocampo -.,'it's like the semifinals!' face-off in tawag ng tanghalan wows judge louie ocampo
1463219464476889092,Jusko kng si Taylor pa ung mananalo parang meh na ang Grammys. Teh magpahinga ka naman kakarelease ng music and album. Di ka ba napapagod?,jusko kng si taylor pa ung mananalo parang meh na ang grammys. teh magpahinga ka naman kakarelease ng music and album. di ka ba napapagod?,"my goodness, if taylor wins again, the grammys will be so 'meh'. girl, take a rest from releasing music and albums. don't you get tired?"
1463220545877872640,GAGO PARANG AKO LANG NUNG MAY PA HEART YUNG SI ANO HAHAHSHSHAHAHAHGABABABA,gago parang ako lang nung may pa heart yung si ano hahahshshahahahgabababa.,"dude, it's like it was just me when that person had a heart thingy hahahshshahahahgabababa."
1463219102487511049,pwede namang mag adjust at umintindi pero bakit parang na e invalidate lang yung feelings :( #KyJiTalks2,pwede namang mag adjust at umintindi pero bakit parang na e invalidate lang yung feelings.,"we can adjust and understand, but why does it seem like my feelings are just being invalidated?"
1463221280564412416,Parang masarap ka naman aa...,parang masarap ka naman aa.,you seem delicious...
1463221288319606785,babasahin b 2 parang d nman,babasahin b to parang d nman.,will you read this? it seems not.
1463219632056123392,nagpuyat pa ako para sa grammy nomination tas isa lang nomination ng bts wtf,nagpuyat pa ako para sa grammy nomination tas isa lang nomination ng bts wtf.,"i stayed up late for the grammy nominations and bts only got one nomination, wtf."
1463219580365541378,active hour ni heeseung is 2am at gising ako para sa kaniya,active hour ni heeseung is 2am at gising ako para sa kaniya.,heeseung's active hour is 2am and i'm awake for him.
1463219521854992384,update para sa mga buyers kong bogus. shoutout po sainyo @hpjss @hoonrkives @heejakeyysz @02zj_,update para sa mga buyers kong bogus. shoutout po sainyo.,update for my bogus buyers. shoutout to you all.
1463323975744905224,HAHAHAHA SEND PACKING VID NAMAN DIYAN HAHAHA,hahahaha send packing vid naman diyan hahaha.,hahahaha send a packing video hahaha
1463289914687033346,"AHHHHAHAHHHAHAHHAHHHH TANGINA MO HA SALAMAT, PACKING VID SANA 🥰","ahhhhahahhhahahhahhhh tangina mo ha salamat, packing vid sana.","ahhhhahahhhahahhahhhh fuck you, thanks, hopefully a packing vid"
1463219789581590532,Sarap maglaho bigla na parang bula.,sarap maglaho bigla na parang bula.,it feels good to suddenly disappear like a bubble.
1463219913695252481,Daya di makapag breakdown nasa office ako hays tangina,daya di makapag breakdown nasa office ako hays tangina.,"it's unfair, i can't have a breakdown, i'm at the office, damn it."
1463220454483628032,"reading the theories of nctzens is like parang research activity tpos aq wlang ambag,.,.,.,., ganda lungs ajajaja","reading the theories of nctzens is like parang research activity tpos aq wlang ambag,.,.,.,., ganda lungs ajajaja.","reading the theories of nctzens is like a research activity and i have no contribution... just beauty, hahaha."
1463219332104667137,may mga self-help books talaga na red flag. ‘Di ko sinasabing “The subtle art of not giving A f*ck” ‘to ah pero parang ganoon na nga,may mga self-help books talaga na red flag. di ko sinasabing the subtle art of not giving a fck to ah pero parang ganoon na'nga.,there are really self-help books that are red flags. i'm not saying this is the subtle art of not giving a f*ck
1463219964303708167,"tapos every time may book recos content mga InfLuencErs na toxic, lagi kasama ‘yun sa nire recommend nila","tapos every time may book recos content mga influencers na toxic, lagi kasama yun sa nire recommend nila.","and then every time toxic influencers have book recommendation content, that's always included in what they recommend."
1463219867104940032,Walang kwenta yang librong yan. Low-key degrading feminism. Nag trend lang dahil sa mga IG posts na mala minimal,walang kwenta yang librong yan. low-key degrading feminism. nag trend lang dahil sa mga ig posts na mala minimal.,that book is worthless. it's low-key degrading to feminism. it only trended because of the minimalist-style ig posts.
1463210241588301827,matutulog pa ako,matutulog pa ako.,i'm still going to sleep.
1463217980246953989,parang bading kase tong keyboard na to eh,parang bading kase tong keyboard na to eh.,this keyboard is kind of gay.
1463217387021369346,Galit ako actually. Ginamit na naman nila 875 para sa views,galit ako actually. ginamit na naman nila 875 para sa views.,i'm actually angry. they used bts for views again.
1463217939788840973,Tapos nag announce sila isang category lang ....,tapos nag announce sila isang category lang.,and then they announced only one category...
1463217332516683777,Bitbit namin SAMA NG LOOB natapos ang live namin kanina para sa Grammy Nomination na yan tas ayon lang yon ??? Fvk SCAMMYS,bitbit namin sama ng loob natapos ang live namin kanina para sa grammy nomination na yan tas ayon lang yon? fvk scammys.,"we carried our resentment after our live earlier for that grammy nomination, and that was it??? f*ck scammys."
1463219689044152320,i feel so sipag kac nagbasa ako para sa philo... sana naman nde q toh makalimutan bukas :'>,i feel so sipag kac nagbasa ako para sa philo. sana naman nde ako toh makalimutan bukas:'.,i feel so diligent because i read for philosophy... i hope i don't forget this tomorrow :'>
1463218692943007748,PARANG TULOG PA YUNG IBA,parang tulog pa yung iba.,it seems like the others are still asleep.
1463156599510298624,"voting team patulong po, paano po ayusin yung reply deboosting? :< @SB19Official #SB19","voting team patulong po, paano po ayusin yung reply deboosting?:","voting team, please help, how do i fix reply deboosting?"
1463217336731648010,salamat huhu,salamat huhu.,thank you huhu
1463218110907904002,Bakit FLOWERLD. parang typo tlga kahit anong convince ko sa brain ko na intentional sya,bakit flowerld. parang typo tlga kahit anong convince ko sa brain ko na intentional siya.,why flowerld? it really looks like a typo no matter how much i convince my brain that it's intentional.
1463218749788463106,bat parang ang drama mo naman HAHA,bat parang ang drama mo naman haha.,why do you seem so dramatic? haha
1463217132397731848,parang tanga ampota,parang tanga ampota.,"like a fool, damn it."
1463218606313918464,"Eclesiastes 1:18 para sa kung saan ang moch karunungan ay, mayroon ding malaking trauile & disquietnes: & ang higit pang kaalaman ng isang tao ay may, ang higit pa ay hys care.","eclesiastes 1:18 para sa kung saan ang moch karunungan ay, mayroon ding malaking trauile disquietnes: ang higit pang kaalaman ng isang tao ay may, ang higit pa ay hys care.","ecclesiastes 1:18 for where there is much wisdom, there is also great trouble & disquietness: & the more a man has knowledge, the more is his care."
1463218927635361798,"HALA HAHHAHA PARANG KOPI DATE LANG NATIN YAN, DATE LANG TAWAG KO TRY NGA NATEN THIS WEEKEND, BUKAS TIGNAN KO SCHED","hala hahhaha parang kopi date lang natin yan, date lang tawag ko try nga naten this weekend, bukas tignan ko sched.","oh, hahaha, that's just like our coffee date, i just call it a date. let's try it this weekend, i'll check my schedule tomorrow."
1463219025572290566,parang ang skeri tuloy tikman nung chicken sandwich sa jabee hmmm dame ko nakikitang hilaw ksmxnxjdhsn,parang ang skeri tuloy tikman nung chicken sandwich sa jabee hmmm dame ko nakikitang hilaw.,"it seems scary to try the chicken sandwich at jollibee, hmmm, i've seen so many raw ones."
1463218071649226759,@RecordingAcad HEY MOTHER FUCKER!!! Tangina mo kasi ganto dapat mindset mo hindi yung parang cameo lang ginagawa mo sakanila!!!!!,hey mother fucker! tangina mo kasi ganto dapat mindset mo hindi yung parang cameo lang ginagawa mo sakanila!,"@recordingacad hey mother fucker!!! fuck you because this should be your mindset, not like you're just giving them a cameo!!!!!"
1463219964538621953,Protes sambil bawa parang kah ? Sampai harus dihukum 1 tahun...,protes sambil bawa parang kah? sampai harus dihukum 1 tahun.,"protesting while carrying a machete, huh? to the point of being sentenced to 1 year..."
1463203965751869444,may mga paborito lang talaga siguro si Lorde,may mga paborito lang talaga siguro si lorde.,maybe lorde just really has her favorites.
1463209731183374336,minsan napapaisip na lang po ako na siguro ampon Niya lang me char,minsan napapaisip na lang po ako na siguro ampon niya lang me char.,"sometimes i just think that maybe i'm just his adopted child, just kidding."
1463212480264429571,feeling ko middle child ako ni Lord kase nde aq napapansin nung nagpaulan ng pag ibig 🥲,feeling ko middle child ako ni lord kase nde aq napapansin nung nagpaulan ng pag ibig.,i feel like i'm the lord's middle child because i wasn't noticed when it rained love.
1463213165018112004,sini-save raw po talaga ni Lord ang karapat-dapat for uuu <333,sini-save raw po talaga ni lord ang karapat-dapat for uuu 333.,the lord is really saving the right one for you <333.
1463215601048981506,Pano pag gusto ko si Masa ung karapat dapat sakin? Paladesisyon kasi ako HAHAHAHHAHAHAHAHHAHA CHAROT,pano pag gusto ko si masa ung karapat dapat sakin? paladesisyon kasi ako hahahahhahahahahhaha charot.,what if i want masa to be the one who's right for me? i'm decisive like that hahahahhahahahahhaha just kidding.
1463216172199936007,hi raw po <333 nauna raw po siya sa pila kay masa chz HDJKDKDJDHD,hi raw po 333 nauna raw po siya sa pila kay masa chz.,"hi, they said. <333 they said they were ahead of masa in the line, just kidding."
1463216396951863296,Ay sorry eto kasing si Yuki nakiki tweet pa sa account ko. Pasensya ka na sya talaga nagsend no’n,ay sorry eto kasing si yuki nakiki tweet pa sa account ko. pasensya ka na siya talaga nagsend non.,"oh sorry, it's because yuki is also tweeting from my account. i'm sorry, she's the one who really sent that."
1463217070808592386,HAHAHAHHAHAHA MAG-GIVE WAY PO TAYO SA ORIGINAL,hahahahhahaha mag-give way po tayo sa original.,hahahahhahaha let's give way to the original
